heldout_run,residual_method,veto_method,feature,threshold,threshold_quantile,train_keep_fraction,train_tail_frac_abs_gt5ns,train_sigma68_ns,oof_auc,shuffled
58,s03b_monotone_binned,traditional_q_hand_threshold,q_pair_max,0.1597866410607384,0.9,0.9000978560626279,0.011662383870330105,1.7499999999999964,,
58,s03b_monotone_binned,ml_shape_rf,,0.4416137095571562,0.9,0.9000088960056934,0.006721360086982307,1.5714015519560256,0.8546943462363641,False
58,s03b_monotone_binned,ml_shape_iforest,,0.5527454114498557,0.9,0.9000088960056934,0.011663536621528121,1.6848150826585098,0.7011077008085438,False
58,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5642265907254111,0.99,0.9899475135664086,0.018781452192667147,1.6844381002299518,0.4903376199541552,True
58,s03b_monotone_binned,topology_only_rf_control,,0.5441835571098478,0.85,0.911128903122498,0.01757469244288225,1.5714015519560292,0.5473388847878922,False
59,s03b_monotone_binned,traditional_q_hand_threshold,q_pair_max,0.1625478857350554,0.9,0.900010903936321,0.011146110976496244,1.6905037380448533,,
59,s03b_monotone_binned,ml_shape_rf,,0.41914900582222175,0.9,0.900010903936321,0.005815362248606736,1.561663372526251,0.888182775053818,False
59,s03b_monotone_binned,ml_shape_iforest,,0.5640890360539655,0.9,0.900010903936321,0.011388417736854858,1.6905037380448498,0.6929026303401511,False
59,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5243538624270287,0.95,0.9499509322865555,0.018135904499540865,1.6731044020002954,0.5412970808672242,True
59,s03b_monotone_binned,topology_only_rf_control,,0.5627313135351945,0.9,1.0,0.01831861301929997,1.5721679746226982,0.5348025525882907,False
60,s03b_monotone_binned,traditional_q_hand_threshold,q_downstream_max,0.2151289260983663,0.9,0.900066401062417,0.011926718308127382,1.554195236216585,,
60,s03b_monotone_binned,ml_shape_rf,,0.43373205769004364,0.925,0.9249667994687915,0.007178750897343862,1.4806517500908676,0.8751281719755043,False
60,s03b_monotone_binned,ml_shape_iforest,,0.5817220984578326,0.925,0.9249667994687915,0.0120842306771955,1.5193482499091324,0.7164182509978919,False
60,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5782483805173747,0.99,0.9899291722000886,0.018222470653996646,1.4813569569735712,0.5015276924066185,True
60,s03b_monotone_binned,topology_only_rf_control,,0.519509277367686,0.9,1.0,0.018038955289951305,1.4806517500908747,0.5075475403080553,False
61,s03b_monotone_binned,traditional_q_hand_threshold,q_pair_max,0.1610304709748239,0.9,0.9000115460108532,0.010519563822963438,1.673772088042041,,
61,s03b_monotone_binned,ml_shape_rf,,0.4441368176936526,0.9,0.9000115460108532,0.005772931366260423,1.407293198928624,0.8962941967250287,False
61,s03b_monotone_binned,ml_shape_iforest,,0.5903246634622382,0.925,0.9249509294538737,0.010485582324304082,1.6066046183521365,0.7366312498987707,False
61,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5894365848040077,0.99,0.9899549705576723,0.016911593188710054,1.5000000000000036,0.5244124649746521,True
61,s03b_monotone_binned,topology_only_rf_control,,0.5612666468740397,0.9,1.0,0.01674171573721279,1.5000000000000036,0.5380460310004698,False
62,s03b_monotone_binned,traditional_q_hand_threshold,q_downstream_max,0.199626244057999,0.9,0.9000995685363425,0.01352015732546706,1.687430026970695,,
62,s03b_monotone_binned,ml_shape_rf,,0.46099436450163334,0.925,0.9249917026219715,0.008491807200095682,1.5755856505466888,0.8534011374957438,False
62,s03b_monotone_binned,ml_shape_iforest,,0.5876489964253807,0.925,0.9249917026219715,0.013754335605788781,1.687430026970688,0.6825939190637729,False
62,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5338151649141781,0.975,0.9749972342073239,0.019289685691591965,1.5755856505466888,0.48191356545644853,True
62,s03b_monotone_binned,topology_only_rf_control,,0.5287339202685829,0.9,1.0,0.019803075561455913,1.5908301558250018,0.5218835517106574,False
63,s03b_monotone_binned,traditional_q_hand_threshold,q_pair_max,0.15844397919741376,0.9,0.9,0.011701556629092861,1.6918704951281578,,
63,s03b_monotone_binned,ml_shape_rf,,0.44340218997652825,0.9,0.9,0.00676328502415459,1.5643583449090102,0.8701728338951381,False
63,s03b_monotone_binned,ml_shape_iforest,,0.5544025075736693,0.9,0.9,0.01202361782071927,1.6831122575496913,0.712647300180535,False
63,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.5646242523922503,0.99,0.989951690821256,0.018934218231504978,1.5929635176161412,0.5316355464656793,True
63,s03b_monotone_binned,topology_only_rf_control,,0.5541358653187002,0.925,1.0,0.01884057971014493,1.5957424827316398,0.5417460137105632,False
65,s03b_monotone_binned,traditional_q_hand_threshold,q_downstream_max,0.2089157437440576,0.9,0.9001065530101225,0.01312025254019927,1.6954299286655832,,
65,s03b_monotone_binned,ml_shape_rf,,0.4565399814376106,0.925,0.9249689220387143,0.007103772679274263,1.569576382540312,0.8700036379852603,False
65,s03b_monotone_binned,ml_shape_iforest,,0.5819531444926023,0.925,0.9249689220387143,0.012767591437074014,1.6809844267961154,0.7047158850866074,False
65,s03b_monotone_binned,shuffled_ml_shape_rf_control,,0.6096202719629944,0.99,0.9899662582134612,0.0193739348820522,1.6809844267961083,0.5333261244224489,True
65,s03b_monotone_binned,topology_only_rf_control,,0.5400558587237018,0.85,0.910673059847274,0.018038221528861153,1.569576382540312,0.5361560410673212,False
