heldout_run,residual_method,veto_method,keep_fraction,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
58,s03b_monotone_binned,no_veto,1.0,1.3214015519560292,1.321401551956022,1.5917806608419942,219,1.7731729385950459,1.3214015519560292,2.78333085903108,0.0319634703196347,1.0677293270154493,4.425196113314423
58,s03b_monotone_binned,traditional_q_hand_threshold,0.8904109589041096,1.3214015519560254,1.321401551956022,1.6578247169783304,195,1.4035427732780477,1.3214015519560254,1.8079183464442388,0.020512820512820513,1.5835024912308724,4.201737979261088
58,s03b_monotone_binned,ml_shape_rf,0.9178082191780822,1.3214015519560292,1.321401551956022,1.500000000000007,201,1.7796211492179879,1.3214015519560292,1.6971218174070142,0.01990049751243781,1.4774007795030422,4.448709198646489
58,s03b_monotone_binned,ml_shape_iforest,0.680365296803653,1.3699908918121242,1.3214015519560292,1.8406143356676559,149,1.4035427732780477,1.3699908918121242,1.9306372180335825,0.026845637583892617,1.3977268277881012,3.091772415781103
58,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.9908675799086758,1.3214015519560236,1.321401551956022,1.6461249512045906,217,1.726318314983338,1.3214015519560236,2.7927641181120952,0.03225806451612903,1.067543035748058,4.369692204713693
58,s03b_monotone_binned,topology_only_rf_control,0.6666666666666666,0.6848150826585027,0.43863886717738293,0.9079488918473365,146,1.9035427732780477,0.6848150826585027,3.0329732433547965,0.0273972602739726,0.7672390717399885,3.070663987323357
59,s03b_monotone_binned,no_veto,1.0,1.5,1.3806075440298409,1.561663372526251,2289,1.1189925239103076,1.5,2.593825489249465,0.015727391874180863,1.1965835193810963,38.50234007877262
59,s03b_monotone_binned,traditional_q_hand_threshold,0.9030144167758847,1.5616633725262545,1.4979280393941086,1.6211596344814012,2067,0.8613117928731029,1.5616633725262545,2.0651860194494085,0.008708272859216255,1.1646854996513907,31.44497377854738
59,s03b_monotone_binned,ml_shape_rf,0.8619484491044124,1.311663372526258,1.3116633725262545,1.3711596344814048,1973,1.3613117928730958,1.311663372526258,1.5691486267476584,0.0040547389761784085,1.185853296926254,34.50752405231269
59,s03b_monotone_binned,ml_shape_iforest,0.9353429445172564,1.512613458280851,1.4405037380448533,1.621159634481394,2141,1.079603258220864,1.512613458280851,2.153057865749033,0.009341429238673517,1.1635917699902074,33.872618846708
59,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.9488859764089121,1.5,1.3590841151202409,1.561663372526251,2172,1.1189925239103005,1.5,2.618997337449734,0.01565377532228361,1.1835609003084409,35.88373936857974
59,s03b_monotone_binned,topology_only_rf_control,1.0,1.5,1.3679786206240787,1.561663372526251,2289,1.1189925239103076,1.5,2.593825489249465,0.015727391874180863,1.1965835193810963,38.50234007877262
60,s03b_monotone_binned,no_veto,1.0,1.2306517500908687,1.2306517500908676,1.250000000000006,2424,1.3665544761438113,1.2306517500908687,2.421440219611732,0.015676567656765675,1.234111922770928,35.75580014987705
60,s03b_monotone_binned,traditional_q_hand_threshold,0.9121287128712872,1.25,1.2306517500908711,1.3787300441743426,2211,1.2026254879810523,1.25,1.8534335542861313,0.010854816824966078,1.235229617362089,30.42305555636129
60,s03b_monotone_binned,ml_shape_rf,0.9249174917491749,1.2306517500908676,1.2306517500908676,1.2306517500908711,2242,1.3665544761438113,1.2306517500908676,1.5164278601913437,0.0044603033006244425,1.255606799471109,35.06108948217408
60,s03b_monotone_binned,ml_shape_iforest,0.9170792079207921,1.2306517500908711,1.2306517500908676,1.3319644940813866,2223,1.2026254879810523,1.2306517500908711,1.6445488526830605,0.007197480881691408,1.2386083959724834,32.2660560463078
60,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.9991749174917491,1.2306517500908698,1.2306517500908676,1.2500000000000053,2422,1.3665544761438113,1.2306517500908698,2.4223822006514024,0.01568951279933939,1.234822562744033,35.72797017238169
60,s03b_monotone_binned,topology_only_rf_control,1.0,1.2306517500908687,1.2306517500908676,1.2500000000000064,2424,1.3665544761438113,1.2306517500908687,2.421440219611732,0.015676567656765675,1.234111922770928,35.75580014987705
61,s03b_monotone_binned,no_veto,1.0,2.101756513541144,2.1017565135411402,2.245500361142615,2799,1.9256597686321726,2.101756513541144,3.0764335841402897,0.031082529474812434,1.3164013167934319,52.498966237578514
61,s03b_monotone_binned,traditional_q_hand_threshold,0.9006788138620936,2.2573879472930947,2.124577222155458,2.4035577938083104,2521,1.9256597686321726,2.2573879472930947,2.4900513747082402,0.02261007536691789,1.3172779784937632,46.30239887607766
61,s03b_monotone_binned,ml_shape_rf,0.8417291889960701,2.1572931989286133,2.101756513541144,2.3517565135411402,2356,2.3145863978572123,2.1572931989286133,2.075589707976943,0.016553480475382003,0.6465737199512162,38.19970444590331
61,s03b_monotone_binned,ml_shape_iforest,0.9289031797070382,2.145242157950919,2.101756513541144,2.2961385452593484,2600,1.9256597686321726,2.145242157950919,2.3502723885449255,0.022692307692307692,1.3242508273926155,48.29498836444778
61,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.9896391568417292,2.101756513541144,2.1017565135411402,2.2235119458805404,2770,1.9256597686321726,2.101756513541144,3.080722724656896,0.03140794223826715,1.320844601040941,51.83586910656383
61,s03b_monotone_binned,topology_only_rf_control,1.0,2.101756513541144,2.1017565135411402,2.2499999999999964,2799,1.9256597686321726,2.101756513541144,3.0764335841402897,0.031082529474812434,1.3164013167934319,52.498966237578514
62,s03b_monotone_binned,no_veto,1.0,1.437430026970695,1.3886876858753263,1.5759475385152353,2421,1.2763112471519946,1.437430026970695,2.647622489990569,0.014456836018174308,1.4222525399716295,23.357418382589227
62,s03b_monotone_binned,traditional_q_hand_threshold,0.8946716232961586,1.6285801239675832,1.5000000000000022,1.7270559902050036,2166,1.2763112471519804,1.6285801239675832,1.8347172066219792,0.009233610341643583,1.42793156332935,26.728001283134674
62,s03b_monotone_binned,ml_shape_rf,0.9425857083849649,1.3948876494023148,1.3255856505466923,1.5,2282,1.4014511932106046,1.3948876494023148,1.6657667123751576,0.0052585451358457495,1.7487836121367681,36.975403715772046
62,s03b_monotone_binned,ml_shape_iforest,0.9277158199091284,1.5625699730293114,1.437430026970695,1.638155623575992,2246,1.2763112471519804,1.5625699730293114,1.898584815649402,0.009795191451469279,1.4271676785756153,28.669123751937637
62,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.9743907476249484,1.4581595205888864,1.3279422942908545,1.5625699730293139,2359,1.3521424311745989,1.4581595205888864,2.6635308096197576,0.014412886816447647,1.4268353226116293,22.594314934169372
62,s03b_monotone_binned,topology_only_rf_control,1.0,1.437430026970695,1.3881556235759973,1.5755856505466852,2421,1.2763112471519946,1.437430026970695,2.647622489990569,0.014456836018174308,1.4222525399716295,23.357418382589227
63,s03b_monotone_binned,no_veto,1.0,1.4331122575496877,1.3143583449090173,1.5643583449090095,1110,1.2641346219147778,1.4331122575496877,2.6874603288207513,0.01981981981981982,1.1259861361408872,16.926087135250295
63,s03b_monotone_binned,traditional_q_hand_threshold,0.8936936936936937,1.5634132229779842,1.433112257549683,1.566887742450314,992,1.2336507955037526,1.5634132229779842,2.11226625925395,0.01310483870967742,1.1251726543219127,13.960424636351275
63,s03b_monotone_binned,ml_shape_rf,0.8936936936936937,1.3143583449090137,1.3143583449090102,1.4321867625021343,992,1.3962676596192871,1.3143583449090137,1.6371743712328524,0.006048387096774193,1.3475264543514498,16.900718236472276
63,s03b_monotone_binned,ml_shape_iforest,0.8963963963963963,1.5000000000000036,1.4330641173651546,1.5668877424503087,995,1.2624921747186448,1.5000000000000036,2.3068854056369585,0.01507537688442211,1.1296091091841864,14.117194605402522
63,s03b_monotone_binned,shuffled_ml_shape_rf_control,0.990990990990991,1.4331122575496882,1.3143583449090173,1.5643583449090102,1100,1.262492174718659,1.4331122575496882,2.697356345882448,0.02,1.126915107590667,16.860064579473118
63,s03b_monotone_binned,topology_only_rf_control,1.0,1.4331122575496877,1.3143583449090173,1.5643583449090066,1110,1.2641346219147778,1.4331122575496877,2.6874603288207513,0.01981981981981982,1.1259861361408872,16.926087135250295
65,s03b_monotone_binned,no_veto,1.0,1.5695763825403084,1.3527038576781785,1.8195763825403128,198,1.033639921548108,1.5695763825403084,1.8339596467841857,0.005050505050505051,0.3255734951254732,3.141283892209591
65,s03b_monotone_binned,traditional_q_hand_threshold,0.9696969696969697,1.5999432347500175,1.3559758413208898,1.819576382540312,192,0.9441728509660656,1.5999432347500175,1.8499034761254212,0.005208333333333333,0.33526902072230513,2.9873154709686576
65,s03b_monotone_binned,ml_shape_rf,0.9545454545454546,1.5579730814912653,1.319576382540312,1.8195763825403084,189,1.2771839114884003,1.5579730814912653,1.8238978591503154,0.005291005291005291,1.6313996003671538,3.202608336241849
65,s03b_monotone_binned,ml_shape_iforest,0.8484848484848485,1.6799522959289135,1.4654377288999116,1.9070307999778888,168,0.9152150578961624,1.6799522959289135,1.9022897491157276,0.005952380952380952,0.43505395799628793,2.4157894378147082
65,s03b_monotone_binned,shuffled_ml_shape_rf_control,1.0,1.5695763825403084,1.359284883028215,1.8195763825403093,198,1.033639921548108,1.5695763825403084,1.8339596467841857,0.005050505050505051,0.3255734951254732,3.141283892209591
65,s03b_monotone_binned,topology_only_rf_control,1.0,1.5695763825403084,1.363248819891218,1.8195763825403128,198,1.033639921548108,1.5695763825403084,1.8339596467841857,0.005050505050505051,0.3255734951254732,3.141283892209591
