stratum,value,method,pid_auc,pid_auc_residual,pid_auc_nuisance_only,pid_auc_residual_gain_vs_nuisance,pid_ap,pid_purity,pid_efficiency,timing_residual_coupling_abs,energy_residual_coupling_abs,energy_drift_abs,energy_fractional_sigma68,pileup_miss_rate,false_split_rate,saturation_pid_auc,unsaturated_pid_auc,saturation_pid_auc_loss,pedestal_sensitivity_abs,n_events,n_deuteron
pid_name,deuteron,1d_cnn,,,,,,1.0,0.6085106382978723,0.24841482608320536,0.20055375824782204,0.12480137538095193,0.1828286695764066,0.35537190082644626,0.24561403508771928,,,,0.02942576609102754,235,235
pid_name,proton,1d_cnn,,,,,,0.0,0.0,0.10798961207436995,0.30102282070637504,0.12407013985093435,0.2087290244050953,0.33613445378151263,0.23015873015873015,,,,0.05226813460034274,245,0
pid_name,deuteron,deltaE_over_E_likelihood_template,,,,,,1.0,0.6510638297872341,0.1653299304417485,0.47259777518915147,0.12541583650374954,0.1857676815781194,0.6115702479338843,0.13157894736842105,,,,0.04570721024909996,235,235
pid_name,proton,deltaE_over_E_likelihood_template,,,,,,0.0,0.0,0.021840120820832015,0.5137087735588968,0.07069323689571025,0.18181677159159415,0.6050420168067226,0.1111111111111111,,,,0.03497040705033777,245,0
pid_name,deuteron,gradient_boosted_trees,,,,,,1.0,0.8382978723404255,0.06737729945173065,0.25480539150387765,0.10375145752506598,0.20191666067774192,0.371900826446281,0.22807017543859648,,,,0.047242129943585454,235,235
pid_name,proton,gradient_boosted_trees,,,,,,0.0,0.0,0.15776447054427495,0.21872893064203477,0.0585577584660842,0.2035931434058842,0.35294117647058826,0.2222222222222222,,,,0.06686435708166699,245,0
pid_name,deuteron,joint_sequence_transformer,,,,,,1.0,0.12340425531914893,0.19393602040848817,0.08664222053972423,0.07633956984910822,0.22584378945224046,0.4214876033057851,0.15789473684210525,,,,0.01852777357909824,235,235
pid_name,proton,joint_sequence_transformer,,,,,,0.0,0.0,0.15370094921915803,0.1729398468814984,0.05154277349296081,0.24731328249685994,0.3949579831932773,0.15873015873015872,,,,0.03621580353702586,245,0
pid_name,deuteron,mlp,,,,,,1.0,0.48936170212765956,0.19169341793877223,0.31774553621131685,0.09697287970932583,0.26541657965685767,0.371900826446281,0.30701754385964913,,,,0.01018605701883668,235,235
pid_name,proton,mlp,,,,,,0.0,0.0,0.14154344609528524,0.37958855100305844,0.07518900565039893,0.2196141283610497,0.40336134453781514,0.24603174603174602,,,,0.04522131498834514,245,0
pid_name,deuteron,ridge,,,,,,1.0,0.625531914893617,0.15938605322242086,0.1554962583632547,0.1272212425083324,0.17539040492451013,0.34710743801652894,0.23684210526315788,,,,0.007965697698564145,235,235
pid_name,proton,ridge,,,,,,0.0,0.0,0.0930457603969002,0.3269837926564303,0.09093114035478621,0.20020376907564386,0.3865546218487395,0.2222222222222222,,,,0.03859125498551391,245,0
pid_name,deuteron,template_residual_boosted_stack_new,,,,,,1.0,0.8680851063829788,0.1298640299436466,0.2459068418372603,0.1105472821864959,0.21813998885889424,0.32231404958677684,0.21052631578947367,,,,0.041098212062228634,235,235
pid_name,proton,template_residual_boosted_stack_new,,,,,,0.0,0.0,0.17805353805420518,0.22747876623794458,0.062106070598059074,0.1956833312548169,0.3025210084033613,0.2222222222222222,,,,0.07354078587715066,245,0
