method,heldout_run,pid_auc,pid_auc_residual,pid_auc_nuisance_only,pid_auc_residual_gain_vs_nuisance,pid_ap,pid_purity,pid_efficiency,timing_residual_coupling_abs,energy_residual_coupling_abs,energy_drift_abs,energy_fractional_sigma68,pileup_miss_rate,false_split_rate,saturation_pid_auc,unsaturated_pid_auc,saturation_pid_auc_loss,pedestal_sensitivity_abs,n_events,n_deuteron
1d_cnn,58,0.8299595141700404,0.4448942869995502,0.951417004048583,-0.5065227170490327,0.7129505105728428,0.7352941176470589,0.6410256410256411,0.36811514319172467,0.09411311573345724,0.1183930676215703,0.1613080618380437,0.3333333333333333,0.14583333333333334,0.7899999999999999,0.8513513513513513,0.06135135135135139,0.09913860966694021,96,39
1d_cnn,60,0.7960069444444444,0.47656249999999994,0.9283854166666667,-0.4518229166666668,0.7067491635284824,0.75,0.625,0.2994280506971158,0.4109120701762805,0.12756861987465418,0.20486392788142946,0.2708333333333333,0.2708333333333333,0.7892156862745098,0.7728494623655914,0.0,0.10484021726914772,96,48
1d_cnn,62,0.790273556231003,0.5062961354754668,0.9049066435084673,-0.39861050803300047,0.7642366266387761,0.775,0.6326530612244898,0.1464756025969408,0.3216110993779244,0.17703621996672006,0.2027386235655906,0.4166666666666667,0.25,0.7694235588972431,0.8227040816326531,0.05328052273540995,0.07973815013295066,96,49
1d_cnn,64,0.7089947089947088,0.41534391534391535,0.9250440917107583,-0.509700176366843,0.7127287582923925,0.775,0.5740740740740741,0.08979024382026334,0.2765833238737282,0.11254055881577121,0.1583364093742835,0.3125,0.2916666666666667,0.7946428571428572,0.6672932330827067,0.0,0.043115061277461064,96,54
1d_cnn,65,0.825272331154684,0.5315904139433552,0.962962962962963,-0.43137254901960786,0.8232433196840162,0.8666666666666667,0.5777777777777777,0.11375345854533521,0.1808210594401389,0.10906203540367365,0.21406301503779995,0.3958333333333333,0.22916666666666666,0.8429752066115703,0.8498985801217038,0.0069233735101335014,0.05454303440888858,96,45
deltaE_over_E_likelihood_template,58,0.7917228969860549,0.4143049932523617,0.951417004048583,-0.5371120107962213,0.6523466421420312,0.717948717948718,0.717948717948718,0.08969400214635553,0.29462838654640405,0.10651263421210534,0.14170263619477694,0.5833333333333334,0.10416666666666667,0.8133333333333334,0.778153153153153,0.0,0.10747859080123934,96,39
deltaE_over_E_likelihood_template,60,0.7178819444444445,0.4418402777777778,0.9283854166666667,-0.48654513888888895,0.6296596457827915,0.7674418604651163,0.6875,0.11860642748441193,0.6315696452408129,0.13509798564134495,0.23813272864017082,0.5833333333333334,0.125,0.7083333333333333,0.6989247311827957,0.0,0.16457906578180065,96,48
deltaE_over_E_likelihood_template,62,0.7416413373860182,0.3842813721233174,0.9049066435084673,-0.5206252713851498,0.7293706415040946,0.7142857142857143,0.6122448979591837,0.33829076679019765,0.4906416393264244,0.12060484805425761,0.17341348843581997,0.6041666666666666,0.10416666666666667,0.8170426065162908,0.6798469387755102,0.0,0.15364260616183117,96,49
deltaE_over_E_likelihood_template,64,0.7094356261022927,0.5326278659611993,0.9250440917107583,-0.39241622574955903,0.6780980533012215,0.7608695652173914,0.6481481481481481,0.45565398755409325,0.4919942630861097,0.034530925272179186,0.14354953503274787,0.6666666666666666,0.08333333333333333,0.8973214285714286,0.638157894736842,0.0,0.08390175222055074,96,54
deltaE_over_E_likelihood_template,65,0.7734204793028323,0.4971677559912854,0.962962962962963,-0.46579520697167764,0.7845537864927903,0.8709677419354839,0.6,0.3542086519761157,0.3059642820365531,0.07376943172336814,0.18571325182021292,0.6041666666666666,0.1875,0.859504132231405,0.7829614604462475,0.0,0.09212427089054298,96,45
gradient_boosted_trees,58,0.9361223571749888,0.47908232118758437,0.951417004048583,-0.4723346828609986,0.8942247257876078,0.7708333333333334,0.9487179487179487,0.2910729465278906,0.008918645897592134,0.0555737538477379,0.1842091489308523,0.3541666666666667,0.125,0.9533333333333333,0.9256756756756757,0.0,0.17296654346325235,96,39
gradient_boosted_trees,60,0.9205729166666666,0.5924479166666666,0.9283854166666667,-0.3359375000000001,0.8957646408837973,0.8269230769230769,0.8958333333333334,0.3496194238739408,0.33527977098347345,0.05739187348733682,0.22877357514441532,0.3125,0.3541666666666667,0.9338235294117647,0.9018817204301075,0.0,0.24172399488637386,96,48
gradient_boosted_trees,62,0.841511072514112,0.46721667390360405,0.9049066435084673,-0.4376899696048632,0.7821447916608796,0.76,0.7755102040816326,0.21725952578038313,0.039520054366588765,0.12443714291282293,0.19835334279900926,0.3958333333333333,0.25,0.8646616541353385,0.8214285714285714,0.0,0.061625502140428,96,49
gradient_boosted_trees,64,0.900352733686067,0.5577601410934744,0.9250440917107583,-0.3672839506172839,0.9141835899397284,0.8148148148148148,0.8148148148148148,0.3939478026413166,0.24747618368944402,0.08808867215439309,0.1583203292264732,0.375,0.20833333333333334,0.9107142857142858,0.8872180451127819,0.0,0.14225308961813643,96,54
gradient_boosted_trees,65,0.922875816993464,0.4710239651416122,0.962962962962963,-0.4919389978213508,0.9257104850473655,0.8333333333333334,0.7777777777777778,0.24477893218152189,0.06211709598686137,0.07823434856287306,0.21217898839108087,0.375,0.1875,0.9628099173553719,0.9127789046653144,0.0,0.004416251110562208,96,45
joint_sequence_transformer,58,0.5290148448043185,0.41745389113810166,0.951417004048583,-0.5339631129104814,0.4255982895905138,0.46153846153846156,0.15384615384615385,0.43093631683825795,0.25258062690709404,0.07891632451010934,0.24356351251807046,0.3958333333333333,0.125,0.5700000000000001,0.5022522522522522,0.0,0.010552149989095316,96,39
joint_sequence_transformer,60,0.4878472222222222,0.46006944444444436,0.9283854166666667,-0.4683159722222224,0.4742094344174979,0.2727272727272727,0.0625,0.02263620944537192,0.10966949113266122,0.03241426818152408,0.27500745401511356,0.3541666666666667,0.22916666666666666,0.6102941176470589,0.4166666666666667,0.0,0.038872584197166826,96,48
joint_sequence_transformer,62,0.5419018671298307,0.4607034303082935,0.9049066435084673,-0.44420321320017375,0.5460166689147729,0.5,0.12244897959183673,0.153163175236212,0.006481035826198265,0.05891397347595187,0.21512670800510209,0.4791666666666667,0.16666666666666666,0.4786967418546366,0.5918367346938775,0.11313999283924092,0.04681770394488077,96,49
joint_sequence_transformer,64,0.4369488536155203,0.3977072310405643,0.9250440917107583,-0.527336860670194,0.5573129306645087,0.46153846153846156,0.1111111111111111,0.0182170497975251,0.14880810549922058,0.06473475197473368,0.20321341849609245,0.3958333333333333,0.16666666666666666,0.46875,0.4483082706766917,0.0,0.03369009579930987,96,54
joint_sequence_transformer,65,0.5838779956427016,0.5211328976034859,0.962962962962963,-0.4418300653594771,0.5904774240450374,0.7272727272727273,0.17777777777777778,0.23773667653028716,0.06145473479034438,0.07376281518810711,0.20629811509421425,0.4166666666666667,0.10416666666666667,0.6115702479338843,0.5912778904665315,0.0,0.022231787825242044,96,45
mlp,58,0.7377417903733693,0.33468286099865047,0.951417004048583,-0.6167341430499325,0.5948795010627984,0.6666666666666666,0.46153846153846156,0.4125353289975706,0.2694335469095822,0.016250278056229472,0.18382394869078145,0.375,0.1875,0.78,0.7297297297297297,0.0,0.046304595415006033,96,39
mlp,60,0.6927083333333334,0.34375,0.9283854166666667,-0.5846354166666667,0.648627588041546,0.6666666666666666,0.4166666666666667,0.046737959642474604,0.5041405456783759,0.049541845308343074,0.26082695575345977,0.3958333333333333,0.3333333333333333,0.7156862745098039,0.6532258064516129,0.0,0.07483705979804034,96,48
mlp,62,0.7750759878419452,0.44203213200173685,0.9049066435084673,-0.4628745115067304,0.7640007504628905,0.7941176470588235,0.5510204081632653,0.3797156807250776,0.4524163993502643,0.13787045978868476,0.2750218646958965,0.4791666666666667,0.3541666666666667,0.8270676691729323,0.7410714285714286,0.0,0.030576097978626926,96,49
mlp,64,0.671957671957672,0.43959435626102294,0.9250440917107583,-0.48544973544973535,0.6569755254550967,0.7352941176470589,0.46296296296296297,0.107550170803115,0.45511623731347,0.07962982264273451,0.2085252746962098,0.3125,0.22916666666666666,0.8571428571428571,0.6109022556390977,0.0,0.03002248620140241,96,54
mlp,65,0.7690631808278867,0.46535947712418296,0.962962962962963,-0.49760348583878006,0.7840618146529441,0.8928571428571429,0.5555555555555556,0.31341349509714966,0.09082118119708392,0.14537622276702925,0.24540460572901723,0.375,0.2708333333333333,0.8223140495867769,0.7910750507099391,0.0,0.04041969588392408,96,45
ridge,58,0.8529014844804319,0.3882141250562303,0.951417004048583,-0.5632028789923527,0.6990184858122056,0.7647058823529411,0.6666666666666666,0.29205333072312095,0.08096888512555281,0.08952145464911032,0.17427324221583138,0.2916666666666667,0.20833333333333334,0.8233333333333333,0.8716216216216216,0.04828828828828835,0.04056400393201981,96,39
ridge,60,0.7764756944444444,0.42578125,0.9283854166666667,-0.5026041666666667,0.6575930735469666,0.7317073170731707,0.625,0.12973700494442383,0.4300069517558927,0.0756863971310123,0.21442733737802885,0.3541666666666667,0.2916666666666667,0.7303921568627451,0.7647849462365592,0.03439278937381418,0.10138014638346488,96,48
ridge,62,0.8102475032566218,0.4759009986973513,0.9049066435084673,-0.42900564481111597,0.7543627622327711,0.7948717948717948,0.6326530612244898,0.14103973330848765,0.4916284553345042,0.10784845575951027,0.1803722073482663,0.4375,0.2708333333333333,0.8145363408521303,0.8150510204081632,0.0005146795560329043,0.026721674390620453,96,49
ridge,64,0.8121693121693121,0.43915343915343913,0.9250440917107583,-0.48589065255731917,0.7431315218318286,0.813953488372093,0.6481481481481481,0.08168015415657098,0.31473157675601304,0.12068275924359928,0.14721136181388356,0.3125,0.14583333333333334,0.9553571428571429,0.7443609022556391,0.0,0.015042029835916404,96,54
ridge,65,0.8557734204793028,0.4653594771241831,0.962962962962963,-0.49760348583877995,0.8039315209746382,0.8928571428571429,0.5555555555555556,0.1433508293792184,0.0189229645144664,0.13632440253893335,0.19595457504005787,0.4375,0.22916666666666666,0.8925619834710743,0.8691683569979715,0.0,0.03048178143911978,96,45
template_residual_boosted_stack_new,58,0.9118308591992802,0.4754835807467387,0.951417004048583,-0.4759334233018443,0.8368069158289411,0.7659574468085106,0.9230769230769231,0.404785412780583,0.21947215093647102,0.05873761859454544,0.20589421419991125,0.2708333333333333,0.14583333333333334,0.9466666666666667,0.8963963963963963,0.0,0.1652124811629161,96,39
template_residual_boosted_stack_new,60,0.9014756944444445,0.6054687499999999,0.9283854166666667,-0.32291666666666685,0.8069498842204681,0.8363636363636363,0.9583333333333334,0.304310440960797,0.2921897944649544,0.0899921428431365,0.2194508956672803,0.2916666666666667,0.3125,0.9240196078431372,0.8803763440860215,0.0,0.22917182896056454,96,48
template_residual_boosted_stack_new,62,0.8423795049934868,0.5067303517151541,0.9049066435084673,-0.39817629179331315,0.7350710425793489,0.7692307692307693,0.8163265306122449,0.22248366947316825,0.26641082028418217,0.11202773883798854,0.1889163521238775,0.3541666666666667,0.20833333333333334,0.8596491228070176,0.8278061224489797,0.0,0.07651880000588557,96,49
template_residual_boosted_stack_new,64,0.900352733686067,0.5718694885361553,0.9250440917107583,-0.35317460317460303,0.9068526032206357,0.8070175438596491,0.8518518518518519,0.32810388148099084,0.20026489393655234,0.08643160267462573,0.1531354018943266,0.2916666666666667,0.1875,0.9151785714285713,0.887218045112782,0.0,0.1114245177568548,96,54
template_residual_boosted_stack_new,65,0.9137254901960785,0.4806100217864923,0.962962962962963,-0.4823529411764707,0.9029946166178042,0.8372093023255814,0.8,0.22109583292669424,0.11290944836208143,0.0906249487136353,0.24355043866816733,0.3541666666666667,0.22916666666666666,0.9504132231404958,0.9006085192697768,0.0,0.0160483926962518,96,45
