scenario,method,stave,amp_bin,amp_low_adc,amp_high_adc,n_heldout_pulses,target_minus_pred_median_ns,target_minus_pred_q16_ns,target_minus_pred_q84_ns
run64_only,traditional_analytic_timewalk,B8,3,3200.0,4700.0,1663,-0.15838777574317042,-0.9577745789787595,0.829366421985501
run64_only,traditional_analytic_timewalk,B8,4,4700.0,6800.0,475,-1.9810969960983098,-3.764867532035547,-0.24440486157299168
run64_only,traditional_analytic_timewalk,B8,5,6800.0,10000.0,12,-4.8199955429693695,-6.130928712960114,-0.33045369881494924
run64_only,traditional_binned_timewalk,B4,0,1000.0,1500.0,343,0.0,-2.1316282072803006e-14,0.5699999999999912
run64_only,traditional_binned_timewalk,B4,1,1500.0,2200.0,1171,0.0,-0.75,1.25
run64_only,traditional_binned_timewalk,B4,2,2200.0,3200.0,2159,1.4210854715202004e-14,-0.9999999999999836,1.2500000000000213
run64_only,traditional_binned_timewalk,B4,3,3200.0,4700.0,126,2.1316282072803006e-14,-0.9999999999999787,5.500000000000021
run64_only,traditional_binned_timewalk,B4,4,4700.0,6800.0,20,2.1316282072803006e-14,-11.729999999999999,13.530000000000015
run64_only,traditional_binned_timewalk,B4,5,6800.0,10000.0,1,30.000000000000036,30.000000000000036,30.000000000000036
run64_only,traditional_binned_timewalk,B6,0,1000.0,1500.0,188,-3.552713678800501e-15,-1.0000000000000042,0.7500000000000107
run64_only,traditional_binned_timewalk,B6,1,1500.0,2200.0,1104,-3.552713678800501e-15,-1.0000000000000036,1.0000000000000036
run64_only,traditional_binned_timewalk,B6,2,2200.0,3200.0,2229,-3.552713678800501e-15,-1.129999999999995,0.8799999999999985
run64_only,traditional_binned_timewalk,B6,3,3200.0,4700.0,292,-3.552713678800501e-15,-1.4999999999999996,0.7499999999999964
run64_only,traditional_binned_timewalk,B6,4,4700.0,6800.0,6,-3.552713678800501e-15,-3.8500000000000045,4.350000000000005
run64_only,traditional_binned_timewalk,B6,5,6800.0,10000.0,1,-6.250000000000011,-6.250000000000011,-6.250000000000011
run64_only,traditional_binned_timewalk,B8,0,1000.0,1500.0,94,-2.220446049250313e-16,-1.0300000000000125,0.7799999999999965
run64_only,traditional_binned_timewalk,B8,1,1500.0,2200.0,303,-2.220446049250313e-16,-0.2500000000000002,1.2499999999999998
run64_only,traditional_binned_timewalk,B8,2,2200.0,3200.0,1273,-2.220446049250313e-16,-0.5000000000000002,1.2499999999999856
run64_only,traditional_binned_timewalk,B8,3,3200.0,4700.0,1663,-2.220446049250313e-16,-0.7500000000000073,0.9999999999999998
run64_only,traditional_binned_timewalk,B8,4,4700.0,6800.0,475,-1.7500000000000002,-3.5,-2.220446049250313e-16
run64_only,traditional_binned_timewalk,B8,5,6800.0,10000.0,12,-4.500000000000007,-5.81,-2.220446049250313e-16
run64_only,ml_ridge_timewalk,B4,0,1000.0,1500.0,343,-0.059226741676468464,-0.4842680363306769,0.31134926756580766
run64_only,ml_ridge_timewalk,B4,1,1500.0,2200.0,1171,-0.17625916745545833,-1.0891817922176894,0.8458513564614845
run64_only,ml_ridge_timewalk,B4,2,2200.0,3200.0,2159,-0.2513314929393018,-1.2832099428714399,0.8908360785865203
run64_only,ml_ridge_timewalk,B4,3,3200.0,4700.0,126,-0.4191425928143797,-1.4732217399654157,4.508158143715298
run64_only,ml_ridge_timewalk,B4,4,4700.0,6800.0,20,-0.7072796539250013,-12.241718901366609,12.764971894669658
run64_only,ml_ridge_timewalk,B4,5,6800.0,10000.0,1,28.91367303261681,28.91367303261681,28.91367303261681
run64_only,ml_ridge_timewalk,B6,0,1000.0,1500.0,188,0.6571557912499847,-0.8170305170454979,1.147541567022149
run64_only,ml_ridge_timewalk,B6,1,1500.0,2200.0,1104,0.5706985459652044,-0.650765203009202,1.220849505626909
run64_only,ml_ridge_timewalk,B6,2,2200.0,3200.0,2229,0.44420294355656686,-0.8588219650732835,1.128031783137972
run64_only,ml_ridge_timewalk,B6,3,3200.0,4700.0,292,0.14004741197795245,-1.2597387596770833,0.9255423543345681
run64_only,ml_ridge_timewalk,B6,4,4700.0,6800.0,6,0.12865055453287666,-3.5175557575013894,4.493357473450102
run64_only,ml_ridge_timewalk,B6,5,6800.0,10000.0,1,-5.906201917890812,-5.906201917890812,-5.906201917890812
run64_only,ml_ridge_timewalk,B8,0,1000.0,1500.0,94,0.2639780420708995,-1.2291795530726992,0.5549884234968722
run64_only,ml_ridge_timewalk,B8,1,1500.0,2200.0,303,0.21543993949681695,-0.5316711384736734,1.133680866751527
run64_only,ml_ridge_timewalk,B8,2,2200.0,3200.0,1273,0.06857989415167509,-0.7236031701349769,0.9813246689717184
run64_only,ml_ridge_timewalk,B8,3,3200.0,4700.0,1663,-0.17503991197847002,-0.9757471053565759,0.7828333154621828
run64_only,ml_ridge_timewalk,B8,4,4700.0,6800.0,475,-1.736968576707409,-3.4630147372343405,-0.14961292624537365
run64_only,ml_ridge_timewalk,B8,5,6800.0,10000.0,12,-4.347580847539118,-5.575966797807493,-0.6830038169949355
sample_i_plus_run64,template_phase_base,B4,0,1000.0,1500.0,343,-5.303809538951747,-5.303809538951747,-4.733809538951748
sample_i_plus_run64,template_phase_base,B4,1,1500.0,2200.0,1171,-5.303809538951747,-5.5538095389517395,-3.8038095389517395
sample_i_plus_run64,template_phase_base,B4,2,2200.0,3200.0,2159,-5.3038095389517395,-5.8038095389517395,-3.8038095389517466
sample_i_plus_run64,template_phase_base,B4,3,3200.0,4700.0,126,-5.303809538951743,-6.3038095389517395,0.44619046104826054
sample_i_plus_run64,template_phase_base,B4,4,4700.0,6800.0,20,-5.303809538951747,-16.003809538951753,13.246190461048263
sample_i_plus_run64,template_phase_base,B4,5,6800.0,10000.0,1,24.696190461048275,24.696190461048275,24.696190461048275
sample_i_plus_run64,template_phase_base,B6,0,1000.0,1500.0,188,2.447272325589992,2.447272325589992,3.6972723255899855
sample_i_plus_run64,template_phase_base,B6,1,1500.0,2200.0,1104,2.447272325589992,2.447272325589992,3.9472723255899993
sample_i_plus_run64,template_phase_base,B6,2,2200.0,3200.0,2229,2.447272325589992,2.447272325589992,4.197272325589992
sample_i_plus_run64,template_phase_base,B6,3,3200.0,4700.0,292,2.447272325589992,1.9472723255899993,3.9472723255899953
sample_i_plus_run64,template_phase_base,B6,4,4700.0,6800.0,6,2.447272325589992,-0.20272767441000994,6.447272325590001
sample_i_plus_run64,template_phase_base,B6,5,6800.0,10000.0,1,-1.0527276744100078,-1.0527276744100078,-1.0527276744100078
sample_i_plus_run64,template_phase_base,B8,0,1000.0,1500.0,94,2.8565372133617544,0.6065372133617598,2.8565372133617615
sample_i_plus_run64,template_phase_base,B8,1,1500.0,2200.0,303,2.8565372133617615,1.3565372133617544,2.8565372133617615
sample_i_plus_run64,template_phase_base,B8,2,2200.0,3200.0,1273,2.8565372133617473,1.3565372133617473,2.8565372133617615
sample_i_plus_run64,template_phase_base,B8,3,3200.0,4700.0,1663,2.6065372133617473,0.6065372133617402,2.8565372133617615
sample_i_plus_run64,template_phase_base,B8,4,4700.0,6800.0,475,0.6065372133617473,-2.3934627866382527,2.8565372133617615
sample_i_plus_run64,template_phase_base,B8,5,6800.0,10000.0,12,-0.7684627866382492,-3.0034627866382544,2.8565372133617473
sample_i_plus_run64,traditional_analytic_timewalk,B4,0,1000.0,1500.0,343,-0.0843065432198351,-0.19183328296921542,0.42746919598126415
sample_i_plus_run64,traditional_analytic_timewalk,B4,1,1500.0,2200.0,1171,-0.22069289937822134,-0.46431203576483987,1.2860504516467146
sample_i_plus_run64,traditional_analytic_timewalk,B4,2,2200.0,3200.0,2159,-0.10054149767208731,-0.5820021235435924,1.3574451191834023
sample_i_plus_run64,traditional_analytic_timewalk,B4,3,3200.0,4700.0,126,0.21669387190166178,-0.8406469592697574,5.7930336808099785
sample_i_plus_run64,traditional_analytic_timewalk,B4,4,4700.0,6800.0,20,0.5383610605777784,-10.230133194112517,19.156060175321898
sample_i_plus_run64,traditional_analytic_timewalk,B4,5,6800.0,10000.0,1,30.790134816898664,30.790134816898664,30.790134816898664
sample_i_plus_run64,traditional_analytic_timewalk,B6,0,1000.0,1500.0,188,-0.13580037030730496,-0.23967933879552952,1.0737608273290873
sample_i_plus_run64,traditional_analytic_timewalk,B6,1,1500.0,2200.0,1104,-0.25724377205234106,-0.27503366677204166,1.2451059335153465
sample_i_plus_run64,traditional_analytic_timewalk,B6,2,2200.0,3200.0,2229,-0.11574116904108456,-0.24627695630628446,1.5614343858909427
sample_i_plus_run64,traditional_analytic_timewalk,B6,3,3200.0,4700.0,292,0.00350048936552394,-0.4910614807062357,1.4470571618969346
sample_i_plus_run64,traditional_analytic_timewalk,B6,4,4700.0,6800.0,6,0.4116198414365928,-2.33533566024277,4.291928776152394
sample_i_plus_run64,traditional_analytic_timewalk,B6,5,6800.0,10000.0,1,-2.8172491604500487,-2.8172491604500487,-2.8172491604500487
sample_i_plus_run64,traditional_analytic_timewalk,B8,0,1000.0,1500.0,94,0.14954506902670595,-2.030086729920493,0.3751210678222624
sample_i_plus_run64,traditional_analytic_timewalk,B8,1,1500.0,2200.0,303,0.08512616028135733,-1.4074875752448177,0.11092665605639836
sample_i_plus_run64,traditional_analytic_timewalk,B8,2,2200.0,3200.0,1273,0.14588260269532016,-1.289263048382313,0.27728770113816453
sample_i_plus_run64,traditional_analytic_timewalk,B8,3,3200.0,4700.0,1663,0.13232984434627415,-1.916831580655116,0.5061956486227432
sample_i_plus_run64,traditional_analytic_timewalk,B8,4,4700.0,6800.0,475,-1.5666504122156204,-4.414956429885855,0.7443046771695837
sample_i_plus_run64,traditional_analytic_timewalk,B8,5,6800.0,10000.0,12,-2.5815685152801424,-4.684912121448633,1.0626335646540714
sample_i_plus_run64,traditional_binned_timewalk,B4,0,1000.0,1500.0,343,-5.329070518200751e-15,-5.329070518200751e-15,0.569999999999993
sample_i_plus_run64,traditional_binned_timewalk,B4,1,1500.0,2200.0,1171,-5.329070518200751e-15,-0.24999999999999822,1.5000000000000018
sample_i_plus_run64,traditional_binned_timewalk,B4,2,2200.0,3200.0,2159,1.7763568394002505e-15,-0.4999999999999982,1.4999999999999947
sample_i_plus_run64,traditional_binned_timewalk,B4,3,3200.0,4700.0,126,-1.7763568394002505e-15,-0.9999999999999982,5.750000000000002
sample_i_plus_run64,traditional_binned_timewalk,B4,4,4700.0,6800.0,20,-5.329070518200751e-15,-10.700000000000012,18.55
sample_i_plus_run64,traditional_binned_timewalk,B4,5,6800.0,10000.0,1,30.000000000000014,30.000000000000014,30.000000000000014
sample_i_plus_run64,traditional_binned_timewalk,B6,0,1000.0,1500.0,188,0.0,0.0,1.2499999999999936
sample_i_plus_run64,traditional_binned_timewalk,B6,1,1500.0,2200.0,1104,0.0,0.0,1.500000000000007
sample_i_plus_run64,traditional_binned_timewalk,B6,2,2200.0,3200.0,2229,0.0,0.0,1.75
sample_i_plus_run64,traditional_binned_timewalk,B6,3,3200.0,4700.0,292,0.0,-0.4999999999999929,1.500000000000003
sample_i_plus_run64,traditional_binned_timewalk,B6,4,4700.0,6800.0,6,0.0,-2.650000000000002,4.000000000000009
sample_i_plus_run64,traditional_binned_timewalk,B6,5,6800.0,10000.0,1,-3.5,-3.5,-3.5
sample_i_plus_run64,traditional_binned_timewalk,B8,0,1000.0,1500.0,94,7.105427357601002e-15,-2.2499999999999876,1.4210854715202004e-14
sample_i_plus_run64,traditional_binned_timewalk,B8,1,1500.0,2200.0,303,1.4210854715202004e-14,-1.499999999999993,1.4210854715202004e-14
sample_i_plus_run64,traditional_binned_timewalk,B8,2,2200.0,3200.0,1273,0.0,-1.5,1.4210854715202004e-14
sample_i_plus_run64,traditional_binned_timewalk,B8,3,3200.0,4700.0,1663,-0.25,-2.250000000000007,1.4210854715202004e-14
sample_i_plus_run64,traditional_binned_timewalk,B8,4,4700.0,6800.0,475,-2.25,-5.25,1.4210854715202004e-14
sample_i_plus_run64,traditional_binned_timewalk,B8,5,6800.0,10000.0,12,-3.6249999999999964,-5.860000000000002,0.0
sample_i_plus_run64,ml_ridge_timewalk,B4,0,1000.0,1500.0,343,-0.13743052629783126,-0.43862128189103694,0.3862353015673406
sample_i_plus_run64,ml_ridge_timewalk,B4,1,1500.0,2200.0,1171,-0.025632070718290656,-0.3977908255619739,1.3973551458214488
sample_i_plus_run64,ml_ridge_timewalk,B4,2,2200.0,3200.0,2159,0.05780288521426602,-0.5497503164966903,1.4010992332825967
sample_i_plus_run64,ml_ridge_timewalk,B4,3,3200.0,4700.0,126,0.3461842531139592,-0.6739038187497011,5.798971295617368
sample_i_plus_run64,ml_ridge_timewalk,B4,4,4700.0,6800.0,20,0.4383982959752353,-10.044084252803382,18.287365100508527
sample_i_plus_run64,ml_ridge_timewalk,B4,5,6800.0,10000.0,1,30.008523919965185,30.008523919965185,30.008523919965185
sample_i_plus_run64,ml_ridge_timewalk,B6,0,1000.0,1500.0,188,-0.14777072379580658,-0.6490280184924068,0.803349207900228
sample_i_plus_run64,ml_ridge_timewalk,B6,1,1500.0,2200.0,1104,-0.052569861209168955,-0.4228270160735405,1.2904063485006994
sample_i_plus_run64,ml_ridge_timewalk,B6,2,2200.0,3200.0,2229,0.02324453850614505,-0.3602599983186307,1.5241614372913141
sample_i_plus_run64,ml_ridge_timewalk,B6,3,3200.0,4700.0,292,0.16176870911418062,-0.372547402955494,1.5750291112220187
sample_i_plus_run64,ml_ridge_timewalk,B6,4,4700.0,6800.0,6,0.3928318228345855,-2.2979341540658758,4.212680936221146
sample_i_plus_run64,ml_ridge_timewalk,B6,5,6800.0,10000.0,1,-3.045923997052534,-3.045923997052534,-3.045923997052534
sample_i_plus_run64,ml_ridge_timewalk,B8,0,1000.0,1500.0,94,0.022278910822624676,-2.2662817014993175,0.352867342993382
sample_i_plus_run64,ml_ridge_timewalk,B8,1,1500.0,2200.0,303,0.23839481484901404,-1.4299711021649804,0.4802074232252422
sample_i_plus_run64,ml_ridge_timewalk,B8,2,2200.0,3200.0,1273,0.07372299419920347,-1.3553565467336195,0.4822995701778356
sample_i_plus_run64,ml_ridge_timewalk,B8,3,3200.0,4700.0,1663,0.22567699775640682,-1.6618161289047955,0.645985195463516
sample_i_plus_run64,ml_ridge_timewalk,B8,4,4700.0,6800.0,475,-1.3869866094047234,-4.110335034785707,0.6825481644307766
sample_i_plus_run64,ml_ridge_timewalk,B8,5,6800.0,10000.0,12,-2.544797149510878,-4.89359785282956,0.08591825371559163
