scenario,method,stave,amp_bin,amp_low_adc,amp_high_adc,n_heldout_pulses,target_minus_pred_median_ns,target_minus_pred_q16_ns,target_minus_pred_q84_ns
run64_only,template_phase_base,B4,0,1000.0,1500.0,343,-4.021963470697095,-4.021963470697116,-3.4519634706971036
run64_only,template_phase_base,B4,1,1500.0,2200.0,1171,-4.021963470697095,-4.771963470697095,-2.771963470697095
run64_only,template_phase_base,B4,2,2200.0,3200.0,2159,-4.021963470697095,-5.021963470697095,-2.771963470697095
run64_only,template_phase_base,B4,3,3200.0,4700.0,126,-4.021963470697095,-5.021963470697095,1.478036529302905
run64_only,template_phase_base,B4,4,4700.0,6800.0,20,-4.021963470697095,-15.751963470697115,9.508036529302899
run64_only,template_phase_base,B4,5,6800.0,10000.0,1,25.97803652930292,25.97803652930292,25.97803652930292
run64_only,template_phase_base,B6,0,1000.0,1500.0,188,2.2819743504437966,1.281974350443796,3.031974350443811
run64_only,template_phase_base,B6,1,1500.0,2200.0,1104,2.2819743504437966,1.2819743504437966,3.2819743504438037
run64_only,template_phase_base,B6,2,2200.0,3200.0,2229,2.2819743504437966,1.1519743504438051,3.1619743504437987
run64_only,template_phase_base,B6,3,3200.0,4700.0,292,2.2819743504437966,0.7819743504438006,3.0319743504437966
run64_only,template_phase_base,B6,4,4700.0,6800.0,6,2.2819743504437966,-1.5680256495562044,6.631974350443805
run64_only,template_phase_base,B6,5,6800.0,10000.0,1,-3.9680256495562105,-3.9680256495562105,-3.9680256495562105
run64_only,template_phase_base,B8,0,1000.0,1500.0,94,1.7399891202532984,0.7099891202532861,2.519989120253295
run64_only,template_phase_base,B8,1,1500.0,2200.0,303,1.7399891202532984,1.4899891202532984,2.9899891202532984
run64_only,template_phase_base,B8,2,2200.0,3200.0,1273,1.7399891202532984,1.2399891202532984,2.9899891202532842
run64_only,template_phase_base,B8,3,3200.0,4700.0,1663,1.7399891202532984,0.9899891202532913,2.7399891202532984
run64_only,template_phase_base,B8,4,4700.0,6800.0,475,-0.010010879746701562,-1.7600108797467016,1.7399891202532984
run64_only,template_phase_base,B8,5,6800.0,10000.0,12,-2.7600108797467087,-4.070010879746701,1.7399891202532984
run64_only,traditional_analytic_timewalk,B4,0,1000.0,1500.0,343,-0.1089479898090353,-0.19297645726571833,0.4446754889098312
run64_only,traditional_analytic_timewalk,B4,1,1500.0,2200.0,1171,-0.28122369687702387,-1.0536616173434616,0.9550107285481075
run64_only,traditional_analytic_timewalk,B4,2,2200.0,3200.0,2159,-0.387215634999603,-1.3798142615780373,0.8575044032995025
run64_only,traditional_analytic_timewalk,B4,3,3200.0,4700.0,126,-0.46882431836020677,-1.4697382490534254,4.9870002791159616
run64_only,traditional_analytic_timewalk,B4,4,4700.0,6800.0,20,-0.595711246300187,-12.305362970187169,12.898805669529988
run64_only,traditional_analytic_timewalk,B4,5,6800.0,10000.0,1,29.336417269874634,29.336417269874634,29.336417269874634
run64_only,traditional_analytic_timewalk,B6,0,1000.0,1500.0,188,0.5368284616615182,-0.4787161234276413,1.3316480708143004
run64_only,traditional_analytic_timewalk,B6,1,1500.0,2200.0,1104,0.38958949537627086,-0.5956755150095235,1.3612394509159915
run64_only,traditional_analytic_timewalk,B6,2,2200.0,3200.0,2229,0.2733841569863147,-0.8444271425003245,1.1585846283577224
run64_only,traditional_analytic_timewalk,B6,3,3200.0,4700.0,292,0.19876392548374566,-1.2797624327523918,0.9512064610718374
run64_only,traditional_analytic_timewalk,B6,4,4700.0,6800.0,6,0.10837215114430898,-3.7670108039950714,4.4668606066151115
run64_only,traditional_analytic_timewalk,B6,5,6800.0,10000.0,1,-6.211314126571276,-6.211314126571276,-6.211314126571276
run64_only,traditional_analytic_timewalk,B8,0,1000.0,1500.0,94,0.19821002464025816,-0.8584123960403862,0.947713316308389
run64_only,traditional_analytic_timewalk,B8,1,1500.0,2200.0,303,0.0641846002165889,-0.21539865366882047,1.280263310063472
run64_only,traditional_analytic_timewalk,B8,2,2200.0,3200.0,1273,-0.060989627768462285,-0.5931470700063243,1.1340481516339742
