scenario,method,bootstrap_unit,sigma68_ns,ci_low,ci_high,n_pair_residuals,median_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
run64_only,ml_ridge_timewalk,heldout_run,1.2788453762222396,1.1386753670531287,1.464843484629631,11460,1.2933560807568512,2.5054666609136387,0.016928446771378707,1.2497845924149569,36.872820082120796
run64_only,template_phase_base,heldout_run,2.3513126070469674,2.2819743504438,2.5319743504438037,11460,-3.3413017273002623,3.142535483483354,0.062478184991274,1.7032215460397109,133.45127802295895
run64_only,traditional_analytic_timewalk,heldout_run,1.3469577928790726,1.163966491083299,1.5274065549893263,11460,1.4076310619553354,2.560653895224367,0.019109947643979056,1.4012760176403813,71.12501085618793
run64_only,traditional_binned_timewalk,heldout_run,1.5506563035234961,1.3909871752219019,1.8909871752218947,11460,1.920650863650124,2.699276064611118,0.025130890052356022,1.237063433671981,190.72852551013472
sample_i_plus_run64,ml_ridge_timewalk,heldout_run,1.8773264078988565,1.697901639509,2.1074166272920016,11460,2.2610445454310337,2.673543364545468,0.02006980802792321,1.665552130636887,90.82175299317126
sample_i_plus_run64,template_phase_base,heldout_run,2.833693954847245,2.5836939548472557,2.8336939548472486,11460,-4.440231168209003,3.6015935969894572,0.14354275741710296,1.2177578323302054,153.55105614734214
sample_i_plus_run64,traditional_analytic_timewalk,heldout_run,1.9132895040466515,1.7256938555450099,2.142462071217609,11460,2.295686298452985,2.718670895389368,0.02207678883071553,1.6776464540741418,110.70706012323002
sample_i_plus_run64,traditional_binned_timewalk,heldout_run,1.7918469774236208,1.7236361627949996,2.0418469774236208,11460,2.5836939548472415,2.7111680453104072,0.0262652705061082,1.5463534389005018,146.037354682066
