scenario,check,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
sample_i_plus_run64,analytic_shuffled_target,11460,-4.500001357040826,2.95940472731449,3.7611142911919853,0.15157068062827225,207.9501596274233,177.8880677128279
sample_i_plus_run64,ml_shuffled_target,11460,-4.527144238154591,2.762289632415429,3.5287052984517793,0.1406631762652705,0.33274897957850347,103.7623711129866
