method,sample_i_plus_run64_sigma68_ns,run64_only_sigma68_ns,delta_mixed_minus_run64_ns,ci_low,ci_high,bootstrap_unit
ml_ridge_timewalk,1.8773264078988565,1.2788453762222396,0.5984810316766169,0.46515405377425256,0.6528521404446245,paired_heldout_run
template_phase_base,2.833693954847245,2.3513126070469674,0.48238134780027764,0.051719604403452024,0.5517196044034449,paired_heldout_run
traditional_analytic_timewalk,1.9132895040466515,1.3469577928790726,0.566331711167579,0.4756626124868215,0.6341343325353151,paired_heldout_run
traditional_binned_timewalk,1.7918469774236208,1.5506563035234961,0.2411906739001246,0.1508598022017189,0.4008598022017118,paired_heldout_run
