max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals
30,0.05,3,0.1,32,20260609,0,0.9438311643017805,1890
30,0.05,3,0.1,32,20260609,1,0.8496250777196828,1890
30,0.05,3,0.1,32,20260609,-1,0.8967281210107316,0
