stratum,value,method,n,bias_frac,res68_frac,mae_mev,timing_residual_corr,pid_auc,pid_ece,pid_confusion
occupancy_stratum,high,gradient_boosted_trees,104561,-0.023029050860024203,0.042305972598327635,0.20058862890673818,-0.11729193419002842,0.9999209487834086,0.016757071663936092,tn=14957;fp=54;fn=29;tp=61660
occupancy_stratum,high,mlp,104561,-0.1472210265565617,0.30098646284105696,0.8149521216737547,-0.3477686310476919,0.9995544460585064,0.002331639555973229,tn=14949;fp=62;fn=34;tp=61655
occupancy_stratum,high,1d_cnn,104561,0.017104581737069188,0.07256190519073652,0.28506076640003497,-0.21188577523859842,0.9953522387818031,0.1895099197831142,tn=14621;fp=390;fn=325;tp=61364
occupancy_stratum,high,range_gated_residual_mlp_new,104561,-0.01838634231743001,0.03859966220924989,0.1548399336896907,-0.06517465021845645,0.9996049787948088,0.0022544247649171605,tn=14962;fp=49;fn=27;tp=61662
occupancy_stratum,high,multitask_waveform_transformer,104561,0.003665923045227953,0.0852848512167504,0.35348703810549076,-0.16201537704807295,0.9986730583353574,0.06930276957764313,tn=14449;fp=562;fn=69;tp=61620
occupancy_stratum,low,old_power_law,123790,0.8159143449258874,1.1068408403033867,3.6959432404873374,0.20890221240792128,,,
occupancy_stratum,low,geant4_birks_lookup,123790,-0.019717877157492084,0.0393404933055405,0.22095083069539587,-0.17627432524173697,,,
occupancy_stratum,low,ridge,123790,-0.01085859749779797,0.11943337171705065,0.3107851048730129,-0.07815415221955835,0.999434901355542,0.001841435139813759,tn=60464;fp=331;fn=27;tp=31904
occupancy_stratum,low,gradient_boosted_trees,123790,-0.0070202787484145105,0.06122661443429625,0.19030595732790032,-0.2156010985592883,0.9998806103903997,0.016149707155869726,tn=60686;fp=109;fn=44;tp=31887
occupancy_stratum,low,mlp,123790,-0.1546234521680494,0.2962721616485746,0.7014171427846564,-0.2743066592119,0.9997748156634798,0.0007686045781782945,tn=60651;fp=144;fn=53;tp=31878
occupancy_stratum,low,1d_cnn,123790,0.026001665286530327,0.12395099229224668,0.3310943146362645,-0.20676288848158497,0.9952446456730224,0.18277119544219658,tn=59385;fp=1410;fn=400;tp=31531
occupancy_stratum,low,range_gated_residual_mlp_new,123790,-0.0012433289875208914,0.06387372879331366,0.183118066852036,-0.07589803452999058,0.9997565449159178,0.0010354741985373974,tn=60639;fp=156;fn=26;tp=31905
occupancy_stratum,low,multitask_waveform_transformer,123790,0.0020158222423238377,0.13655684690346093,0.38499076716517944,-0.22870560842159446,0.9988319656557337,0.08384268168027585,tn=59276;fp=1519;fn=74;tp=31857
occupancy_stratum,mid,old_power_law,104501,0.8362385637426808,1.121156576590122,3.7403259823342343,0.18388294594245316,,,
occupancy_stratum,mid,geant4_birks_lookup,104501,-0.019620318464765956,0.0408156476614996,0.2782344756012415,-0.12347827893717184,,,
occupancy_stratum,mid,ridge,104501,-0.004209862044601928,0.1275792765707129,0.3596406662522859,-0.08685129106814354,0.9990791081868947,0.00297558215620617,tn=54878;fp=367;fn=19;tp=24093
occupancy_stratum,mid,gradient_boosted_trees,104501,-0.012613725100320666,0.0723325925793191,0.24180099704319027,-0.21551951855712745,0.9998072590078472,0.015892534881413168,tn=55083;fp=162;fn=58;tp=24054
occupancy_stratum,mid,mlp,104501,-0.14407029563790028,0.30761246991132435,0.7665638560234348,-0.20691076461246363,0.99965210319982,0.0015941014326763966,tn=55025;fp=220;fn=72;tp=24040
occupancy_stratum,mid,1d_cnn,104501,0.02891713944434898,0.14554390628842664,0.4083252541773899,-0.20182117290220514,0.9945662852475398,0.16491853757442423,tn=54046;fp=1199;fn=462;tp=23650
occupancy_stratum,mid,range_gated_residual_mlp_new,104501,-0.001676872346551343,0.08008459104403115,0.24308006427469966,-0.10390151567364331,0.9996558950498784,0.0020219300654938585,tn=55043;fp=202;fn=14;tp=24098
occupancy_stratum,mid,multitask_waveform_transformer,104501,0.009620866774756362,0.17847483176966483,0.5087347541664726,-0.2143737339984826,0.9983957523952391,0.11967599721172703,tn=53074;fp=2171;fn=69;tp=24043
saturation_stratum,saturated,old_power_law,106217,0.9371120573096783,1.0020160149609936,4.718914491735737,-0.018369484866955485,,,
saturation_stratum,saturated,geant4_birks_lookup,106217,-0.04040387979010964,0.04849758577247678,0.27028960736671354,0.026756410438448713,,,
saturation_stratum,saturated,ridge,106217,-0.024107615537672135,0.055878930682641215,0.2747294429401684,-0.012480608981935086,0.9564705021157294,0.002277602222154564,tn=1286;fp=455;fn=43;tp=101633
saturation_stratum,saturated,gradient_boosted_trees,106217,-0.03483905628164436,0.055256525560089496,0.2995134945381708,-0.010548347628505202,0.9926609603742031,0.017513052482389702,tn=1602;fp=139;fn=35;tp=101641
saturation_stratum,saturated,mlp,106217,-0.08909449160403561,0.11899160858727614,0.5486207222964024,-0.04915887569925039,0.9821642516681758,0.0020457069581385125,tn=1446;fp=295;fn=6;tp=101670
saturation_stratum,saturated,1d_cnn,106217,0.053682837782696835,0.07982246967857042,0.37945440433166344,-0.04897678710688545,0.8410141942920626,0.16459379312711525,tn=943;fp=798;fn=844;tp=100832
saturation_stratum,saturated,range_gated_residual_mlp_new,106217,-0.005399214141285529,0.033952107212647645,0.18442853272956797,-0.00025618266630462983,0.9806241137761446,0.0013771372760296224,tn=1462;fp=279;fn=47;tp=101629
saturation_stratum,saturated,multitask_waveform_transformer,106217,-0.015692954028570294,0.09696267300777404,0.47003285115579835,-0.023281308172437377,0.9885245880987549,0.03675444666897631,tn=455;fp=1286;fn=5;tp=101671
saturation_stratum,unsaturated,old_power_law,226635,0.5329217776709114,1.2899488771145349,3.681789284526003,0.30021044500544936,,,
saturation_stratum,unsaturated,geant4_birks_lookup,226635,-0.01670184454436998,0.033521828581211,0.20848511216250468,-0.1800522139244548,,,
saturation_stratum,unsaturated,ridge,226635,-0.02814794682308232,0.12970944876368182,0.33640320912853033,-0.1169745539153868,0.9997596764891821,0.003023117229916969,tn=128977;fp=333;fn=22;tp=16034
saturation_stratum,unsaturated,gradient_boosted_trees,226635,-4.016569153306411e-05,0.0574202638978804,0.167611989442883,-0.25347692919430925,0.9999342139916524,0.015494558625386597,tn=129124;fp=186;fn=96;tp=15960
saturation_stratum,unsaturated,mlp,226635,-0.24967771993906915,0.33037533543150277,0.8554480956506723,-0.30795093572920446,0.9999196908338408,0.0004572625197207256,tn=129179;fp=131;fn=153;tp=15903
saturation_stratum,unsaturated,1d_cnn,226635,-0.013328144619646773,0.13765203315951233,0.32280227205097356,-0.24071582374695874,0.9929607198600429,0.19569841244262615,tn=127109;fp=2201;fn=343;tp=15713
saturation_stratum,unsaturated,range_gated_residual_mlp_new,226635,-0.0087354892917007,0.07379710104978292,0.1971057786219038,-0.1251240485693874,0.9999619747864918,0.0013823292775892375,tn=129182;fp=128;fn=20;tp=16036
saturation_stratum,unsaturated,multitask_waveform_transformer,226635,0.015229013615535891,0.15970227524729888,0.3876575835712089,-0.24327161284773913,0.9982429240389286,0.12925117797058133,tn=126344;fp=2966;fn=207;tp=15849
pileup_stratum,mild_pileup,old_power_law,27765,0.6505791314527469,0.9940725521489042,3.866349765715445,0.14947065447821625,,,
pileup_stratum,mild_pileup,geant4_birks_lookup,27765,-0.01947157150348416,0.1259751764123358,0.6732274882844573,-0.14389783377991555,,,
pileup_stratum,mild_pileup,ridge,27765,0.0005308931373712363,0.21637551074689784,0.7172565284835233,-0.12314924911504876,0.999644538579205,0.0007476943859140594,tn=21829;fp=36;fn=31;tp=1018
pileup_stratum,mild_pileup,gradient_boosted_trees,27765,-0.12890852231347685,0.18397981417774065,0.7966842322548576,-0.15186269937807564,0.9981702434799555,0.01729606936292045,tn=21759;fp=106;fn=67;tp=982
pileup_stratum,mild_pileup,mlp,27765,-0.1870732181895687,0.37724142133233873,1.455201735051706,-0.33152401362181266,0.9985400489222692,0.0012729534287483897,tn=21814;fp=51;fn=82;tp=967
pileup_stratum,mild_pileup,1d_cnn,27765,-0.08886585393905763,0.28387204732977983,1.0806934741122565,-0.31192450059277693,0.9953301272192632,0.07501247082806951,tn=21862;fp=3;fn=1048;tp=1
pileup_stratum,mild_pileup,range_gated_residual_mlp_new,27765,-0.07738574488714407,0.20248078474480521,0.7908975967742168,-0.2520920769997148,0.9993772340323028,0.002399824543477505,tn=21798;fp=67;fn=28;tp=1021
pileup_stratum,mild_pileup,multitask_waveform_transformer,27765,-0.20245618051701536,0.4393142492074575,1.731440479819872,-0.3545315642570528,0.9803489521125495,0.3474747199651988,tn=19262;fp=2603;fn=10;tp=1039
pileup_stratum,single,old_power_law,305087,0.9311055546251492,1.1354131687870568,4.026071428222626,0.21893859481567146,,,
pileup_stratum,single,geant4_birks_lookup,305087,-0.023619626354149555,0.03914045944348152,0.18770781255314548,-0.24508686965679954,,,
pileup_stratum,single,ridge,305087,-0.027327385377120084,0.10417251234745756,0.280271040812212,-0.10686525100246394,0.999143553100438,0.00303228602530132,tn=108434;fp=752;fn=34;tp=116649
pileup_stratum,single,gradient_boosted_trees,305087,-0.013447311080567605,0.04880893916224105,0.15628404477474475,-0.17505588640639916,0.9998470341013107,0.01618658299437103,tn=108967;fp=219;fn=64;tp=116619
pileup_stratum,single,mlp,305087,-0.14687557578820784,0.2946189314307363,0.6940435031457799,-0.3484881555322813,0.9996599984311738,0.0011485209317663495,tn=108811;fp=375;fn=77;tp=116606
pileup_stratum,single,1d_cnn,305087,0.02647480062229787,0.09296788904326651,0.2735526164092272,-0.24883493157510306,0.9964635756356388,0.1938907013080552,tn=106190;fp=2996;fn=139;tp=116544
pileup_stratum,single,range_gated_residual_mlp_new,305087,-0.005910529341026475,0.04707475460013065,0.1386530459327194,-0.08227505567019108,0.9996562522429535,0.001342712369189822,tn=108846;fp=340;fn=39;tp=116644
pileup_stratum,single,multitask_waveform_transformer,305087,0.00953340945831916,0.0997328972367953,0.2940433741250123,-0.22461735832252325,0.9989273916744119,0.06475620871505211,tn=107537;fp=1649;fn=202;tp=116481
late_tail_stratum,late_tail,old_power_law,109856,1.3260102267528429,1.5564977336596488,4.906539008293401,0.008341673655428617,,,
late_tail_stratum,late_tail,geant4_birks_lookup,109856,-0.021707460615583284,0.031893878495938215,0.2760844629377403,0.07164892560034686,,,
late_tail_stratum,late_tail,ridge,109856,-0.04345092325118691,0.11581693222259301,0.4082218228145676,0.025114269424056614,0.9984658374047605,0.0041450490062868795,tn=43955;fp=299;fn=31;tp=6930
late_tail_stratum,late_tail,gradient_boosted_trees,109856,-0.00955827093915863,0.0359910821508464,0.2723394407515065,-0.2540778112538609,0.9995208083214653,0.016804130416239557,tn=44016;fp=238;fn=91;tp=6870
late_tail_stratum,late_tail,mlp,109856,-0.28790362175727313,0.3301799935049889,1.1243290804880572,0.0819042909277229,0.9989833959706829,0.001025929688607457,tn=44082;fp=172;fn=149;tp=6812
late_tail_stratum,late_tail,1d_cnn,109856,-0.02958791227816777,0.08699275065858718,0.41212234027172556,0.0006187396788151312,0.9457478221199821,0.2157777591567774,tn=42657;fp=1597;fn=1154;tp=5807
late_tail_stratum,late_tail,range_gated_residual_mlp_new,109856,-0.023483495490666674,0.06426773259328505,0.29581631908721695,-0.03615412972213325,0.9992343340474095,0.002769529575606986,tn=44075;fp=179;fn=40;tp=6921
late_tail_stratum,late_tail,multitask_waveform_transformer,109856,-0.010143955670133584,0.08787460900446861,0.5901702758936177,-0.12348392871649726,0.9876423758378997,0.22412920286998053,tn=41037;fp=3217;fn=164;tp=6797
late_tail_stratum,mid_tail,old_power_law,108820,1.039294528989086,1.1338450269763563,4.617980833357299,0.04732701823564827,,,
late_tail_stratum,mid_tail,geant4_birks_lookup,108820,-0.030680561142965173,0.03770434541373267,0.1748403547576792,-0.004013500371924467,,,
late_tail_stratum,mid_tail,ridge,108820,-0.033876200916961106,0.07570762520777981,0.2804745965314962,-0.03609779440671367,0.9982238262143828,0.006022899512269607,tn=20601;fp=263;fn=1;tp=64141
late_tail_stratum,mid_tail,gradient_boosted_trees,108820,-0.021393894222096085,0.033882948799668924,0.13138031828293548,0.024373606874255566,0.9998547743409083,0.016440814150138882,tn=20843;fp=21;fn=1;tp=64141
late_tail_stratum,mid_tail,mlp,108820,-0.13106436817530664,0.26161963018512824,0.7168039400592018,-0.23257196361093266,0.9997040131302327,0.00249818763293025,tn=20781;fp=83;fn=6;tp=64136
late_tail_stratum,mid_tail,1d_cnn,108820,0.044780568341956546,0.08312758038144503,0.29332363254973404,-0.10297175817484581,0.990425000326992,0.21810630031743578,tn=20119;fp=745;fn=21;tp=64121
late_tail_stratum,mid_tail,range_gated_residual_mlp_new,108820,-0.0115530068093265,0.03216095435197049,0.13092546093352497,-0.036315706834669344,0.999661519103846,0.0030447926601951595,tn=20760;fp=104;fn=6;tp=64136
late_tail_stratum,mid_tail,multitask_waveform_transformer,108820,0.015123281475581226,0.08006647490717911,0.27334569598704495,0.007169445703073286,0.9976799918970524,0.07166891974480644,tn=20311;fp=553;fn=20;tp=64122
late_tail_stratum,short_tail,old_power_law,114176,-0.8838992277255622,0.9815600469307462,2.5759339220696518,0.11473981491228237,,,
late_tail_stratum,short_tail,geant4_birks_lookup,114176,-0.014369934008744405,0.052306525037936105,0.23300616990786518,-0.21756271846318026,,,
late_tail_stratum,short_tail,ridge,114176,-0.0033194514094813657,0.15046759016055686,0.2632323463770475,-0.0723076718166353,0.9998694007531004,0.001399327037894949,tn=65707;fp=226;fn=33;tp=46596
late_tail_stratum,short_tail,gradient_boosted_trees,114176,-0.013166680335307348,0.09717943325817678,0.22408597461815202,-0.17123644343424793,0.9998674598801864,0.016199571788363364,tn=65867;fp=66;fn=39;tp=46590
late_tail_stratum,short_tail,mlp,114176,-0.055190506471474526,0.22091827410091514,0.4434419334589468,-0.31696030510769085,0.9998137610951661,0.000953322590173612,tn=65762;fp=171;fn=4;tp=46625
late_tail_stratum,short_tail,1d_cnn,114176,0.0490483529738648,0.19049644122811032,0.31766055812268706,-0.254267750320577,0.9989436081137839,0.13399303204513902,tn=65276;fp=657;fn=12;tp=46617
late_tail_stratum,short_tail,range_gated_residual_mlp_new,114176,0.012668771420043135,0.09343311741250845,0.15341234051359467,-0.04391881769213142,0.9999259882413801,0.0008104821673318235,tn=65809;fp=124;fn=21;tp=46608
late_tail_stratum,short_tail,multitask_waveform_transformer,114176,0.004644375898898328,0.2592548153656402,0.37838977839473154,-0.20062803027270207,0.9998714327009959,0.04574966171629266,tn=65451;fp=482;fn=28;tp=46601
