stratum,value,method,n,bias_frac,res68_frac,mae_mev,timing_residual_corr,pid_auc,pid_ece,pid_confusion
pedestal_stratum,drift,old_power_law,64934,-0.015508458758374914,1.1207612809180025,3.5058476001846017,0.15019327021105175,,,
pedestal_stratum,drift,geant4_birks_lookup,64934,-0.015199862204695287,0.043413315410963965,0.24458760732402368,-0.21960154033205148,,,
pedestal_stratum,drift,ridge,64934,-0.020807535002126044,0.13183525586624203,0.311133337974544,-0.06769280388451483,0.9992585606829181,0.003978003673509778,tn=35832;fp=247;fn=5;tp=12202
pedestal_stratum,drift,gradient_boosted_trees,64934,0.00215379979354844,0.06817118880374645,0.1792964268463199,-0.20090606953317447,0.999802771855749,0.016179933897804685,tn=35988;fp=91;fn=22;tp=12185
pedestal_stratum,drift,mlp,64934,-0.1898136204076264,0.3161506597736065,0.6829541024659448,-0.29028904471044004,0.9996751664668545,0.001346955829182298,tn=35970;fp=109;fn=29;tp=12178
pedestal_stratum,drift,1d_cnn,64934,0.009601606758603103,0.14402410962979,0.32079746669499004,-0.18707681556734357,0.9926325782912061,0.18515678097529908,tn=34916;fp=1163;fn=267;tp=11940
pedestal_stratum,drift,range_gated_residual_mlp_new,64934,-0.0034975434785796864,0.07434929797174478,0.1872152741335714,-0.057562636927219926,0.9996637772439844,0.0018120724786364127,tn=35960;fp=119;fn=13;tp=12194
pedestal_stratum,drift,multitask_waveform_transformer,64934,-0.0047584688319477365,0.16594190213950552,0.35133590898554545,-0.23831701580211478,0.9980942794374396,0.07541211833600674,tn=35177;fp=902;fn=58;tp=12149
pedestal_stratum,nominal,old_power_law,144795,0.8753566347185924,1.0798520505668339,3.9158280277381934,0.208333502380691,,,
pedestal_stratum,nominal,geant4_birks_lookup,144795,-0.020798668885191517,0.04151972854277557,0.2675826739456103,-0.10131205619618433,,,
pedestal_stratum,nominal,ridge,144795,-0.024111267145989348,0.11509360917954689,0.35315979596951774,-0.07605203937953244,0.9992355705392951,0.0023901302865347593,tn=63578;fp=411;fn=40;tp=49334
pedestal_stratum,nominal,gradient_boosted_trees,144795,-0.017399323674565818,0.07081990357412019,0.2587264605894506,-0.21060101252431615,0.9998342297020669,0.0161911274493845,tn=63816;fp=173;fn=76;tp=49298
pedestal_stratum,nominal,mlp,144795,-0.1335974450939689,0.3017884556803322,0.7848465940967961,-0.19180107347731373,0.9996286014299774,0.0008779551246048615,tn=63746;fp=243;fn=94;tp=49280
pedestal_stratum,nominal,1d_cnn,144795,0.02663053185819575,0.11900577919381847,0.39322394940916805,-0.19030882452230033,0.9959796685761101,0.1649162573851566,tn=62658;fp=1331;fn=584;tp=48790
pedestal_stratum,nominal,range_gated_residual_mlp_new,144795,-0.008867071240519725,0.06611884916294965,0.23867950717624,-0.09692063833735519,0.9996766638285074,0.001484482374231447,tn=63763;fp=226;fn=33;tp=49341
pedestal_stratum,nominal,multitask_waveform_transformer,144795,-0.0057918501875196746,0.14919875408730812,0.5176202939844495,-0.20074720387240902,0.9988842650701595,0.10930447787609421,tn=61329;fp=2660;fn=76;tp=49298
pedestal_stratum,quiet,old_power_law,123123,0.9998411273658604,1.174586213280049,4.394063072866213,0.2895004303429631,,,
pedestal_stratum,quiet,geant4_birks_lookup,123123,-0.028942257590829478,0.03855291620373816,0.17326323800335164,-0.19057558692513682,,,
pedestal_stratum,quiet,ridge,123123,-0.030223726726601813,0.09030184280893086,0.276818902367348,-0.11905795437810687,0.9993854045212406,0.003857309322683223,tn=30853;fp=130;fn=20;tp=56131
pedestal_stratum,quiet,gradient_boosted_trees,123123,-0.01902168082789122,0.04007166148700788,0.16808749002915965,-0.1498411072106291,0.999959345332313,0.016444808895611687,tn=30922;fp=61;fn=33;tp=56118
pedestal_stratum,quiet,mlp,123123,-0.15131004307749704,0.2923609798226653,0.7647516884430838,-0.37679352598364263,0.9998333577081426,0.0014453432966386025,tn=30909;fp=74;fn=36;tp=56115
pedestal_stratum,quiet,1d_cnn,123123,0.026598249147815323,0.08198609977199703,0.28991558794129213,-0.28216045019583275,0.9972457508783509,0.19435135641775617,tn=30478;fp=505;fn=336;tp=55815
pedestal_stratum,quiet,range_gated_residual_mlp_new,123123,-0.007997701374486518,0.039415554446838426,0.14249391053449545,-0.08924526768763344,0.9997864652781303,0.0016990855269643141,tn=30921;fp=62;fn=21;tp=56130
pedestal_stratum,quiet,multitask_waveform_transformer,123123,0.01842304371347115,0.08590707087660751,0.32503902132282825,-0.2193111024750268,0.9992215442759788,0.07522452736453523,tn=30293;fp=690;fn=78;tp=56073
occupancy_stratum,high,old_power_law,104561,0.9986916282266938,1.146434419881105,4.660080104890048,0.2783198950005688,,,
occupancy_stratum,high,geant4_birks_lookup,104561,-0.030215827338129643,0.04055297370775188,0.18680091385919304,-0.21487432656024208,,,
occupancy_stratum,high,ridge,104561,-0.04756629744630357,0.08246127910025126,0.28085788339208634,-0.09308569741077798,0.9991229966618017,0.004594602832658447,tn=14921;fp=90;fn=19;tp=61670
