heldout_run,method,family,n_events,median_ns,sigma68_ns,closure_score_ns,full_rms_ns,abs_p95_ns,closure_ci_low,closure_ci_high,detail
61,geometry_offset_median,traditional,933,0.5,1.25,1.346291201783626,2.50336842239185,3.500000000000007,1.1180339887498916,1.346291201783626,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
61,template_phase_bias_table,traditional,933,0.5,1.25,1.346291201783626,2.50336842239185,3.500000000000007,1.118033988749895,1.3462912017836286,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
61,ridge_waveform,ml,933,2.739786548467144,1.2664814221862226,3.0183448318415085,2.633520721907898,5.656258907531099,2.894476637769732,3.137100431313853,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
61,gradient_boosted_trees,ml,933,2.6151620616269824,1.0170993141761735,2.8059871032260166,2.409687928967184,5.083265778788855,2.72595461648581,2.9103685242787587,per-stave histogram gradient boosting on the same waveform feature table
61,mlp_waveform,nn,933,-4.122433854607635,1.2550957054438605,4.30926050679682,2.504807678452251,5.620184791581733,4.249359906209132,4.760493524966448,per-stave two-layer MLP on standardized waveform and physics features
61,cnn_1d_pair,nn,933,2.7503015695346065,1.0799086021326973,2.9547184827568116,2.2955026570194867,5.074602157962718,2.882492524671381,3.061515753820927,per-stave 1D-CNN over waveform samples plus physics sideband features
61,sample_attention,new_nn,933,2.5043808941080457,0.9527476421420022,2.6794872144461817,2.7434202931943754,4.763980170999511,2.6185606583516248,2.7712616433251243,new per-stave sample-attention regressor with scalar context
62,template_phase_nominal,baseline,807,-4.552622494303996,1.0099999999999976,4.663311224402971,2.2291013549202434,7.052622494304011,4.613986516629925,4.721109146762309,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
62,geometry_offset_median,traditional,807,0.0,1.0099999999999976,1.0099999999999976,2.2291013549202434,3.000000000000005,0.7500000000000071,1.25,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
62,template_phase_bias_table,traditional,807,0.0,1.0100000000000011,1.0100000000000011,2.2291013549202434,3.0,0.7500000000000071,1.2499999999999964,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
62,ridge_waveform,ml,807,1.9973880276679807,0.9756021725623258,2.222916672342829,2.121745104337782,3.9532872312170158,2.1556371142111597,2.2820901591059646,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
62,gradient_boosted_trees,ml,807,2.101444431327394,0.9619305178716835,2.3111423623761906,1.6727990263058639,4.014953846963751,2.2702519980946905,2.366803518115248,per-stave histogram gradient boosting on the same waveform feature table
62,mlp_waveform,nn,807,-4.549645585491412,1.0125668769405367,4.660961985884309,2.2276305412165573,7.047230798390053,4.612114831987699,4.71776511388685,per-stave two-layer MLP on standardized waveform and physics features
62,cnn_1d_pair,nn,807,2.2287667229106987,0.925523339118425,2.413295372806034,1.7416505666500777,3.872322017111808,2.348913939001263,2.48023264096411,per-stave 1D-CNN over waveform samples plus physics sideband features
62,sample_attention,new_nn,807,2.093699978711463,0.9006329663171337,2.27919269498513,1.5339237637026921,3.46581161692704,2.2031753006839914,2.3397754442151615,new per-stave sample-attention regressor with scalar context
63,template_phase_nominal,baseline,370,-4.524984349437304,1.0000000000000036,4.634164796665365,2.3583651993362857,7.524984349437297,4.586718147287072,4.69446305371046,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
63,geometry_offset_median,traditional,370,0.0,1.0000000000000036,1.0000000000000036,2.3583651993362857,3.000000000000007,0.7500000000000051,1.2500000000000036,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
63,template_phase_bias_table,traditional,370,0.0,1.0000000000000036,1.0000000000000036,2.3583651993362857,3.000000000000007,0.7500000000000071,1.25,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
63,ridge_waveform,ml,370,1.8900415002701791,0.9831457681314132,2.130453584131383,2.268640666584294,3.9309799057248775,2.0316735656487177,2.2393540541936097,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
63,gradient_boosted_trees,ml,370,2.002450390261348,1.0407361204815662,2.2567541376793456,1.6265592412907028,4.094452687728091,2.182966198935482,2.3402303415312207,per-stave histogram gradient boosting on the same waveform feature table
63,mlp_waveform,nn,370,-4.522961346970622,1.000531463113839,4.632304238159559,2.3573867878106354,7.513289480031812,4.584849987094005,4.692498550119105,per-stave two-layer MLP on standardized waveform and physics features
63,cnn_1d_pair,nn,370,2.2250090044522395,1.0265048572744297,2.4503830908454995,1.7496994746286667,4.353633787964126,2.3821743351679294,2.5802395413400796,per-stave 1D-CNN over waveform samples plus physics sideband features
63,sample_attention,new_nn,370,2.148579807882797,1.0648369340642718,2.3979726618518975,1.6988814457267158,4.379523627760768,2.314428951085956,2.4959612888785543,new per-stave sample-attention regressor with scalar context
65,template_phase_nominal,baseline,66,-4.554367822976765,1.149999999999999,4.697314793258603,1.3992200700417776,7.054367822976776,4.5817317977994,4.795025158116084,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
65,geometry_offset_median,traditional,66,7.105427357601002e-15,1.1499999999999992,1.1499999999999992,1.3992200700417774,3.0000000000000036,0.5000000000000021,1.649999999999999,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
65,template_phase_bias_table,traditional,66,7.105427357601002e-15,1.1499999999999992,1.1499999999999992,1.3992200700417774,3.0000000000000036,0.5000000000000028,1.6024999999999956,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
65,ridge_waveform,ml,66,1.8967536293131033,1.1605083043931508,2.223612793378806,1.3906977761425692,4.234298096847372,2.035549045911142,2.495998998271205,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
65,gradient_boosted_trees,ml,66,2.0982205493873245,1.1748224684740443,2.404732273310834,1.2597790984252055,3.7469516456331675,2.1604612340343854,2.595689259848347,per-stave histogram gradient boosting on the same waveform feature table
65,mlp_waveform,nn,66,-4.54953973598241,1.1460959938975035,4.69167857344371,1.3982916045774116,7.04873612153205,4.573317339378007,4.820773047180411,per-stave two-layer MLP on standardized waveform and physics features
65,cnn_1d_pair,nn,66,2.1207846721247954,1.237835788826781,2.455598718361755,1.2611242725302056,3.8071979578179658,2.049131345608814,2.7560421024686392,per-stave 1D-CNN over waveform samples plus physics sideband features
65,sample_attention,new_nn,66,2.1494464057746967,1.0605855831196758,2.396864958736529,1.246201018688644,3.6232401463052497,2.109181857983931,2.5721377177077565,new per-stave sample-attention regressor with scalar context
