heldout_run,method,family,n_events,median_ns,sigma68_ns,closure_score_ns,full_rms_ns,abs_p95_ns,closure_ci_low,closure_ci_high,detail
58,template_phase_nominal,baseline,73,-4.546345877190099,0.3699999999999992,4.561377076612216,2.8737590842240532,6.946345877190096,4.546345877190099,4.655025331299862,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
58,geometry_offset_median,traditional,73,0.0,0.3699999999999992,0.3699999999999992,2.8737590842240532,3.4,0.0,0.9999999999999964,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
58,template_phase_bias_table,traditional,73,0.0,0.3700000000000011,0.3700000000000011,2.8737590842240532,3.4,0.0,0.9999999999999956,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
58,ridge_waveform,ml,73,2.054556079237912,0.47070049887449017,2.1077854830067873,3.197784464572227,4.027319404427538,1.977981434224571,2.2581896841374576,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
58,gradient_boosted_trees,ml,73,2.207502079368581,1.0188430570152356,2.4312767438621132,2.7885028863935744,4.57408826338693,2.2711211812146543,2.7672525161502777,per-stave histogram gradient boosting on the same waveform feature table
58,mlp_waveform,nn,73,-4.546345877190106,0.3699442027396298,4.5613725509087875,2.873607166598289,6.946187198500413,4.546345877722814,4.655029382699704,per-stave two-layer MLP on standardized waveform and physics features
58,cnn_1d_pair,nn,73,2.3031162710461786,0.8128650893918751,2.4423542354682533,1.577762496735157,3.7486203911082385,2.2822138099784697,2.578204754957879,per-stave 1D-CNN over waveform samples plus physics sideband features
58,sample_attention,new_nn,73,2.2318682404876142,0.619477178393491,2.3162443345743213,2.382121323150274,5.017393763962312,2.228125453552355,2.473844647740984,new per-stave sample-attention regressor with scalar context
59,template_phase_nominal,baseline,763,-4.484638537925605,1.0000000000000036,4.594777776546708,2.157395939531733,6.984638537925612,4.5947777765467075,4.655586194653419,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
59,geometry_offset_median,traditional,763,0.0,1.0000000000000036,1.0000000000000036,2.157395939531733,3.0,1.0,1.25,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
59,template_phase_bias_table,traditional,763,0.0,1.0000000000000036,1.0000000000000036,2.1573959395317326,2.999999999999999,1.0,1.25,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
59,ridge_waveform,ml,763,1.9999561778025807,1.0121989403441929,2.241510965390224,2.0343606960452707,4.069254931206181,2.179906842904653,2.3004871308620203,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
59,gradient_boosted_trees,ml,763,2.1038428625653864,0.9394106126402455,2.3040501490871335,1.7163225314974861,3.7709826772623463,2.2683540300243665,2.336440577331067,per-stave histogram gradient boosting on the same waveform feature table
59,mlp_waveform,nn,763,-4.479020338110857,1.002122581134961,4.589757385399722,2.152835820873202,6.978656349320578,4.587641942927472,4.650100388300238,per-stave two-layer MLP on standardized waveform and physics features
59,cnn_1d_pair,nn,763,2.1679176291987403,0.9666563678337479,2.373666231900395,1.7522259243111165,3.9996384114812598,2.3038453998760726,2.442316276808144,per-stave 1D-CNN over waveform samples plus physics sideband features
59,sample_attention,new_nn,763,2.6812701029815926,0.9486104398386803,2.844129239629215,1.6069073102994844,4.463058991754745,2.792568493319728,2.8960645357849164,new per-stave sample-attention regressor with scalar context
60,template_phase_nominal,baseline,808,-4.327857976325539,0.9999999999999964,4.441886385674963,2.2526981957719507,6.827857976325539,4.392363220778149,4.441886385674965,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
60,geometry_offset_median,traditional,808,0.0,0.9999999999999964,0.9999999999999964,2.2526981957719507,3.0,0.75,1.2199999999999926,"train-run median B4-B6 offset, equivalent to a constant geometry/TOF correction"
60,template_phase_bias_table,traditional,808,0.0,0.9999999999999964,0.9999999999999964,2.2526981957719507,3.0,0.75,1.249999999999993,train-only 3x3 median table in B4-B6 template-SSE and amplitude-ratio bins
60,ridge_waveform,ml,808,1.8956621513688177,0.8790202283364182,2.0895481698101297,2.092044836997004,3.747129866905505,2.0401009197012026,2.151049755144247,"per-stave ridge on physics plus normalized waveform features, alpha=100.0"
60,gradient_boosted_trees,ml,808,1.950704526016306,1.0304246986228516,2.206133089220253,1.8687491192592707,3.765086211188129,2.157385943446273,2.2683994763502926,per-stave histogram gradient boosting on the same waveform feature table
60,mlp_waveform,nn,808,-4.324681822821422,0.9968154286610595,4.438075468878233,2.2534984199228245,6.823194967043286,4.388196285780222,4.491958388276099,per-stave two-layer MLP on standardized waveform and physics features
60,cnn_1d_pair,nn,808,2.082371307845907,0.9688110815208077,2.296707464048783,1.8847509727469804,3.7568746408173026,2.2445135774643665,2.356091179081559,per-stave 1D-CNN over waveform samples plus physics sideband features
60,sample_attention,new_nn,808,1.786601366358397,0.8997000640150612,2.000351131042347,2.5927853897304645,3.741197840757668,1.9473633445300718,2.054544745280574,new per-stave sample-attention regressor with scalar context
61,template_phase_nominal,baseline,933,-4.12917279571446,1.25,4.314228549447557,2.50336842239185,5.62917279571446,4.248537157289369,4.794970362012971,nominal B4-B6 template-phase residual after fixed 2 cm geometry TOF correction
