method,n_events,median_ns,sigma68_ns,closure_score_ns,full_rms_ns,abs_p95_ns,closure_ci_low,closure_ci_high
geometry_offset_median,3820,0.0,1.2499999999999964,1.2499999999999964,2.356779749823462,3.000000000000007,0.9999999999999964,1.2500000000000036
template_phase_bias_table,3820,0.0,1.2499999999999964,1.2499999999999964,2.3567797498234615,3.000000000000007,0.7500000000000107,1.2500000000000036
ridge_waveform,3820,2.068798296115972,1.129815214072189,2.357203599174525,2.3194513699974433,4.682601077248105,2.111688473538406,2.6970906386061335
gradient_boosted_trees,3820,2.1384985636144904,1.0771486826008068,2.394457222631027,1.9730004328526252,4.4495814857122875,2.2487977343512027,2.5993259451117376
sample_attention,3820,2.2712290936573893,1.0131698074743114,2.4869649484167042,2.1981325505599343,4.340534647878869,2.140980978777341,2.7554242341407305
cnn_1d_pair,3820,2.2789508952518993,1.0464250340721275,2.507712610109517,1.9426961057092504,4.42848955304975,2.3412835022609677,2.751002122927164
mlp_waveform,3820,-4.521624410666551,1.2023751200533441,4.678759797260265,2.3428513086299265,6.838547029260952,4.4488584292040185,4.711047221409534
template_phase_nominal,3820,-4.524984349437304,1.211724849294761,4.684416769785856,2.343499244047623,6.876517770967519,4.44188638567497,4.717469116096288
