method,heldout_run,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.8174944869853167,0.7897376543209877,-1.8930224887717806,10.881183524385843,0.1792452830188679,0.2638888888888889,0.25,-0.036571862490617967,0.08945273255777225,144,72
1d_cnn,60,0.738558761795679,0.7465277777777778,-0.3082748162059179,13.652501549606662,0.21739130434782608,0.3611111111111111,0.2638888888888889,-0.02578732233814802,0.08693944230463685,144,72
1d_cnn,62,0.7971252203076007,0.8088348765432098,-1.7426829477077144,10.441731165998322,0.13793103448275862,0.19444444444444445,0.3333333333333333,-0.06683996906216255,0.07364728498769157,144,72
1d_cnn,64,0.808294665762489,0.7980324074074074,-1.7817714348310298,12.444876081266095,0.22826086956521738,0.3611111111111111,0.16666666666666666,-0.028725050974342487,0.10501258377386623,144,72
1d_cnn,65,0.7986005191940595,0.8179012345679013,-0.8806282097308404,10.24258830263257,0.14130434782608695,0.3611111111111111,0.18055555555555555,-0.022592132452425633,0.09531580631193612,144,72
gradient_boosted_trees,58,0.7952426650917673,0.7779706790123457,-1.613267340325244,8.349207146929826,0.1326530612244898,0.3194444444444444,0.2916666666666667,-0.004429484600261291,0.06420260612823393,144,72
gradient_boosted_trees,60,0.7873374266141574,0.7905092592592593,0.0327386533046381,8.177496130884226,0.09782608695652174,0.3611111111111111,0.19444444444444445,-0.015496064896107779,0.08040519974358011,144,72
gradient_boosted_trees,62,0.872347668779065,0.8512731481481481,-1.743966006702311,9.292314718857249,0.17307692307692307,0.2777777777777778,0.20833333333333334,-0.01915689827733042,0.0783058803964178,144,72
gradient_boosted_trees,64,0.8147988193410358,0.7820216049382717,-1.7646776630569683,8.612268982870704,0.08333333333333333,0.4166666666666667,0.1388888888888889,-0.011481858234728876,0.07200907617007184,144,72
gradient_boosted_trees,65,0.7900055983426938,0.8140432098765432,-1.5698538548624885,6.420845787221461,0.07446808510638298,0.3472222222222222,0.16666666666666666,-0.01635579428327053,0.07204791420563707,144,72
mlp,58,0.8480148805203312,0.8086419753086418,4.314761049527482,12.972004761109694,0.2653061224489796,0.3194444444444444,0.18055555555555555,-0.00852305060600825,0.1231892200523798,144,72
mlp,60,0.7535735829339628,0.7573302469135802,0.4854725741273169,14.865212324148628,0.32653061224489793,0.3194444444444444,0.2638888888888889,0.03293585520620363,0.19715387110447474,144,72
mlp,62,0.8258011179829469,0.8179012345679012,0.15321335670651415,15.948836713588754,0.35454545454545455,0.2361111111111111,0.3055555555555556,-0.03448856739333974,0.11042079218983689,144,72
mlp,64,0.8288082875443512,0.7802854938271604,-2.3439873180032267,14.300787076439534,0.3111111111111111,0.375,0.1527777777777778,-0.021636275885560743,0.11860341512851887,144,72
mlp,65,0.7934888600872383,0.7935956790123457,1.7100952216388787,14.355934412780387,0.23809523809523808,0.4166666666666667,0.1388888888888889,0.01099496266357786,0.13598165937535178,144,72
pileup_mask_transformer_new,58,0.7874042261642491,0.7472993827160493,-7.545610646670928,12.825103162687885,0.3076923076923077,0.2777777777777778,0.375,-0.03615065994777836,0.08822667701589496,144,72
pileup_mask_transformer_new,60,0.7434425301506593,0.7586805555555556,-8.644647534166655,15.755780215821321,0.34615384615384615,0.2777777777777778,0.2777777777777778,-0.01610208765901854,0.08210158833800504,144,72
pileup_mask_transformer_new,62,0.8005505341733644,0.8422067901234568,-9.11955882704627,15.446659411499263,0.4032258064516129,0.1388888888888889,0.2916666666666667,-0.0332322343938424,0.0824400730600131,144,72
pileup_mask_transformer_new,64,0.8471677508893325,0.8206018518518519,-10.137934276453944,12.283728567974983,0.37735849056603776,0.2638888888888889,0.2222222222222222,-0.007135094492368917,0.07919860202872575,144,72
pileup_mask_transformer_new,65,0.7705988160568811,0.7798996913580247,-8.994069052452968,10.040968871078631,0.29,0.3055555555555556,0.2222222222222222,-0.014885990753383482,0.08352958217071241,144,72
ridge,58,0.8576876111187683,0.8294753086419753,0.3150162024687253,9.574505531534289,0.17346938775510204,0.3194444444444444,0.20833333333333334,0.002847458155829737,0.062405249588324566,144,72
ridge,60,0.761580647854428,0.7989969135802469,2.221924695227222,9.637257562897606,0.15306122448979592,0.3194444444444444,0.2916666666666667,0.002023278008258926,0.07933133787683963,144,72
ridge,62,0.8536265835020762,0.8350694444444444,-2.375185956282335,11.157619147446734,0.16326530612244897,0.3194444444444444,0.20833333333333334,-0.01892035342692272,0.0723165754682373,144,72
ridge,64,0.7513949946158028,0.7633101851851852,0.5070912699919017,10.10928487295168,0.08139534883720931,0.4027777777777778,0.1527777777777778,0.00025895703726507577,0.05555526581860579,144,72
ridge,65,0.8203313228903755,0.8277391975308642,-0.36469709156674135,8.719913154665301,0.10869565217391304,0.3611111111111111,0.1111111111111111,-0.0019120201851936748,0.05520111753695496,144,72
template_residual_boosted_stack_new,58,0.7870184147218697,0.7789351851851852,-1.4682156647681,8.254754876735726,0.10204081632653061,0.3194444444444444,0.2777777777777778,-0.0025240715642787523,0.07401725651498589,144,72
template_residual_boosted_stack_new,60,0.7953587435594831,0.8070987654320987,-0.4699305281820898,9.486717970611366,0.13,0.3055555555555556,0.19444444444444445,-0.013144176715326859,0.07946144207280509,144,72
template_residual_boosted_stack_new,62,0.8863535756395413,0.8678626543209876,-1.740088747144033,8.535991759549717,0.16666666666666666,0.2916666666666667,0.20833333333333334,-0.022226188642034933,0.08310688529330008,144,72
template_residual_boosted_stack_new,64,0.8258111798647748,0.7822145061728395,-1.5102624790587615,8.575395007533189,0.07317073170731707,0.4305555555555556,0.1388888888888889,0.005781538317724784,0.07173268514722318,144,72
template_residual_boosted_stack_new,65,0.8199701662466828,0.822530864197531,-1.40823443079376,7.509123376930555,0.07954545454545454,0.3888888888888889,0.1527777777777778,-0.006344631650046747,0.06198764320461491,144,72
tiny_sequence_transformer,58,0.8088858928648817,0.7862654320987655,-10.42810344461679,17.090284782504916,0.43,0.3055555555555556,0.2638888888888889,-0.05899267396777265,0.10992906569034462,144,72
tiny_sequence_transformer,60,0.7188401531643329,0.7218364197530864,-9.745705747820157,17.517822303143685,0.3977272727272727,0.3888888888888889,0.25,-0.019109532103779168,0.10374965470908014,144,72
tiny_sequence_transformer,62,0.7442042912923228,0.7860725308641976,-10.257932445449365,18.49867681500286,0.42452830188679247,0.2638888888888889,0.2777777777777778,-0.07424484926257771,0.12110328327576453,144,72
tiny_sequence_transformer,64,0.7886806682107136,0.7816358024691359,-14.339655755463042,16.344032996503714,0.5111111111111111,0.375,0.16666666666666666,-0.042749590036745666,0.14559062735906866,144,72
tiny_sequence_transformer,65,0.7660127357985876,0.771412037037037,-8.78734327485386,15.53510894945584,0.375,0.3888888888888889,0.2222222222222222,-0.07304114278984015,0.12178489254088337,144,72
two_pulse_template_cfd_baseline,58,0.6398430282318914,0.5700231481481481,1.6963932593631315,8.506767316808649,0.12962962962962962,0.625,0.20833333333333334,0.006053196141641612,0.06888302844422048,144,72
two_pulse_template_cfd_baseline,60,0.6212903867895696,0.5647183641975309,-0.5708120419742979,8.133218333554634,0.08,0.6527777777777778,0.16666666666666666,0.031093352145288328,0.11474787673971312,144,72
two_pulse_template_cfd_baseline,62,0.6913778842457123,0.6515239197530863,0.4766995874920932,8.04639152571914,0.08064516129032258,0.5694444444444444,0.1527777777777778,-0.009320806304538075,0.05542653920833525,144,72
two_pulse_template_cfd_baseline,64,0.652012686111159,0.5945216049382716,-0.03700579349864341,13.064220601627717,0.22413793103448276,0.5972222222222222,0.25,0.026840357084253492,0.08964169071261274,144,72
two_pulse_template_cfd_baseline,65,0.6919190582031749,0.6469907407407408,-0.9065895088244691,8.951101665318216,0.20588235294117646,0.5277777777777778,0.19444444444444445,-0.0139986654327781,0.0665925598035261,144,72
