n_bins,run_shrink_strength,deployment_population_weight,fold,sigma68_ns,n_pair_residuals,heldout_run
10,320.0,16.0,0,1.2316548422084734,2799,59
10,320.0,16.0,1,1.3656999670570584,2841,59
10,320.0,16.0,2,1.5131144857991472,3531,59
10,320.0,16.0,-1,1.3701564316882264,0,59
10,1280.0,0.0,0,1.9225596309582822,2799,59
10,1280.0,0.0,1,2.0932822246748963,2841,59
10,1280.0,0.0,2,2.4373507321661614,3531,59
10,1280.0,0.0,-1,2.151064195933113,0,59
10,1280.0,1.0,0,1.9405153204766061,2799,59
10,1280.0,1.0,1,2.1315346387918552,2841,59
10,1280.0,1.0,2,2.458396186170199,3531,59
10,1280.0,1.0,-1,2.176815381812887,0,59
10,1280.0,4.0,0,1.9702345890129038,2799,59
10,1280.0,4.0,1,2.186902503853239,2841,59
10,1280.0,4.0,2,2.4900344618540906,3531,59
10,1280.0,4.0,-1,2.215723851573411,0,59
10,1280.0,16.0,0,2.0021489847732874,2799,59
10,1280.0,16.0,1,2.237916592611362,2841,59
10,1280.0,16.0,2,2.5217738540663936,3531,59
10,1280.0,16.0,-1,2.253946477150348,0,59
12,20.0,0.0,0,1.897607540347982,2799,59
12,20.0,0.0,1,1.2564353370769545,2841,59
12,20.0,0.0,2,1.299159467949424,3531,59
12,20.0,0.0,-1,1.4844007817914537,0,59
12,20.0,1.0,0,1.873846996783127,2799,59
12,20.0,1.0,1,1.2246890604423561,2841,59
12,20.0,1.0,2,1.2655589156123064,3531,59
12,20.0,1.0,-1,1.4546983242792633,0,59
12,20.0,4.0,0,1.8243773599350706,2799,59
12,20.0,4.0,1,1.1659891580629356,2841,59
12,20.0,4.0,2,1.2342093650619907,3531,59
