n_bins,run_shrink_strength,deployment_population_weight,fold,sigma68_ns,n_pair_residuals,heldout_run
6,80.0,0.0,2,1.1862341766653042,3399,60
6,80.0,0.0,-1,1.2937039923059093,0,60
6,80.0,1.0,0,1.5314156496269387,2799,60
6,80.0,1.0,1,1.162132450181284,2838,60
6,80.0,1.0,2,1.2103801255897542,3399,60
6,80.0,1.0,-1,1.3013094084659924,0,60
6,80.0,4.0,0,1.4605025560775755,2799,60
6,80.0,4.0,1,1.1976021612800734,2838,60
6,80.0,4.0,2,1.1325061003490742,3399,60
6,80.0,4.0,-1,1.2635369392355742,0,60
6,80.0,16.0,0,1.3780209714428824,2799,60
6,80.0,16.0,1,1.09784026320363,2838,60
6,80.0,16.0,2,1.0764360670135482,3399,60
6,80.0,16.0,-1,1.1840991005533534,0,60
6,320.0,0.0,0,1.2381870528175711,2799,60
6,320.0,0.0,1,1.0927683564328778,2838,60
6,320.0,0.0,2,1.0256716976953983,3399,60
6,320.0,0.0,-1,1.1188757023152824,0,60
6,320.0,1.0,0,1.2057077173120634,2799,60
6,320.0,1.0,1,1.0397767548057777,2838,60
6,320.0,1.0,2,1.0708230188904937,3399,60
6,320.0,1.0,-1,1.1054358303361116,0,60
6,320.0,4.0,0,1.1821764624447968,2799,60
6,320.0,4.0,1,1.0445414623663787,2838,60
6,320.0,4.0,2,1.1694253550956373,3399,60
6,320.0,4.0,-1,1.1320477599689376,0,60
6,320.0,16.0,0,1.156838315152319,2799,60
6,320.0,16.0,1,1.1659001983171835,2838,60
6,320.0,16.0,2,1.2479457829550433,3399,60
6,320.0,16.0,-1,1.1902280988081821,0,60
6,1280.0,0.0,0,1.5947548290937503,2799,60
6,1280.0,0.0,1,1.7530798926768938,2838,60
6,1280.0,0.0,2,2.0121633734684936,3399,60
6,1280.0,0.0,-1,1.7866660317463792,0,60
6,1280.0,1.0,0,1.6166822270975774,2799,60
6,1280.0,1.0,1,1.8047952150945932,2838,60
6,1280.0,1.0,2,2.0468279460168706,3399,60
6,1280.0,1.0,-1,1.822768462736347,0,60
6,1280.0,4.0,0,1.6535841817590982,2799,60
6,1280.0,4.0,1,1.8709257700646542,2838,60
6,1280.0,4.0,2,2.0987719816074737,3399,60
6,1280.0,4.0,-1,1.874427311143742,0,60
6,1280.0,16.0,0,1.6739972217443198,2799,60
6,1280.0,16.0,1,1.9269514192407287,2838,60
6,1280.0,16.0,2,2.1506991089830114,3399,60
6,1280.0,16.0,-1,1.9172159166560199,0,60
8,20.0,0.0,0,1.8728747531918843,2799,60
8,20.0,0.0,1,1.3065029391594531,2838,60
8,20.0,0.0,2,1.2506025563034626,3399,60
8,20.0,0.0,-1,1.4766600828849334,0,60
8,20.0,1.0,0,1.847615276561491,2799,60
8,20.0,1.0,1,1.2782213395965165,2838,60
8,20.0,1.0,2,1.2443569435500408,3399,60
8,20.0,1.0,-1,1.4567311865693495,0,60
8,20.0,4.0,0,1.8057364323896494,2799,60
8,20.0,4.0,1,1.2436517949380335,2838,60
8,20.0,4.0,2,1.2294766463039832,3399,60
8,20.0,4.0,-1,1.4262882912105554,0,60
8,20.0,16.0,0,1.757958330227051,2799,60
8,20.0,16.0,1,1.2026684514238122,2838,60
8,20.0,16.0,2,1.1895418857274778,3399,60
8,20.0,16.0,-1,1.3833895557927802,0,60
8,80.0,0.0,0,1.4354898759913162,2799,60
8,80.0,0.0,1,1.1334925685689332,2838,60
8,80.0,0.0,2,1.1497318541246881,3399,60
8,80.0,0.0,-1,1.2395714328949792,0,60
8,80.0,1.0,0,1.3878565516560009,2799,60
8,80.0,1.0,1,1.184325697665163,2838,60
8,80.0,1.0,2,1.114338397551917,3399,60
8,80.0,1.0,-1,1.2288402156243603,0,60
8,80.0,4.0,0,1.3284659511220438,2799,60
8,80.0,4.0,1,1.1093510243576161,2838,60
8,80.0,4.0,2,1.095967015294839,3399,60
8,80.0,4.0,-1,1.177927996924833,0,60
8,80.0,16.0,0,1.3056899315412054,2799,60
8,80.0,16.0,1,1.099873725976518,2838,60
8,80.0,16.0,2,1.0935898344405324,3399,60
8,80.0,16.0,-1,1.1663844973194186,0,60
8,320.0,0.0,0,1.1614987287661576,2799,60
8,320.0,0.0,1,1.0589647578935273,2838,60
8,320.0,0.0,2,1.2395286694288747,3399,60
8,320.0,0.0,-1,1.1533307186961865,0,60
8,320.0,1.0,0,1.1929513545417265,2799,60
8,320.0,1.0,1,1.1561238870495187,2838,60
8,320.0,1.0,2,1.2478385182236937,3399,60
8,320.0,1.0,-1,1.1989712532716463,0,60
8,320.0,4.0,0,1.2247550258805537,2799,60
8,320.0,4.0,1,1.2438191050814549,2838,60
8,320.0,4.0,2,1.2523289557946984,3399,60
8,320.0,4.0,-1,1.2403010289189023,0,60
8,320.0,16.0,0,1.2618156072806967,2799,60
8,320.0,16.0,1,1.2480146822056248,2838,60
8,320.0,16.0,2,1.279250394169197,3399,60
8,320.0,16.0,-1,1.2630268945518395,0,60
8,1280.0,0.0,0,1.7277783297040372,2799,60
8,1280.0,0.0,1,1.9311415394333826,2838,60
8,1280.0,0.0,2,2.197862928667282,3399,60
8,1280.0,0.0,-1,1.9522609326015672,0,60
8,1280.0,1.0,0,1.742215063953014,2799,60
8,1280.0,1.0,1,1.9738653639878383,2838,60
8,1280.0,1.0,2,2.2261846009985957,3399,60
8,1280.0,1.0,-1,1.9807550096464828,0,60
8,1280.0,4.0,0,1.7667673179380496,2799,60
8,1280.0,4.0,1,2.0276987190490465,2838,60
8,1280.0,4.0,2,2.268600492355771,3399,60
8,1280.0,4.0,-1,2.0210221764476226,0,60
8,1280.0,16.0,0,1.8039299635052488,2799,60
8,1280.0,16.0,1,2.0736827429239715,2838,60
8,1280.0,16.0,2,2.3109162851404794,3399,60
8,1280.0,16.0,-1,2.0628429971899,0,60
10,20.0,0.0,0,1.8344963990739547,2799,60
10,20.0,0.0,1,1.3555471832430745,2838,60
10,20.0,0.0,2,1.2616897160703209,3399,60
10,20.0,0.0,-1,1.48391109946245,0,60
10,20.0,1.0,0,1.8058539402797984,2799,60
10,20.0,1.0,1,1.3422397554754948,2838,60
10,20.0,1.0,2,1.2607700428503297,3399,60
10,20.0,1.0,-1,1.4696212462018743,0,60
10,20.0,4.0,0,1.7585554478860648,2799,60
10,20.0,4.0,1,1.2892165885278255,2838,60
10,20.0,4.0,2,1.242356535865135,3399,60
10,20.0,4.0,-1,1.4300428574263417,0,60
10,20.0,16.0,0,1.7042946456982164,2799,60
10,20.0,16.0,1,1.250000000000007,2838,60
10,20.0,16.0,2,1.2446240137082527,3399,60
10,20.0,16.0,-1,1.3996395531354924,0,60
10,80.0,0.0,0,1.3391347935685989,2799,60
10,80.0,0.0,1,1.1357418176818639,2838,60
10,80.0,0.0,2,1.0906907165272808,3399,60
10,80.0,0.0,-1,1.188522442592581,0,60
10,80.0,1.0,0,1.3208696807061713,2799,60
10,80.0,1.0,1,1.0948558753494921,2838,60
10,80.0,1.0,2,1.088522338561553,3399,60
10,80.0,1.0,-1,1.168082631539072,0,60
10,80.0,4.0,0,1.294777278626622,2799,60
10,80.0,4.0,1,1.0965823598248525,2838,60
10,80.0,4.0,2,1.0825896885723205,3399,60
10,80.0,4.0,-1,1.1579831090079316,0,60
10,80.0,16.0,0,1.2518679399382138,2799,60
10,80.0,16.0,1,1.079218092640146,2838,60
10,80.0,16.0,2,1.0109356465171433,3399,60
10,80.0,16.0,-1,1.1140072263651677,0,60
10,320.0,0.0,0,1.2671937181981847,2799,60
10,320.0,0.0,1,1.1980420533957132,2838,60
10,320.0,0.0,2,1.2542055822918534,3399,60
10,320.0,0.0,-1,1.239813784628584,0,60
10,320.0,1.0,0,1.2647573686983102,2799,60
10,320.0,1.0,1,1.2356630275757963,2838,60
10,320.0,1.0,2,1.2912348270380225,3399,60
10,320.0,1.0,-1,1.2638850744373764,0,60
10,320.0,4.0,0,1.318104852159276,2799,60
10,320.0,4.0,1,1.2654122379731338,2838,60
10,320.0,4.0,2,1.371652053267948,3399,60
10,320.0,4.0,-1,1.3183897144667858,0,60
10,320.0,16.0,0,1.3325192036055027,2799,60
10,320.0,16.0,1,1.3317760961697158,2838,60
10,320.0,16.0,2,1.453481631049678,3399,60
10,320.0,16.0,-1,1.3725923102749655,0,60
10,1280.0,0.0,0,1.8429510667198312,2799,60
10,1280.0,0.0,1,2.0551797152244613,2838,60
10,1280.0,0.0,2,2.3252147029758317,3399,60
10,1280.0,0.0,-1,2.0744484949733746,0,60
10,1280.0,1.0,0,1.8592542046290355,2799,60
10,1280.0,1.0,1,2.0908300741420547,2838,60
10,1280.0,1.0,2,2.348903115441954,3399,60
10,1280.0,1.0,-1,2.0996624647376816,0,60
10,1280.0,4.0,0,1.8864261011443724,2799,60
10,1280.0,4.0,1,2.137144871902792,2838,60
10,1280.0,4.0,2,2.38444414847211,3399,60
10,1280.0,4.0,-1,2.1360050405064244,0,60
10,1280.0,16.0,0,1.9174796971618968,2799,60
10,1280.0,16.0,1,2.1762931256350138,2838,60
10,1280.0,16.0,2,2.4199792142466294,3399,60
10,1280.0,16.0,-1,2.171250679014513,0,60
12,20.0,0.0,0,1.8006484813421548,2799,60
12,20.0,0.0,1,1.2753542026675613,2838,60
12,20.0,0.0,2,1.2651840470863764,3399,60
12,20.0,0.0,-1,1.4470622436986975,0,60
12,20.0,1.0,0,1.7693918456014774,2799,60
12,20.0,1.0,1,1.276588682356562,2838,60
12,20.0,1.0,2,1.2429119254133978,3399,60
12,20.0,1.0,-1,1.429630817790479,0,60
12,20.0,4.0,0,1.718700047093845,2799,60
12,20.0,4.0,1,1.2524741135966841,2838,60
12,20.0,4.0,2,1.221885769442392,3399,60
12,20.0,4.0,-1,1.3976866433776403,0,60
12,20.0,16.0,0,1.65784784080313,2799,60
12,20.0,16.0,1,1.231411905324948,2838,60
12,20.0,16.0,2,1.2371977684010074,3399,60
12,20.0,16.0,-1,1.3754858381763617,0,60
12,80.0,0.0,0,1.327676581602751,2799,60
12,80.0,0.0,1,1.041365527968852,2838,60
12,80.0,0.0,2,1.0857581883012286,3399,60
12,80.0,0.0,-1,1.1516000992909439,0,60
12,80.0,1.0,0,1.290207421461594,2799,60
12,80.0,1.0,1,1.0860825741986135,2838,60
12,80.0,1.0,2,1.05767674142472,3399,60
12,80.0,1.0,-1,1.144655579028309,0,60
12,80.0,4.0,0,1.2468761477146024,2799,60
12,80.0,4.0,1,1.047422293193689,2838,60
12,80.0,4.0,2,1.040324429769044,3399,60
12,80.0,4.0,-1,1.1115409568924453,0,60
12,80.0,16.0,0,1.225262442595247,2799,60
12,80.0,16.0,1,1.0624382198918767,2838,60
12,80.0,16.0,2,1.1307101809039228,3399,60
12,80.0,16.0,-1,1.1394702811303488,0,60
12,320.0,0.0,0,1.3119882832179302,2799,60
12,320.0,0.0,1,1.247120566734606,2838,60
12,320.0,0.0,2,1.4116325620914063,3399,60
12,320.0,0.0,-1,1.3235804706813141,0,60
12,320.0,1.0,0,1.3165594064695902,2799,60
12,320.0,1.0,1,1.2859333089001042,2838,60
12,320.0,1.0,2,1.4615646533080584,3399,60
12,320.0,1.0,-1,1.354685789559251,0,60
12,320.0,4.0,0,1.3243755589250652,2799,60
12,320.0,4.0,1,1.3807432627176421,2838,60
12,320.0,4.0,2,1.5354327197021753,3399,60
12,320.0,4.0,-1,1.4135171804482942,0,60
12,320.0,16.0,0,1.338754662396106,2799,60
12,320.0,16.0,1,1.4578566580120584,2838,60
12,320.0,16.0,2,1.61180580084342,3399,60
12,320.0,16.0,-1,1.4694723737505282,0,60
12,1280.0,0.0,0,1.9246984956837434,2799,60
12,1280.0,0.0,1,2.1393429975367617,2838,60
12,1280.0,0.0,2,2.4162998416789536,3399,60
12,1280.0,0.0,-1,2.1601137782998197,0,60
12,1280.0,1.0,0,1.9390791236539857,2799,60
12,1280.0,1.0,1,2.170518736952512,2838,60
12,1280.0,1.0,2,2.436836020467643,3399,60
12,1280.0,1.0,-1,2.1821446270247136,0,60
12,1280.0,4.0,0,1.9619644882247897,2799,60
12,1280.0,4.0,1,2.2105642327884154,2838,60
12,1280.0,4.0,2,2.467656321224165,3399,60
12,1280.0,4.0,-1,2.2133950140791234,0,60
12,1280.0,16.0,0,1.9778513563454556,2799,60
12,1280.0,16.0,1,2.244342162732421,2838,60
12,1280.0,16.0,2,2.4985053137277036,3399,60
12,1280.0,16.0,-1,2.2402329442685267,0,60
6,20.0,0.0,0,1.494576443878443,2622,61
6,20.0,0.0,1,1.518957253134301,2640,61
6,20.0,0.0,2,1.5003962426165893,3399,61
6,20.0,0.0,-1,1.5046433132097778,0,61
6,20.0,1.0,0,1.4616286781054604,2622,61
6,20.0,1.0,1,1.4941969252466003,2640,61
6,20.0,1.0,2,1.4784582538130389,3399,61
6,20.0,1.0,-1,1.4780946190550333,0,61
6,20.0,4.0,0,1.4121741165895179,2622,61
6,20.0,4.0,1,1.4540374326788232,2640,61
6,20.0,4.0,2,1.4329335530034035,3399,61
6,20.0,4.0,-1,1.4330483674239147,0,61
6,20.0,16.0,0,1.363026159690203,2622,61
6,20.0,16.0,1,1.4172100494886237,2640,61
6,20.0,16.0,2,1.4173316466359023,3399,61
6,20.0,16.0,-1,1.3991892852715762,0,61
6,80.0,0.0,0,1.1699296555287473,2622,61
6,80.0,0.0,1,1.3854984382012236,2640,61
6,80.0,0.0,2,1.3420395765054454,3399,61
6,80.0,0.0,-1,1.299155890078472,0,61
6,80.0,1.0,0,1.1151579581870235,2622,61
6,80.0,1.0,1,1.3487667000464558,2640,61
6,80.0,1.0,2,1.2795255099921399,3399,61
6,80.0,1.0,-1,1.247816722741873,0,61
6,80.0,4.0,0,1.1156701751857074,2622,61
6,80.0,4.0,1,1.2570924151117109,2640,61
6,80.0,4.0,2,1.1888778469905916,3399,61
6,80.0,4.0,-1,1.1872134790960034,0,61
6,80.0,16.0,0,1.1049816910963886,2622,61
6,80.0,16.0,1,1.178971472767773,2640,61
6,80.0,16.0,2,1.101628382456329,3399,61
6,80.0,16.0,-1,1.1285271821068303,0,61
6,320.0,0.0,0,1.0010191483665078,2622,61
6,320.0,0.0,1,1.0184991371089747,2640,61
6,320.0,0.0,2,1.0805240517111605,3399,61
6,320.0,0.0,-1,1.0333474457288812,0,61
6,320.0,1.0,0,1.0176504983246988,2622,61
6,320.0,1.0,1,1.0123534307626982,2640,61
6,320.0,1.0,2,1.1527349460205898,3399,61
6,320.0,1.0,-1,1.0609129583693289,0,61
6,320.0,4.0,0,1.0136861420315206,2622,61
6,320.0,4.0,1,1.089335301478079,2640,61
6,320.0,4.0,2,1.2367362616289097,3399,61
6,320.0,4.0,-1,1.1132525683795031,0,61
6,320.0,16.0,0,1.0933463862414805,2622,61
6,320.0,16.0,1,1.1831012951497824,2640,61
6,320.0,16.0,2,1.187955426136195,3399,61
6,320.0,16.0,-1,1.154801035842486,0,61
6,1280.0,0.0,0,1.7854783610580378,2622,61
6,1280.0,0.0,1,1.861399364901453,2640,61
6,1280.0,0.0,2,1.990695709784771,3399,61
6,1280.0,0.0,-1,1.8791911452480872,0,61
6,1280.0,1.0,0,1.8195549339401857,2622,61
6,1280.0,1.0,1,1.9009525564222058,2640,61
6,1280.0,1.0,2,2.0212589507296617,3399,61
6,1280.0,1.0,-1,1.9139221470306846,0,61
6,1280.0,4.0,0,1.8631377769980229,2622,61
6,1280.0,4.0,1,1.961191833240437,2640,61
6,1280.0,4.0,2,2.0675476188006896,3399,61
6,1280.0,4.0,-1,1.9639590763463832,0,61
6,1280.0,16.0,0,1.9133466862355613,2622,61
6,1280.0,16.0,1,2.0200237060797392,2640,61
6,1280.0,16.0,2,2.113901460257944,3399,61
6,1280.0,16.0,-1,2.0157572841910816,0,61
8,20.0,0.0,0,1.4756899901854894,2622,61
8,20.0,0.0,1,1.4811232858002426,2640,61
8,20.0,0.0,2,1.4534742547606314,3399,61
8,20.0,0.0,-1,1.4700958435821212,0,61
8,20.0,1.0,0,1.4345329048647588,2622,61
8,20.0,1.0,1,1.4446767414065638,2640,61
8,20.0,1.0,2,1.4180475292963648,3399,61
8,20.0,1.0,-1,1.4324190585225625,0,61
8,20.0,4.0,0,1.372846063025131,2622,61
8,20.0,4.0,1,1.4048172638788097,2640,61
8,20.0,4.0,2,1.4067982475531147,3399,61
8,20.0,4.0,-1,1.3948205248190184,0,61
8,20.0,16.0,0,1.3111124791519675,2622,61
8,20.0,16.0,1,1.4080950906123928,2640,61
8,20.0,16.0,2,1.4017275654535934,3399,61
8,20.0,16.0,-1,1.3736450450726512,0,61
8,80.0,0.0,0,1.1148548368546716,2622,61
8,80.0,0.0,1,1.2544858297641936,2640,61
8,80.0,0.0,2,1.1690647869459765,3399,61
8,80.0,0.0,-1,1.179468484521614,0,61
8,80.0,1.0,0,1.1154723127847708,2622,61
8,80.0,1.0,1,1.2015306250528428,2640,61
8,80.0,1.0,2,1.1001100263186356,3399,61
8,80.0,1.0,-1,1.1390376547187497,0,61
8,80.0,4.0,0,1.0631700652529876,2622,61
8,80.0,4.0,1,1.1043374825035923,2640,61
8,80.0,4.0,2,1.090058584831608,3399,61
8,80.0,4.0,-1,1.085855377529396,0,61
8,80.0,16.0,0,0.9999981330381196,2622,61
8,80.0,16.0,1,1.1632960123600868,2640,61
8,80.0,16.0,2,1.181189290095885,3399,61
8,80.0,16.0,-1,1.1148278118313637,0,61
8,320.0,0.0,0,1.1185369300076446,2622,61
8,320.0,0.0,1,1.1795164056876155,2640,61
8,320.0,0.0,2,1.182764334705555,3399,61
8,320.0,0.0,-1,1.1602725568002719,0,61
8,320.0,1.0,0,1.165092965115977,2622,61
8,320.0,1.0,1,1.166556779562946,2640,61
8,320.0,1.0,2,1.1758661330118139,3399,61
8,320.0,1.0,-1,1.1691719592302456,0,61
8,320.0,4.0,0,1.1629949346336934,2622,61
8,320.0,4.0,1,1.1785367990997833,2640,61
8,320.0,4.0,2,1.2352568399447144,3399,61
8,320.0,4.0,-1,1.1922628578927303,0,61
8,320.0,16.0,0,1.2033638234758157,2622,61
8,320.0,16.0,1,1.2399715550685775,2640,61
8,320.0,16.0,2,1.310289429702336,3399,61
8,320.0,16.0,-1,1.2512082694155764,0,61
8,1280.0,0.0,0,1.9638226307431643,2622,61
8,1280.0,0.0,1,2.087363915271066,2640,61
8,1280.0,0.0,2,2.170491693153851,3399,61
8,1280.0,0.0,-1,2.0738927463893604,0,61
8,1280.0,1.0,0,1.991786716223024,2622,61
8,1280.0,1.0,1,2.115336397221612,2640,61
8,1280.0,1.0,2,2.2003585056769888,3399,61
8,1280.0,1.0,-1,2.1024938730405416,0,61
8,1280.0,4.0,0,2.0323310968723782,2622,61
8,1280.0,4.0,1,2.157295120147414,2640,61
8,1280.0,4.0,2,2.245158724461711,3399,61
8,1280.0,4.0,-1,2.144928313827168,0,61
8,1280.0,16.0,0,2.0741742675678045,2622,61
8,1280.0,16.0,1,2.1992437113659777,2640,61
8,1280.0,16.0,2,2.289946514922285,3399,61
8,1280.0,16.0,-1,2.187788164618689,0,61
10,20.0,0.0,0,1.4243936887153357,2622,61
10,20.0,0.0,1,1.4833662123675802,2640,61
10,20.0,0.0,2,1.489194247331278,3399,61
10,20.0,0.0,-1,1.4656513828047313,0,61
10,20.0,1.0,0,1.38192870165761,2622,61
10,20.0,1.0,1,1.4381397541213568,2640,61
10,20.0,1.0,2,1.4612482960153177,3399,61
10,20.0,1.0,-1,1.427105583931428,0,61
10,20.0,4.0,0,1.3146177630677425,2622,61
10,20.0,4.0,1,1.4055955600970114,2640,61
10,20.0,4.0,2,1.4100435186090199,3399,61
10,20.0,4.0,-1,1.3767522805912578,0,61
10,20.0,16.0,0,1.2520953057104245,2622,61
10,20.0,16.0,1,1.4039974890788955,2640,61
10,20.0,16.0,2,1.403832799392731,3399,61
10,20.0,16.0,-1,1.353308531394017,0,61
10,80.0,0.0,0,1.0785894735244264,2622,61
10,80.0,0.0,1,1.1506063127415453,2640,61
10,80.0,0.0,2,1.1117889424402891,3399,61
10,80.0,0.0,-1,1.1136615762354203,0,61
10,80.0,1.0,0,1.025443740924449,2622,61
10,80.0,1.0,1,1.1028636263633422,2640,61
10,80.0,1.0,2,1.1018236448985184,3399,61
10,80.0,1.0,-1,1.0767103373954365,0,61
10,80.0,4.0,0,1.0001370371332103,2622,61
10,80.0,4.0,1,1.1852449105634044,2640,61
10,80.0,4.0,2,1.172542430902791,3399,61
10,80.0,4.0,-1,1.119308126199802,0,61
10,80.0,16.0,0,0.9997498733035889,2622,61
10,80.0,16.0,1,1.2449065334040679,2640,61
10,80.0,16.0,2,1.120726574846423,3399,61
10,80.0,16.0,-1,1.1217943271846933,0,61
10,320.0,0.0,0,1.1847832268049419,2622,61
10,320.0,0.0,1,1.1987012926951568,2640,61
10,320.0,0.0,2,1.2942855405267197,3399,61
10,320.0,0.0,-1,1.2259233533422729,0,61
10,320.0,1.0,0,1.2345650330329285,2622,61
10,320.0,1.0,1,1.2435190416687076,2640,61
10,320.0,1.0,2,1.3449551548225815,3399,61
10,320.0,1.0,-1,1.274346409841406,0,61
10,320.0,4.0,0,1.2836332636938483,2622,61
10,320.0,4.0,1,1.2661650961520845,2640,61
10,320.0,4.0,2,1.4195821447052572,3399,61
10,320.0,4.0,-1,1.3231268348503966,0,61
10,320.0,16.0,0,1.3642498398020897,2622,61
10,320.0,16.0,1,1.2678072096772877,2640,61
10,320.0,16.0,2,1.4963370415462172,3399,61
10,320.0,16.0,-1,1.3761313636751982,0,61
10,1280.0,0.0,0,2.094189110387433,2622,61
10,1280.0,0.0,1,2.207703488498237,2640,61
10,1280.0,0.0,2,2.2975789729604768,3399,61
10,1280.0,0.0,-1,2.1998238572820488,0,61
10,1280.0,1.0,0,2.1174013668338523,2622,61
10,1280.0,1.0,1,2.2308954137488053,2640,61
10,1280.0,1.0,2,2.3228209452954887,3399,61
10,1280.0,1.0,-1,2.2237059086260484,0,61
10,1280.0,4.0,0,2.150814842271696,2622,61
10,1280.0,4.0,1,2.2652662690290124,2640,61
10,1280.0,4.0,2,2.360683903798017,3399,61
10,1280.0,4.0,-1,2.258921671699575,0,61
10,1280.0,16.0,0,2.18566287119007,2622,61
10,1280.0,16.0,1,2.3004667175542868,2640,61
10,1280.0,16.0,2,2.3985468623005386,3399,61
10,1280.0,16.0,-1,2.294892150348298,0,61
12,20.0,0.0,0,1.4339214683781407,2622,61
12,20.0,0.0,1,1.502206413988791,2640,61
12,20.0,0.0,2,1.456092069432293,3399,61
12,20.0,0.0,-1,1.464073317266408,0,61
12,20.0,1.0,0,1.3877702305456907,2622,61
12,20.0,1.0,1,1.4819382698425705,2640,61
12,20.0,1.0,2,1.4444987525709603,3399,61
12,20.0,1.0,-1,1.4380690843197403,0,61
12,20.0,4.0,0,1.3300327771582312,2622,61
12,20.0,4.0,1,1.4172652718493042,2640,61
12,20.0,4.0,2,1.4374824573286273,3399,61
12,20.0,4.0,-1,1.3949268354453876,0,61
12,20.0,16.0,0,1.260250109227016,2622,61
12,20.0,16.0,1,1.397610411216724,2640,61
12,20.0,16.0,2,1.3923901947839488,3399,61
12,20.0,16.0,-1,1.350083571742563,0,61
12,80.0,0.0,0,0.9981285895030643,2622,61
12,80.0,0.0,1,1.126492554881918,2640,61
12,80.0,0.0,2,1.0861684969841994,3399,61
12,80.0,0.0,-1,1.0702632137897272,0,61
12,80.0,1.0,0,0.9399674790685262,2622,61
12,80.0,1.0,1,1.150456469102089,2640,61
12,80.0,1.0,2,1.0574673013172573,3399,61
12,80.0,1.0,-1,1.0492970831626243,0,61
12,80.0,4.0,0,0.9584640646633897,2622,61
12,80.0,4.0,1,1.1862797952313486,2640,61
12,80.0,4.0,2,1.0684743468209628,3399,61
12,80.0,4.0,-1,1.0710727355719005,0,61
12,80.0,16.0,0,0.9436366329997108,2622,61
12,80.0,16.0,1,1.138594893479043,2640,61
12,80.0,16.0,2,1.1760327313517096,3399,61
12,80.0,16.0,-1,1.0860880859434878,0,61
12,320.0,0.0,0,1.3250124129408651,2622,61
12,320.0,0.0,1,1.26665829784922,2640,61
12,320.0,0.0,2,1.452535023734083,3399,61
12,320.0,0.0,-1,1.3480685781747228,0,61
12,320.0,1.0,0,1.3459151828078262,2622,61
12,320.0,1.0,1,1.2696510770615659,2640,61
12,320.0,1.0,2,1.4995071366378188,3399,61
12,320.0,1.0,-1,1.3716911321690703,0,61
12,320.0,4.0,0,1.3812430577937915,2622,61
12,320.0,4.0,1,1.3520629303748664,2640,61
12,320.0,4.0,2,1.5700956859556265,3399,61
12,320.0,4.0,-1,1.4344672247080947,0,61
12,320.0,16.0,0,1.4682787185411084,2622,61
12,320.0,16.0,1,1.4391011711725785,2640,61
12,320.0,16.0,2,1.6406715067476791,3399,61
12,320.0,16.0,-1,1.5160171321537887,0,61
12,1280.0,0.0,0,2.2046666758326614,2622,61
12,1280.0,0.0,1,2.294540997579987,2640,61
12,1280.0,0.0,2,2.3904801777004874,3399,61
12,1280.0,0.0,-1,2.296562617037712,0,61
12,1280.0,1.0,0,2.2242891763721415,2622,61
12,1280.0,1.0,1,2.31482615165811,2640,61
12,1280.0,1.0,2,2.4123221050904733,3399,61
12,1280.0,1.0,-1,2.3171458110402416,0,61
12,1280.0,4.0,0,2.2534594864501116,2622,61
12,1280.0,4.0,1,2.3452674766324066,2640,61
12,1280.0,4.0,2,2.4450820984887303,3399,61
12,1280.0,4.0,-1,2.3479363538570825,0,61
12,1280.0,16.0,0,2.283091113868906,2622,61
12,1280.0,16.0,1,2.3756938434470936,2640,61
12,1280.0,16.0,2,2.4778515730782735,3399,61
12,1280.0,16.0,-1,2.378878843464758,0,61
6,20.0,0.0,0,2.0023843163149064,2799,62
6,20.0,0.0,1,1.3041484401926937,2841,62
6,20.0,0.0,2,1.285577399212548,3399,62
6,20.0,0.0,-1,1.5307033852400496,0,62
6,20.0,1.0,0,1.9805828353453918,2799,62
6,20.0,1.0,1,1.278326873400539,2841,62
6,20.0,1.0,2,1.2994515003869571,3399,62
6,20.0,1.0,-1,1.5194537363776295,0,62
6,20.0,4.0,0,1.9437649771031915,2799,62
6,20.0,4.0,1,1.2433743835281674,2841,62
6,20.0,4.0,2,1.3138931066630912,3399,62
6,20.0,4.0,-1,1.5003441557648165,0,62
6,20.0,16.0,0,1.9021199476363453,2799,62
6,20.0,16.0,1,1.2072113130747917,2841,62
6,20.0,16.0,2,1.3283347129392185,3399,62
6,20.0,16.0,-1,1.4792219912167852,0,62
6,80.0,0.0,0,1.6490283386877858,2799,62
6,80.0,0.0,1,1.094628908128554,2841,62
6,80.0,0.0,2,1.2127809428040899,3399,62
6,80.0,0.0,-1,1.3188127298734764,0,62
6,80.0,1.0,0,1.6043977120007096,2799,62
6,80.0,1.0,1,1.0223429239082875,2841,62
6,80.0,1.0,2,1.163969878213584,3399,62
6,80.0,1.0,-1,1.2635701713741938,0,62
6,80.0,4.0,0,1.5267150133256702,2799,62
6,80.0,4.0,1,1.0078930490731886,2841,62
6,80.0,4.0,2,1.1310924209921456,3399,62
6,80.0,4.0,-1,1.2219001611303348,0,62
6,80.0,16.0,0,1.4391905764237056,2799,62
6,80.0,16.0,1,1.0011596230080997,2841,62
6,80.0,16.0,2,1.1439175774289687,3399,62
6,80.0,16.0,-1,1.194755925620258,0,62
6,320.0,0.0,0,1.237085832166296,2799,62
6,320.0,0.0,1,0.9965012008428268,2841,62
6,320.0,0.0,2,1.2430116091625432,3399,62
6,320.0,0.0,-1,1.1588662140572221,0,62
6,320.0,1.0,0,1.2354736407718496,2799,62
6,320.0,1.0,1,0.9975912956007654,2841,62
6,320.0,1.0,2,1.1831107321417371,3399,62
6,320.0,1.0,-1,1.1387252228381175,0,62
6,320.0,4.0,0,1.1710860056114036,2799,62
6,320.0,4.0,1,1.0477436983076371,2841,62
