heldout_run,control,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
58,within_run_amplitude_permutation_by_stave,219,-0.043200516321022064,0.6076595178743153,2.580087337711938,0.0182648401826484,1.2021837742412278,4.644787529882734
58,train_run_curve_sign_flip,219,-7.538428521687621,5.318167185724853,5.414919956523765,0.3561643835616438,1.0984641091193947,3.342928668127826
58,deployment_curve_run_label_permutation,219,-0.06459055925645885,0.5652762681513451,2.5765237228062183,0.0228310502283105,0.5767242989971751,4.6088271981277655
59,within_run_amplitude_permutation_by_stave,2289,0.3105462372302199,1.2435603745802388,2.4020177264807057,0.013543031891655745,1.2017410161363724,20.81991689070378
59,train_run_curve_sign_flip,2289,-8.046026063017962,5.888303887198724,5.648409099953572,0.34512887723896896,1.307108849944485,14.693956216146173
59,deployment_curve_run_label_permutation,2289,0.25426412078626015,1.223640563496223,2.3806406400581226,0.01310615989515072,1.1142172358040672,15.710091726212697
60,within_run_amplitude_permutation_by_stave,2424,0.035120530300225994,1.0,2.278637469738458,0.014438943894389438,0.3074079443373646,31.29719204186746
60,train_run_curve_sign_flip,2424,-7.459344333178182,5.008769759466212,5.099339383356362,0.3415841584158416,1.0901431982230674,19.859744768170387
60,deployment_curve_run_label_permutation,2424,0.006369447072827938,0.9990741136734329,2.2766327209781467,0.013201320132013201,0.7950837643634286,32.47147383801713
61,within_run_amplitude_permutation_by_stave,2799,0.10915144836327073,1.285411226771818,2.6537479308309186,0.022865309038942478,1.4788013078245177,33.52663963758914
61,train_run_curve_sign_flip,2799,-6.780817650106634,5.440411508371007,5.031427190493973,0.3401214719542694,0.7830311774979319,28.90590963213631
61,deployment_curve_run_label_permutation,2799,0.11308220723006457,1.2632617328364961,2.6506028590055424,0.022865309038942478,1.4716846101388188,32.60035655773897
62,within_run_amplitude_permutation_by_stave,2421,-0.323840915250031,1.1030145732926535,2.39809562600455,0.010326311441553077,0.5501592682932274,28.66355730359866
62,train_run_curve_sign_flip,2421,-7.242206331069358,5.149276957319471,5.120158659310267,0.34283353985956216,0.8725106585476421,27.390138562182553
62,deployment_curve_run_label_permutation,2421,-0.346882661263308,1.083135268893907,2.4058962823092185,0.010326311441553077,0.24659410933703932,38.98206675290256
63,within_run_amplitude_permutation_by_stave,1110,0.2710943839287552,1.0078573357673508,2.456623545524108,0.01981981981981982,1.904400635059002,27.155947717338364
63,train_run_curve_sign_flip,1110,-7.848822119450141,5.721519606017203,5.454197190065298,0.34774774774774775,1.8051811831611657,18.876944476969914
63,deployment_curve_run_label_permutation,1110,0.277450848632796,1.0115724933028987,2.451254412732086,0.01981981981981982,0.18047467365182576,17.558040906529705
65,within_run_amplitude_permutation_by_stave,198,-0.06333952586136604,1.03803707444146,1.292666106745946,0.0,1.767992100300279,4.272282335197624
65,train_run_curve_sign_flip,198,-7.586108511977489,5.3073799099702885,4.737020227639219,0.3383838383838384,0.09218899745384584,2.3631400580856856
65,deployment_curve_run_label_permutation,198,-0.07145081843425416,1.027879388369294,1.302421747452039,0.005050505050505051,0.40700559303583345,4.293333358665361
