split_name,endpoint,method,stratum_axis,stratum,n,metric,value
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_high,41,sigma68,0.16831102042216164
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_low,41,sigma68,0.15832395817655082
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_mid,40,sigma68,0.12847562650901184
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_memory,41,sigma68,0.18695389129092643
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_mid,40,sigma68,0.16494948093308187
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_quiet,41,sigma68,0.122103323203552
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,high_harmonic,41,sigma68,0.13806206532425708
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,low_harmonic,41,sigma68,0.1825967001248202
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,mid_harmonic,40,sigma68,0.13392588627267907
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_high,41,sigma68,0.11461521562230717
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_low,41,sigma68,0.10550430304564579
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_mid,40,sigma68,0.11478762396925259
particle_heldout,energy_scale,1d_cnn,particle_family,external_high_energy_tail_family,122,sigma68,0.1628265284063997
particle_heldout,energy_scale,1d_cnn,pileup_flag,pileup_truth,50,sigma68,0.15297780868721805
particle_heldout,energy_scale,1d_cnn,pileup_flag,single_truth,72,sigma68,0.1644514343149112
particle_heldout,energy_scale,1d_cnn,saturation_flag,linear_truth,60,sigma68,0.14528189384091256
particle_heldout,energy_scale,1d_cnn,saturation_flag,saturation_truth,62,sigma68,0.18896799138968584
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_high,41,sigma68,0.20292262074271045
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_low,41,sigma68,0.18216578095834002
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_mid,40,sigma68,0.11426719040893404
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,41,sigma68,0.19195667010024037
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,40,sigma68,0.19846013188279407
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,41,sigma68,0.2075834250810523
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,high_harmonic,41,sigma68,0.15400223268931018
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,low_harmonic,41,sigma68,0.21628179017414084
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,40,sigma68,0.19150424099634866
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_high,41,sigma68,0.13501528237351926
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_low,41,sigma68,0.13791057413457558
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_mid,40,sigma68,0.11744614693090151
particle_heldout,energy_scale,gradient_boosted_trees,particle_family,external_high_energy_tail_family,122,sigma68,0.20090050959915595
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,pileup_truth,50,sigma68,0.14638515245670747
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,single_truth,72,sigma68,0.21817930018044884
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,linear_truth,60,sigma68,0.1703898041070885
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,saturation_truth,62,sigma68,0.18797794942628154
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_high,41,sigma68,0.3600608490407467
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_low,41,sigma68,0.23659352436661718
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_mid,40,sigma68,0.21053111776709554
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_memory,41,sigma68,0.2552797466516495
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_mid,40,sigma68,0.2549356846511364
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_quiet,41,sigma68,0.33960392773151393
particle_heldout,energy_scale,mlp,pulse_shape_bin,high_harmonic,41,sigma68,0.23393056243658072
particle_heldout,energy_scale,mlp,pulse_shape_bin,low_harmonic,41,sigma68,0.329743430018425
particle_heldout,energy_scale,mlp,pulse_shape_bin,mid_harmonic,40,sigma68,0.2993897289037704
particle_heldout,energy_scale,mlp,energy_bin,energy_high,41,sigma68,0.29398201629519466
particle_heldout,energy_scale,mlp,energy_bin,energy_low,41,sigma68,0.29488586038351067
particle_heldout,energy_scale,mlp,energy_bin,energy_mid,40,sigma68,0.23406467482447624
particle_heldout,energy_scale,mlp,particle_family,external_high_energy_tail_family,122,sigma68,0.28438529193401335
