run,stave,stave_idx,amplitude_adc,baseline_adc,pid_name,true_energy_mev,g4_n_sci_hits,split_name,tail_amplitude_bin,pedestal_history_bin,pulse_shape_bin,energy_bin,particle_family,pileup_flag,saturation_flag
50,B6,2,10451.533,68.913994,proton,87.86540194669057,4,run_heldout,tail_low,pedestal_mid,high_harmonic,energy_high,proton_family,pileup_truth,linear_truth
50,B2,0,14314.262,-2986.2153,deuteron,41.81339179994064,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,saturation_truth
50,B4,1,14713.481,23.93163,proton,69.19470728740723,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
50,B8,3,13848.25,-49.27152,deuteron,66.45633878033829,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
50,B4,1,11986.067,-858.3756,deuteron,36.06242839443766,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
50,B4,1,16096.485,-857.117,proton,53.73402296568953,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
50,B8,3,7710.9756,17.379517,deuteron,32.18479122031067,1,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
50,B2,0,16598.193,-2636.1003,proton,54.78918902440496,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
50,B6,2,9028.612,17.406933,deuteron,58.908323829850005,2,run_heldout,tail_mid,pedestal_quiet,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
50,B8,3,10083.046,-3.5748396,deuteron,54.9764605335003,3,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
50,B8,3,10161.793,-85.05319,deuteron,75.08822506563786,2,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
50,B6,2,19936.797,-980.5868,deuteron,63.49421456019278,1,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
50,B4,1,15298.097,-908.8274,deuteron,53.60427201226076,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,saturation_truth
50,B8,3,11382.066,-52.114265,proton,87.16756570389167,4,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_high,proton_family,pileup_truth,linear_truth
50,B8,3,16230.935,-40.31008,deuteron,64.95984528154096,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
50,B2,0,5246.7197,-896.5401,proton,21.9764064200642,2,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,pileup_truth,linear_truth
50,B6,2,15705.731,-14.456736,deuteron,83.65640470458403,2,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
50,B2,0,13748.096,-191.80066,deuteron,61.16671721200076,2,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
50,B8,3,13024.602,16.779408,deuteron,53.19942960857811,7,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
50,B2,0,11685.6045,-555.1989,deuteron,101.423880493684,3,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
50,B8,3,14680.908,13.525708,deuteron,89.0906644901031,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
50,B8,3,16901.18,-460.3636,deuteron,63.885441468278735,2,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
50,B6,2,20420.25,-1221.7063,deuteron,90.44541914696256,3,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
50,B2,0,23307.88,-3556.986,deuteron,108.31719016902171,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
50,B2,0,19257.887,-747.3953,deuteron,76.95353094474953,3,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
50,B2,0,24002.404,-3044.0005,proton,81.91219456500505,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
50,B8,3,14498.506,-74.04631,proton,58.88101928675684,4,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_mid,proton_family,single_truth,saturation_truth
50,B4,1,12861.692,26.827644,deuteron,59.39679485407128,2,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
50,B6,2,12577.987,-2.417572,deuteron,45.97942478258873,2,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
50,B2,0,10299.459,-836.2058,deuteron,36.0256280898285,1,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
50,B8,3,12596.746,-493.7315,deuteron,58.41453572484888,2,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
50,B2,0,19619.139,-812.66223,proton,75.36010968190574,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
50,B2,0,18877.676,-369.40424,proton,97.78893497937236,3,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
50,B4,1,6533.8574,-250.84418,deuteron,117.07601909301653,3,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
50,B4,1,9930.281,-45.261818,proton,57.32389216952693,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_mid,proton_family,single_truth,linear_truth
50,B6,2,15363.044,-978.4978,proton,74.09627892180748,6,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
50,B4,1,19580.305,-807.9036,deuteron,74.32508652023282,6,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
50,B4,1,20279.365,-1500.4348,deuteron,60.348739034645966,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
50,B6,2,6914.738,31.377739,proton,24.030342433557017,2,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
50,B2,0,18607.598,-700.4605,proton,51.46031701960917,3,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
50,B6,2,7918.984,-46.54785,proton,57.21775711761184,4,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_mid,proton_family,single_truth,linear_truth
50,B4,1,11653.7,-15.249147,proton,75.24434508696541,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
50,B4,1,16600.621,-1681.2423,deuteron,80.88362740563555,6,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
50,B6,2,10532.488,12.125893,proton,73.70349131531154,4,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
50,B8,3,13291.725,-13.089242,deuteron,61.83756483906929,2,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
50,B8,3,9088.721,-29.664703,deuteron,91.68878348621992,2,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
50,B2,0,15907.75,-94.67474,deuteron,57.51583403240279,3,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
50,B6,2,15635.036,-971.28284,proton,52.82740947169936,3,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_low,proton_family,single_truth,saturation_truth
50,B6,2,18946.635,-419.615,deuteron,110.59682835238031,3,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
50,B6,2,5868.0796,36.72191,proton,51.93596790950754,3,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
50,B6,2,10448.426,-27.687016,proton,57.56134755323113,4,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
50,B2,0,23899.412,-3223.9517,deuteron,85.49779806339964,2,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
50,B4,1,13365.248,-117.34529,proton,39.70807845568234,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
50,B4,1,17905.027,-1491.276,proton,53.90641154343916,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
50,B6,2,6367.9585,-55.179527,deuteron,53.322831160519065,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
50,B8,3,15967.057,-360.18872,proton,75.58072442368372,4,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_high,proton_family,single_truth,saturation_truth
50,B6,2,15306.052,-1075.1979,deuteron,47.027411003417896,1,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_low,deuteron_other_family,single_truth,saturation_truth
50,B4,1,1559.141,-179.40128,proton,4.488706675086168,1,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B2,0,26156.463,-2897.0142,deuteron,68.31673221329895,2,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B4,1,17581.877,-1268.3341,proton,57.40490929990408,3,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
57,B2,0,15888.001,-198.3795,deuteron,71.98637639724079,8,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B6,2,6850.7515,-47.627605,deuteron,67.24593524334118,2,run_heldout,tail_low,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
57,B4,1,18900.762,-1504.9078,proton,66.65452763972672,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
57,B6,2,8869.018,-897.5372,deuteron,33.00243780281222,1,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B6,2,14877.055,-7.217619,proton,74.57731527777754,4,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
57,B4,1,7901.9585,80.97226,proton,84.27599830973423,6,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_high,proton_family,pileup_truth,linear_truth
57,B2,0,13451.692,-325.0419,deuteron,57.84156408240644,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
57,B6,2,5181.3438,-79.66362,proton,21.951711019103904,3,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
57,B6,2,15867.089,-40.054386,deuteron,66.69778627600117,2,run_heldout,tail_low,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B8,3,16121.291,19.052975,deuteron,107.88619351893314,5,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
57,B8,3,11719.572,-20.993565,proton,49.90250575599294,2,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
57,B2,0,13504.09,-2409.9907,deuteron,22.255073654218265,1,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B2,0,10264.992,-415.2511,deuteron,35.643307593339614,1,run_heldout,tail_mid,pedestal_memory,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B8,3,13639.058,-460.65155,deuteron,89.47725602732245,2,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
57,B8,3,15915.239,-25.25247,deuteron,63.83731259877341,3,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B2,0,10178.295,-206.50226,proton,43.45669599330143,6,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
57,B6,2,7733.0923,28.164463,deuteron,31.315625280806884,1,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B4,1,14480.152,-1466.014,proton,82.61059815457338,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
57,B4,1,14772.479,-607.4621,deuteron,89.82028921219319,3,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
57,B2,0,6555.7334,-3109.1987,deuteron,14.520219554069868,1,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B6,2,7035.8286,-96.71851,proton,25.24571324263574,1,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
57,B6,2,14195.065,-52.381226,proton,59.89461063348935,4,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
57,B4,1,13884.43,16.424644,deuteron,57.82745446098493,2,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
57,B8,3,15061.397,-39.896385,proton,90.07875300372214,5,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
57,B8,3,18251.125,8.830944,proton,67.81190637234914,6,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
57,B4,1,17028.434,-743.2119,deuteron,65.00012737446741,2,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B8,3,15415.958,-335.5193,deuteron,90.05771912692734,2,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
57,B4,1,19404.979,-1089.935,deuteron,79.99293912633428,3,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
57,B8,3,10844.313,-35.53643,proton,57.758324164707794,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
57,B8,3,15879.234,-44.463398,deuteron,59.507929916971534,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B6,2,10533.065,-0.983078,deuteron,42.66738360309395,1,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
57,B2,0,19905.354,-2229.0269,proton,56.224451592484336,3,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
57,B6,2,3190.9688,-299.1958,proton,12.403799295487088,1,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
57,B6,2,14132.497,-39.5867,deuteron,69.52724746919228,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
57,B4,1,7403.484,-250.145,proton,86.15795886447226,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,proton_family,single_truth,linear_truth
57,B2,0,1729.0159,-1387.759,deuteron,0.6503247324143597,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
57,B4,1,20319.387,-1868.7568,deuteron,54.271825042499245,1,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,single_truth,saturation_truth
57,B8,3,10748.256,58.056477,proton,57.6150902045228,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B6,2,6772.8745,-44.806976,deuteron,27.103601428409263,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
57,B6,2,11812.021,-11.461845,proton,80.97912121225039,4,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_high,proton_family,single_truth,linear_truth
57,B4,1,9461.343,-1336.8384,proton,71.14515114282275,5,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B2,0,19902.725,-1199.7498,proton,60.891236608982894,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,proton_family,single_truth,saturation_truth
57,B8,3,6054.593,-11.995709,proton,92.75743402789992,3,run_heldout,tail_mid,pedestal_quiet,low_harmonic,energy_high,proton_family,single_truth,linear_truth
57,B8,3,9423.505,34.569,deuteron,125.56789545705612,3,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
57,B6,2,11946.6875,-1043.7339,deuteron,89.20874947431078,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
57,B8,3,7641.2715,-12.574495,deuteron,42.86814753579657,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
57,B6,2,14423.642,-815.03723,proton,56.16300425200672,4,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
57,B8,3,5395.5854,-39.21395,proton,55.0490392422445,3,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B8,3,10676.979,-129.92746,proton,45.67988212522594,2,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B4,1,14657.661,-0.29780006,proton,75.1624845146167,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
57,B8,3,9182.629,-11.345627,deuteron,60.59710958613989,1,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
57,B4,1,16267.738,-2132.2686,proton,55.52661833567164,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_mid,proton_family,single_truth,saturation_truth
57,B8,3,8326.36,-11.792686,proton,34.866915254926944,1,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B4,1,23155.79,-1867.6467,proton,79.88736689090507,2,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
57,B8,3,10220.786,-19.54634,proton,74.50495043428977,4,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B8,3,11318.583,-43.977005,proton,58.70155112886059,4,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B8,3,6131.013,20.792332,proton,64.40474954226198,4,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B8,3,6147.3813,9.757886,proton,74.13877520546717,4,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
57,B2,0,17595.021,-2006.9781,proton,54.55999850244038,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
57,B6,2,6455.93,-656.46295,proton,21.781368689020468,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B8,3,6722.6343,-26.485617,deuteron,76.9563668412706,2,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
57,B8,3,6320.337,-23.654938,proton,25.144176499494865,1,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
57,B6,2,9023.15,26.33598,deuteron,72.6816104435772,3,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
57,B6,2,10974.093,-8.143297,deuteron,104.8054156552452,6,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
57,B4,1,4610.1943,46.933105,deuteron,78.96168270333034,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
57,B6,2,14282.774,-25.960205,deuteron,120.766156631137,3,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
57,B2,0,20147.492,-1809.9424,proton,54.20668230530087,4,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_low,proton_family,single_truth,saturation_truth
57,B6,2,8794.751,-50.58226,deuteron,44.87685962333998,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
57,B2,0,15094.865,-638.4352,deuteron,57.03232372334011,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
57,B8,3,12200.275,-18.646439,proton,60.2849590872547,7,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
58,B2,0,13543.108,-1178.8733,proton,52.52415629789026,3,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B4,1,11780.507,78.670425,deuteron,87.3112367208718,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
58,B4,1,13317.656,215.56766,deuteron,61.37655417655275,2,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
58,B4,1,18807.723,-1908.9655,proton,54.80265998020579,4,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
58,B6,2,13901.623,-52.826443,deuteron,62.33808943141692,1,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
58,B6,2,9939.415,-51.562675,deuteron,44.461208630870594,1,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
58,B8,3,4395.7144,25.977736,proton,22.893769114368958,3,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B2,0,15683.666,-223.63652,deuteron,59.345855930724255,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
58,B2,0,10525.648,33.463554,proton,54.29543240510993,2,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B8,3,8708.217,-54.82932,proton,38.95164396738152,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B4,1,13034.068,9.727053,proton,55.05000300608852,4,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
58,B6,2,9156.536,10.209141,proton,46.0269832901766,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B8,3,9385.581,-127.11081,deuteron,109.38579194671556,5,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
58,B2,0,18563.137,-884.9889,proton,86.72722294834084,7,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
58,B6,2,6139.191,-35.34765,proton,25.813922906256117,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B4,1,20484.963,-1948.4116,deuteron,116.90226794046632,3,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
58,B4,1,12729.145,13.711929,proton,52.15164949967833,3,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B6,2,12169.683,-19.935581,deuteron,61.14847994977494,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
58,B2,0,12190.776,-412.3191,proton,80.05884970553547,5,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,pileup_truth,linear_truth
