split_name,endpoint,method,auc,ece,n,positives
particle_heldout,pedestal_noise_color,1d_cnn,0.9491071428571429,0.37929534644906737,122,10
particle_heldout,pedestal_noise_color,gradient_boosted_trees,1.0,0.010580248370431665,122,10
particle_heldout,pedestal_noise_color,mlp,0.9410714285714284,0.4545766855333602,122,10
particle_heldout,pedestal_noise_color,ridge,0.9910714285714285,0.2756755869236447,122,10
particle_heldout,pedestal_noise_color,spectral_transformer_new,0.9437500000000001,0.4350963335227468,122,10
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.9910714285714286,0.2697363238047466,122,10
particle_heldout,pid_separation,1d_cnn,0.5103466809997312,0.05209895530257215,122,61
particle_heldout,pid_separation,gradient_boosted_trees,0.5659768879333512,0.16984982548882,122,61
particle_heldout,pid_separation,mlp,0.5573770491803278,0.10416575266106784,122,61
particle_heldout,pid_separation,ridge,0.5294275732330019,0.03451648442455097,122,61
particle_heldout,pid_separation,spectral_transformer_new,0.5052405267401237,0.066491350737797,122,61
particle_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.5361461972588014,0.023624783321401367,122,61
particle_heldout,pileup_sideband,1d_cnn,0.7716666666666667,0.20506824410418162,122,50
particle_heldout,pileup_sideband,gradient_boosted_trees,0.8352777777777778,0.10546282016651216,122,50
particle_heldout,pileup_sideband,mlp,0.7488888888888888,0.18864791876033,122,50
particle_heldout,pileup_sideband,ridge,0.8588888888888888,0.16620843642764593,122,50
particle_heldout,pileup_sideband,spectral_transformer_new,0.8275,0.21218172311820221,122,50
particle_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.8413888888888889,0.18278000784243176,122,50
particle_heldout,pulse_shape_harmonics,1d_cnn,0.4328358208955224,0.053409145260429156,122,55
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.5712347354138398,0.20402500428708503,122,55
particle_heldout,pulse_shape_harmonics,mlp,0.4925373134328358,0.051074250644508254,122,55
particle_heldout,pulse_shape_harmonics,ridge,0.45128900949796474,0.11135405951299135,122,55
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,0.48656716417910445,0.0511385260350953,122,55
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.473270013568521,0.08735950581861744,122,55
particle_heldout,saturation_clipping,1d_cnn,0.6161290322580645,0.02393140333728245,122,62
particle_heldout,saturation_clipping,gradient_boosted_trees,1.0,0.0006138846782463735,122,62
particle_heldout,saturation_clipping,mlp,0.6193548387096774,0.0636181834179497,122,62
particle_heldout,saturation_clipping,ridge,0.9309139784946237,0.24335191901450873,122,62
particle_heldout,saturation_clipping,spectral_transformer_new,0.6395161290322581,0.11460416696912451,122,62
particle_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.9258064516129032,0.24018106063024539,122,62
run_heldout,pedestal_noise_color,1d_cnn,0.7307466196355085,0.407497580768696,624,57
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.9758037067978589,0.024457467347908466,624,57
run_heldout,pedestal_noise_color,mlp,0.7726260094681148,0.43605502374778904,624,57
run_heldout,pedestal_noise_color,ridge,0.9680373773941024,0.2606056315936295,624,57
run_heldout,pedestal_noise_color,spectral_transformer_new,0.6445125158575451,0.40866920553905256,624,57
run_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.9608279959157152,0.24958208585873148,624,57
run_heldout,pid_separation,1d_cnn,0.5118960788140904,0.000594007050030167,624,311
run_heldout,pid_separation,gradient_boosted_trees,0.5053470716949344,0.24598128483030385,624,311
run_heldout,pid_separation,mlp,0.5082954090175975,0.02196830420617033,624,311
