ablation,method,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,pileup_ap_ci_low,pileup_ap_ci_high,pileup_auc_ci_low,pileup_auc_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_efficiency_ci_low,pid_efficiency_ci_high,pid_purity_ci_low,pid_purity_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,note
nominal,1d_cnn,0.8009913197128536,0.7935634451019067,0.9648148148148148,0.5,0.6382978723404256,0.7381944444444444,2.2502401553609364,10.058114518879037,0.17222222222222222,0.3076923076923077,0.24871794871794872,0.03746995412839008,0.09784780420742198,780,390,0.7583113128355965,0.8367517329164726,0.7629554569362261,0.8247380013149245,0.956809912001066,0.9750552037077479,0.37777777777777777,0.6218068875326938,0.4845328282828283,0.7413793103448276,0.6759637188208616,0.7995419146525826,1.770805386162575,2.7831600926300837,9.162386533825067,10.59294828534885,0.1362970362970363,0.19964068038385058,0.2794871794871795,0.3333333333333333,0.2205128205128205,0.2923717948717948,0.0142835613054331,0.057070974029569906,0.0839799973843842,0.10284784283451037,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,deltaE_over_E_likelihood_template,0.6663008924647946,0.609707429322814,0.8775,0.4166666666666667,0.2777777777777778,0.6631944444444444,0.63391330919778,9.171222491758277,0.14084507042253522,0.6358974358974359,0.15128205128205127,-0.01010249887573067,0.07832611727044153,780,390,0.6542040697524696,0.6784551436020199,0.5888888888888889,0.6298948060486523,0.849947975470988,0.9055470673117731,0.2545454545454545,0.5945945945945946,0.17634453781512607,0.34545454545454546,0.587962382445141,0.742061902527995,0.1878913274687504,1.3526719576205348,7.7502784034905945,10.045276921397537,0.11666666666666667,0.15925925925925927,0.6153846153846154,0.658974358974359,0.12051282051282051,0.18461538461538463,-0.021998949982607655,-0.006204706379500368,0.06046607740395943,0.08583334291091353,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,gradient_boosted_trees,0.8235932756095109,0.8086324786324787,0.9969791666666666,0.9333333333333333,0.9333333333333333,0.9638888888888889,-0.781367685498866,8.52794326905124,0.13309352517985612,0.28717948717948716,0.2153846153846154,-0.00021109713974407074,0.06601008063285926,780,390,0.7872207117064578,0.8558301537729446,0.7826298487836949,0.8332544378698225,0.9924768518518519,0.9996213435991291,0.8627450980392157,0.9814814814814815,0.8688524590163934,0.9814814814814815,0.9265714516259178,0.9891905219174171,-1.2485516233119576,-0.2998474572968446,7.361439727068417,9.351499372256592,0.10116731517509728,0.16891891891891891,0.2230769230769231,0.34102564102564104,0.15384615384615385,0.27692307692307694,-0.005102037725743502,0.006045718526866732,0.06131518540803996,0.07219563023053611,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,joint_sequence_transformer,0.7623874059333906,0.7555489809335962,0.851875,0.3333333333333333,0.38461538461538464,0.6444444444444445,3.1992967921485604,11.253360639940269,0.22270742358078602,0.4128205128205128,0.19230769230769232,0.0012702460285040382,0.09884743405359525,780,390,0.7331693281635246,0.7899016098802192,0.7298093359631821,0.7727810650887574,0.8424674427782162,0.8650286605986779,0.15555555555555556,0.4461538461538462,0.16666666666666666,0.5272727272727272,0.553968253968254,0.7027972027972028,2.5089185767194966,4.435345039736882,10.445176945350541,12.115755126611607,0.19736842105263158,0.25977087605377075,0.3769230769230769,0.44871794871794873,0.14871794871794872,0.26153846153846155,-0.009216547355298147,0.021467849399615973,0.08747797825562796,0.11279945613747265,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,mlp,0.8077534829040912,0.8026232741617356,0.9753009259259259,0.6166666666666667,0.925,0.80625,-2.3321978984022484,14.020586172035571,0.31,0.358974358974359,0.2,-0.011668525092390622,0.1301138234995107,780,390,0.775180893575209,0.8396460755302564,0.7851545036160421,0.8192307692307692,0.9518357556077087,0.9939802061014182,0.4897959183673469,0.742435064935065,0.8055555555555556,1.0,0.740109997487367,0.8712121212121212,-3.4047087952762,-1.5698453859824912,12.996966976599458,15.057641366507378,0.2863247863247863,0.3314176245210728,0.2948717948717949,0.4129487179487178,0.16153846153846155,0.24615384615384617,-0.042362204839791376,0.0020390043822335704,0.10718384604050997,0.13942851582114849,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,ridge,0.8185731244527048,0.8164168310322156,0.9950462962962963,0.6333333333333333,0.95,0.8152777777777778,-0.718032073019419,9.48251825012904,0.125,0.28205128205128205,0.21025641025641026,0.001475315582317021,0.06386573135707058,780,390,0.7996070710447137,0.8421580391075855,0.7988099934253781,0.8372781065088757,0.9902532827983864,0.9987052730696799,0.4599754098360656,0.7924528301886793,0.817965367965368,1.0,0.7286301369863014,0.8934753834574758,-1.2115854609694754,-0.014079555972492663,9.004578259481958,10.31630111697138,0.08823529411764706,0.15870307167235495,0.23076923076923078,0.34615384615384615,0.16153846153846155,0.2564102564102564,-0.0057614918309911705,0.00935749243056968,0.05239952362420827,0.07618288949973569,standard run-held-out evaluation with per-method pile-up accept/reject mask
nominal,template_residual_boosted_stack_new,0.832298111999444,0.8110650887573965,0.9958796296296296,0.8833333333333333,0.9298245614035088,0.9388888888888889,-0.5239220993306315,7.532397283759352,0.10754716981132076,0.32051282051282054,0.19230769230769232,-0.0013879973470233991,0.06697297460322822,780,390,0.7979211187237214,0.8651842484786468,0.78077580539119,0.8409993425378042,0.9930193898012379,0.9983192478208477,0.8473496178132269,0.9318560606060605,0.8570684523809523,0.9836131676361713,0.9220758196656891,0.9611724337709392,-0.8629366151383344,-0.18231434115334905,6.837751707552341,8.5485889047998,0.07782101167315175,0.14481564050069384,0.26153846153846155,0.37948717948717947,0.14358974358974358,0.24878205128205122,-0.010465334841553452,0.014299523769803306,0.06216600959283504,0.07047628187151564,standard run-held-out evaluation with per-method pile-up accept/reject mask
pedestal_sensitive_tail_shape_top_quartile,1d_cnn,0.8801271478213337,0.8101679104477612,0.9461914744933613,0.6666666666666666,0.7058823529411765,0.8018867924528301,2.0528630050291508,11.993590023728197,0.23109243697478993,0.0703125,0.5522388059701493,0.047511661137296504,0.11211763256120502,195,128,0.8298066076397458,0.9315590178921868,0.7464248356752935,0.8881011970280682,0.9336316181953765,0.9597972739820565,0.5625,0.7692307692307693,0.6,0.7674418604651163,0.751664201183432,0.8499421296296297,0.6157848448821213,3.568083545574492,11.019852103365132,12.455007681430901,0.17108134920634924,0.2845297805642633,0.041344827586206896,0.10810810810810811,0.49333333333333335,0.6333730158730158,0.01296924820855579,0.10934903684139868,0.09937958305938421,0.1246420098935428,stress slice for events most sensitive to pedestal subtraction and late-tail baseline motion
pedestal_sensitive_tail_shape_top_quartile,deltaE_over_E_likelihood_template,0.8108902304983832,0.6696595149253731,0.862858141160028,0.5,0.4186046511627907,0.6713836477987422,-1.4197235720060553,8.615531719402957,0.15,0.53125,0.16417910447761194,-0.012787934923465864,0.06916393069973456,195,128,0.7786681347398394,0.8405062056841538,0.6262523799329213,0.7074869791666667,0.8192137870524667,0.9139957264957265,0.21428571428571427,0.75,0.21428571428571427,0.5636363636363636,0.5348692403486924,0.7939189189189189,-4.211250070876744,0.4108900613463051,8.147245352311714,11.02005074895408,0.13333333333333333,0.17710069444444443,0.4715447154471545,0.5923076923076923,0.08692546583850931,0.2581702802749867,-0.05567874044779229,-0.008411942761755359,0.05860911251123873,0.09683025529039938,stress slice for events most sensitive to pedestal subtraction and late-tail baseline motion
pedestal_sensitive_tail_shape_top_quartile,gradient_boosted_trees,0.8963487282209616,0.8263759328358209,0.9914395527603074,0.9166666666666666,1.0,0.9583333333333333,0.22731311695591394,8.28141066324172,0.14782608695652175,0.1015625,0.5074626865671642,0.0033336256889738088,0.07744897308374005,195,128,0.8526968229912664,0.9362774036331388,0.7656514276158992,0.8814712643678161,0.9795879795879795,1.0,0.8,1.0,1.0,1.0,0.9,1.0,-1.5940720962536157,1.3631665292338457,7.692479492798907,12.025893603943048,0.092421968787515,0.24076035781544253,0.06662601626016261,0.14516129032258066,0.4166666666666667,0.5757704160246534,-0.025251102837017817,0.03699308584892119,0.06793829803312959,0.08734779525247834,stress slice for events most sensitive to pedestal subtraction and late-tail baseline motion
