method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.7297575195362007,0.7396449704142012,0.9793762575452716,0.7142857142857143,0.7142857142857143,0.8430583501006037,1.8321071589984328,8.812256769280797,0.10909090909090909,0.2948717948717949,0.3333333333333333,0.007206797949064684,0.08101385800646389,156,78
1d_cnn,60,0.8394437072592031,0.8427021696252465,0.9669030732860521,0.4666666666666667,0.7,0.7226950354609929,2.387459183326479,10.273229673743845,0.19298245614035087,0.2692307692307692,0.21794871794871795,0.09001063577867782,0.0985850509705706,156,78
1d_cnn,62,0.846537302622167,0.8040762656147271,0.9473214285714285,0.5,0.8,0.7428571428571429,2.8875343074475257,10.821761074423005,0.22,0.358974358974359,0.21794871794871795,0.053627715508406316,0.09674529834418331,156,78
1d_cnn,64,0.7892293478819395,0.7878040762656148,0.9602739726027397,0.3,0.375,0.6328767123287671,2.9169742852684832,9.847416477981753,0.18181818181818182,0.2948717948717949,0.23076923076923078,0.0321508882183223,0.09225968404990996,156,78
1d_cnn,65,0.8115020298808333,0.7892833662064432,0.9761589403973511,0.4,0.4,0.6900662251655629,1.6680500049565472,8.580254637667949,0.16037735849056603,0.32051282051282054,0.24358974358974358,0.044639050399874314,0.10373827688221499,156,78
deltaE_over_E_likelihood_template,58,0.6488418633477431,0.5874424720578567,0.9139839034205233,0.7142857142857143,0.38461538461538464,0.8008048289738431,-1.0769181937167671,7.234863250807022,0.13793103448275862,0.6282051282051282,0.20512820512820512,-0.018356996982078346,0.047351792983873646,156,78
deltaE_over_E_likelihood_template,60,0.6836946334979426,0.635026298487837,0.8817966903073287,0.26666666666666666,0.2857142857142857,0.597872340425532,1.1621486058719732,10.760312699288654,0.15517241379310345,0.6282051282051282,0.11538461538461539,-0.01781114138150844,0.07266955522870486,156,78
deltaE_over_E_likelihood_template,62,0.6620612187913346,0.6155489809335963,0.8272321428571429,0.4375,0.3181818181818182,0.6651785714285714,0.31702009760254946,8.522766815620805,0.16071428571428573,0.6410256410256411,0.14102564102564102,-0.0008878671237101347,0.07464379356613005,156,78
deltaE_over_E_likelihood_template,64,0.6674837713083958,0.6322320841551612,0.8993150684931507,0.2,0.13333333333333333,0.5554794520547945,1.9304277802652692,8.940362171814392,0.16,0.6794871794871795,0.11538461538461539,-0.02689716461091983,0.06519449366496387,156,78
deltaE_over_E_likelihood_template,65,0.6726995105892197,0.5786489151873767,0.9046357615894041,0.4,0.15384615384615385,0.6635761589403973,0.5996504163143257,7.289587824721157,0.0967741935483871,0.6025641025641025,0.1794871794871795,-0.005886583226681322,0.06900721304524784,156,78
gradient_boosted_trees,58,0.7764685805466904,0.7795857988165681,0.9984909456740443,1.0,0.9333333333333333,0.9964788732394366,-0.11394369254504433,7.138542604288999,0.13157894736842105,0.2692307692307692,0.3076923076923077,-0.006073679985837897,0.07465883992666957,156,78
gradient_boosted_trees,60,0.8722950287664172,0.8372781065088758,0.9990543735224586,0.9333333333333333,1.0,0.9666666666666667,-0.3913862389477707,10.22891695755919,0.12295081967213115,0.21794871794871795,0.2948717948717949,0.007745791531616733,0.06658635155213148,156,78
