run,eventno,evt,stave,channel,amplitude_adc,peak_sample,source_index,injection_rep,dropout_sample,regime,truth_time_samples
31,429147,7316,B2,0,8679.5,6,50,1,9,leading_edge_preserved,3.6104605197906494
31,408533,4520,B2,0,6167.5,5,51,0,3,leading_edge_destroyed,3.3548498153686523
31,408533,4520,B2,0,6167.5,5,51,1,10,leading_edge_preserved,3.3548498153686523
31,414469,10057,B2,0,5984.0,6,52,0,4,leading_edge_destroyed,4.021034240722656
31,414469,10057,B2,0,5984.0,6,52,1,10,leading_edge_preserved,4.021034240722656
31,406592,2701,B2,0,9423.0,6,53,0,6,leading_edge_destroyed,4.199752330780029
31,406592,2701,B2,0,9423.0,6,53,1,12,leading_edge_preserved,4.199752330780029
31,414379,9976,B2,0,4410.5,7,54,0,5,leading_edge_destroyed,5.008652210235596
31,414379,9976,B2,0,4410.5,7,54,1,16,leading_edge_preserved,5.008652210235596
31,417603,12972,B2,0,4319.5,5,55,0,3,leading_edge_destroyed,2.4137487411499023
31,417603,12972,B2,0,4319.5,5,55,1,16,leading_edge_preserved,2.4137487411499023
31,431106,9132,B2,0,5093.5,7,56,0,6,leading_edge_destroyed,5.103918075561523
31,431106,9132,B2,0,5093.5,7,56,1,14,leading_edge_preserved,5.103918075561523
31,419919,15139,B2,0,7111.5,6,57,0,6,leading_edge_destroyed,4.1203932762146
31,419919,15139,B2,0,7111.5,6,57,1,16,leading_edge_preserved,4.1203932762146
31,420833,15979,B2,0,6701.0,6,58,0,5,leading_edge_destroyed,3.493959665298462
31,420833,15979,B2,0,6701.0,6,58,1,10,leading_edge_preserved,3.493959665298462
31,415330,10853,B2,0,8322.0,6,59,0,4,leading_edge_destroyed,4.134127616882324
31,415330,10853,B2,0,8322.0,6,59,1,9,leading_edge_preserved,4.134127616882324
31,396617,9771,B2,0,8076.0,6,60,0,6,leading_edge_destroyed,4.143561840057373
31,396617,9771,B2,0,8076.0,6,60,1,11,leading_edge_preserved,4.143561840057373
31,417231,12618,B2,0,6740.0,6,61,0,6,leading_edge_destroyed,4.1147613525390625
31,417231,12618,B2,0,6740.0,6,61,1,11,leading_edge_preserved,4.1147613525390625
31,398147,11209,B2,0,8876.0,5,62,0,5,leading_edge_destroyed,3.4872517585754395
31,398147,11209,B2,0,8876.0,5,62,1,13,leading_edge_preserved,3.4872517585754395
31,413553,9207,B2,0,6534.5,6,63,0,4,leading_edge_destroyed,4.083100318908691
31,413553,9207,B2,0,6534.5,6,63,1,10,leading_edge_preserved,4.083100318908691
31,393118,6528,B2,0,5115.0,7,64,0,5,leading_edge_destroyed,4.711079120635986
31,393118,6528,B2,0,5115.0,7,64,1,12,leading_edge_preserved,4.711079120635986
31,408478,4469,B2,0,6450.0,7,65,0,7,leading_edge_destroyed,4.645230293273926
31,408478,4469,B2,0,6450.0,7,65,1,14,leading_edge_preserved,4.645230293273926
31,427623,5906,B2,0,7021.0,6,66,0,4,leading_edge_destroyed,3.376410961151123
31,427623,5906,B2,0,7021.0,6,66,1,13,leading_edge_preserved,3.376410961151123
31,399648,12608,B2,0,7155.5,6,67,0,4,leading_edge_destroyed,4.19611120223999
31,399648,12608,B2,0,7155.5,6,67,1,12,leading_edge_preserved,4.19611120223999
31,425907,4309,B2,0,2737.5,7,68,0,6,leading_edge_destroyed,3.3957273960113525
31,425907,4309,B2,0,2737.5,7,68,1,11,leading_edge_preserved,3.3957273960113525
31,410425,6290,B2,0,1698.5,0,69,0,1,leading_edge_destroyed,0.0
31,410425,6290,B2,0,1698.5,0,69,1,15,leading_edge_preserved,0.0
31,431357,9361,B2,0,2593.0,7,70,0,5,leading_edge_destroyed,4.137051582336426
31,431357,9361,B2,0,2593.0,7,70,1,14,leading_edge_preserved,4.137051582336426
31,401211,14085,B2,0,1004.0,5,71,0,4,leading_edge_destroyed,2.198035478591919
31,401211,14085,B2,0,1004.0,5,71,1,16,leading_edge_preserved,2.198035478591919
31,393418,6808,B2,0,3583.0,7,72,0,7,leading_edge_destroyed,4.8302741050720215
31,393418,6808,B2,0,3583.0,7,72,1,10,leading_edge_preserved,4.8302741050720215
31,427050,5368,B2,0,7938.0,6,73,0,5,leading_edge_destroyed,4.120345592498779
31,427050,5368,B2,0,7938.0,6,73,1,11,leading_edge_preserved,4.120345592498779
31,403718,38,B2,0,8485.0,6,74,0,6,leading_edge_destroyed,3.7262790203094482
31,403718,38,B2,0,8485.0,6,74,1,8,leading_edge_preserved,3.7262790203094482
31,407573,3606,B2,0,2833.0,8,75,0,8,leading_edge_destroyed,4.798489570617676
31,407573,3606,B2,0,2833.0,8,75,1,14,leading_edge_preserved,4.798489570617676
31,393816,7174,B2,0,5681.5,6,76,0,4,leading_edge_destroyed,3.525038957595825
31,393816,7174,B2,0,5681.5,6,76,1,8,leading_edge_preserved,3.525038957595825
31,402181,14994,B2,0,3740.0,7,77,0,7,leading_edge_destroyed,4.615243434906006
31,402181,14994,B2,0,3740.0,7,77,1,11,leading_edge_preserved,4.615243434906006
31,417795,13145,B2,0,7090.0,6,78,0,5,leading_edge_destroyed,4.098732948303223
31,417795,13145,B2,0,7090.0,6,78,1,14,leading_edge_preserved,4.098732948303223
31,411188,6992,B2,0,3358.0,6,79,0,5,leading_edge_destroyed,3.456068277359009
31,411188,6992,B2,0,3358.0,6,79,1,8,leading_edge_preserved,3.456068277359009
31,409136,5080,B2,0,3548.0,7,80,0,7,leading_edge_destroyed,5.082501411437988
31,409136,5080,B2,0,3548.0,7,80,1,13,leading_edge_preserved,5.082501411437988
31,423841,2385,B2,0,7699.0,6,81,0,5,leading_edge_destroyed,3.926826238632202
31,423841,2385,B2,0,7699.0,6,81,1,14,leading_edge_preserved,3.926826238632202
31,403966,272,B2,0,7739.0,6,82,0,5,leading_edge_destroyed,3.8049657344818115
31,403966,272,B2,0,7739.0,6,82,1,9,leading_edge_preserved,3.8049657344818115
31,413503,9160,B2,0,6051.0,6,83,0,4,leading_edge_destroyed,3.5672833919525146
31,413503,9160,B2,0,6051.0,6,83,1,8,leading_edge_preserved,3.5672833919525146
31,413803,9441,B2,0,2116.5,7,84,0,6,leading_edge_destroyed,3.430922031402588
31,413803,9441,B2,0,2116.5,7,84,1,16,leading_edge_preserved,3.430922031402588
31,398774,11796,B2,0,6312.0,5,85,0,3,leading_edge_destroyed,3.415011167526245
31,398774,11796,B2,0,6312.0,5,85,1,11,leading_edge_preserved,3.415011167526245
31,391516,5030,B2,0,2307.0,7,86,0,7,leading_edge_destroyed,4.086153984069824
31,391516,5030,B2,0,2307.0,7,86,1,16,leading_edge_preserved,4.086153984069824
31,414819,10382,B2,0,2138.5,7,87,0,5,leading_edge_destroyed,4.123950004577637
31,414819,10382,B2,0,2138.5,7,87,1,10,leading_edge_preserved,4.123950004577637
31,404554,815,B2,0,7710.0,6,88,0,6,leading_edge_destroyed,4.139403343200684
31,404554,815,B2,0,7710.0,6,88,1,14,leading_edge_preserved,4.139403343200684
31,406393,2515,B2,0,8642.5,5,89,0,4,leading_edge_destroyed,3.2496557235717773
31,406393,2515,B2,0,8642.5,5,89,1,15,leading_edge_preserved,3.2496557235717773
31,408403,4407,B2,0,4492.5,6,90,0,6,leading_edge_destroyed,3.5501022338867188
31,408403,4407,B2,0,4492.5,6,90,1,16,leading_edge_preserved,3.5501022338867188
31,415360,10881,B2,0,7111.5,6,91,0,5,leading_edge_destroyed,4.130379676818848
31,415360,10881,B2,0,7111.5,6,91,1,13,leading_edge_preserved,4.130379676818848
31,395834,9038,B2,0,5195.5,6,92,0,6,leading_edge_destroyed,3.7343218326568604
31,395834,9038,B2,0,5195.5,6,92,1,11,leading_edge_preserved,3.7343218326568604
31,428278,6513,B2,0,6522.0,6,93,0,5,leading_edge_destroyed,4.17054557800293
31,428278,6513,B2,0,6522.0,6,93,1,10,leading_edge_preserved,4.17054557800293
31,407708,3736,B2,0,6239.5,5,94,0,5,leading_edge_destroyed,3.4122326374053955
31,407708,3736,B2,0,6239.5,5,94,1,16,leading_edge_preserved,3.4122326374053955
31,398051,11120,B2,0,4676.0,5,95,0,4,leading_edge_destroyed,3.339085340499878
31,398051,11120,B2,0,4676.0,5,95,1,8,leading_edge_preserved,3.339085340499878
31,417398,12776,B2,0,6169.5,6,96,0,4,leading_edge_destroyed,3.554891586303711
31,417398,12776,B2,0,6169.5,6,96,1,10,leading_edge_preserved,3.554891586303711
31,405956,2106,B2,0,7789.5,6,97,0,6,leading_edge_destroyed,4.1902079582214355
31,405956,2106,B2,0,7789.5,6,97,1,16,leading_edge_preserved,4.1902079582214355
31,412772,8453,B2,0,7694.0,6,98,0,6,leading_edge_destroyed,4.187026023864746
31,412772,8453,B2,0,7694.0,6,98,1,11,leading_edge_preserved,4.187026023864746
31,417427,12802,B4,2,4992.0,6,99,0,6,leading_edge_destroyed,3.9175918102264404
31,417427,12802,B4,2,4992.0,6,99,1,8,leading_edge_preserved,3.9175918102264404
31,427270,5573,B2,0,6434.5,6,100,0,5,leading_edge_destroyed,4.153069496154785
31,427270,5573,B2,0,6434.5,6,100,1,12,leading_edge_preserved,4.153069496154785
31,427545,5834,B2,0,3078.0,7,101,0,6,leading_edge_destroyed,4.405750274658203
31,427545,5834,B2,0,3078.0,7,101,1,16,leading_edge_preserved,4.405750274658203
31,414495,10082,B2,0,4981.5,5,102,0,3,leading_edge_destroyed,3.295806884765625
31,414495,10082,B2,0,4981.5,5,102,1,8,leading_edge_preserved,3.295806884765625
31,416276,11731,B2,0,7521.5,5,103,0,3,leading_edge_destroyed,3.2461230754852295
31,416276,11731,B2,0,7521.5,5,103,1,12,leading_edge_preserved,3.2461230754852295
31,400273,13201,B2,0,5454.0,6,104,0,6,leading_edge_destroyed,3.723267078399658
31,400273,13201,B2,0,5454.0,6,104,1,9,leading_edge_preserved,3.723267078399658
31,414828,10390,B2,0,1069.5,7,105,0,6,leading_edge_destroyed,3.929729700088501
31,414828,10390,B2,0,1069.5,7,105,1,12,leading_edge_preserved,3.929729700088501
31,426696,5042,B2,0,5798.0,5,106,0,3,leading_edge_destroyed,3.3160672187805176
31,426696,5042,B2,0,5798.0,5,106,1,14,leading_edge_preserved,3.3160672187805176
31,405239,1443,B2,0,5901.0,5,107,0,4,leading_edge_destroyed,3.4557716846466064
31,405239,1443,B2,0,5901.0,5,107,1,8,leading_edge_preserved,3.4557716846466064
31,426247,4624,B2,0,9302.0,6,108,0,6,leading_edge_destroyed,3.5673701763153076
31,426247,4624,B2,0,9302.0,6,108,1,13,leading_edge_preserved,3.5673701763153076
31,420534,15697,B2,0,5456.5,6,109,0,5,leading_edge_destroyed,3.5513062477111816
31,420534,15697,B2,0,5456.5,6,109,1,14,leading_edge_preserved,3.5513062477111816
31,409308,5245,B2,0,7250.5,6,110,0,6,leading_edge_destroyed,3.409783363342285
31,409308,5245,B2,0,7250.5,6,110,1,14,leading_edge_preserved,3.409783363342285
31,416272,11729,B2,0,5342.0,6,111,0,6,leading_edge_destroyed,3.779238224029541
31,416272,11729,B2,0,5342.0,6,111,1,16,leading_edge_preserved,3.779238224029541
31,398499,11541,B2,0,1507.5,0,112,0,1,leading_edge_destroyed,0.0
31,398499,11541,B2,0,1507.5,0,112,1,10,leading_edge_preserved,0.0
31,408944,4900,B2,0,2844.0,8,113,0,7,leading_edge_destroyed,4.444108009338379
31,408944,4900,B2,0,2844.0,8,113,1,13,leading_edge_preserved,4.444108009338379
31,399133,12131,B2,0,8633.5,5,114,0,3,leading_edge_destroyed,3.604200839996338
31,399133,12131,B2,0,8633.5,5,114,1,11,leading_edge_preserved,3.604200839996338
31,422169,840,B2,0,1727.5,7,115,0,5,leading_edge_destroyed,4.327635288238525
31,422169,840,B2,0,1727.5,7,115,1,16,leading_edge_preserved,4.327635288238525
31,429509,7654,B2,0,8402.0,6,116,0,6,leading_edge_destroyed,3.487492322921753
31,429509,7654,B2,0,8402.0,6,116,1,12,leading_edge_preserved,3.487492322921753
31,396761,9911,B2,0,4551.5,6,117,0,6,leading_edge_destroyed,3.4421944618225098
31,396761,9911,B2,0,4551.5,6,117,1,12,leading_edge_preserved,3.4421944618225098
31,416598,12027,B2,0,9505.5,6,118,0,6,leading_edge_destroyed,4.101998805999756
31,416598,12027,B2,0,9505.5,6,118,1,13,leading_edge_preserved,4.101998805999756
31,425524,3951,B2,0,5790.0,6,119,0,6,leading_edge_destroyed,4.069263935089111
31,425524,3951,B2,0,5790.0,6,119,1,12,leading_edge_preserved,4.069263935089111
31,429105,7279,B2,0,6643.5,6,120,0,4,leading_edge_destroyed,3.716602325439453
31,429105,7279,B2,0,6643.5,6,120,1,13,leading_edge_preserved,3.716602325439453
31,395939,9135,B2,0,7798.0,6,121,0,5,leading_edge_destroyed,4.0544939041137695
31,395939,9135,B2,0,7798.0,6,121,1,9,leading_edge_preserved,4.0544939041137695
31,424561,3059,B2,0,7581.0,6,122,0,5,leading_edge_destroyed,3.518603801727295
31,424561,3059,B2,0,7581.0,6,122,1,14,leading_edge_preserved,3.518603801727295
31,405455,1636,B2,0,6302.0,5,123,0,3,leading_edge_destroyed,3.3315951824188232
31,405455,1636,B2,0,6302.0,5,123,1,10,leading_edge_preserved,3.3315951824188232
31,422804,1425,B2,0,5823.5,6,124,0,6,leading_edge_destroyed,3.604811429977417
31,422804,1425,B2,0,5823.5,6,124,1,10,leading_edge_preserved,3.604811429977417
31,394250,7568,B2,0,7120.5,6,125,0,5,leading_edge_destroyed,4.270122528076172
31,394250,7568,B2,0,7120.5,6,125,1,14,leading_edge_preserved,4.270122528076172
31,400947,13832,B2,0,7751.5,6,126,0,5,leading_edge_destroyed,3.3619298934936523
31,400947,13832,B2,0,7751.5,6,126,1,10,leading_edge_preserved,3.3619298934936523
31,425932,4334,B4,2,2279.0,10,127,0,8,leading_edge_destroyed,6.595328330993652
31,425932,4334,B4,2,2279.0,10,127,1,15,leading_edge_preserved,6.595328330993652
31,430915,8954,B2,0,1271.0,2,128,0,2,leading_edge_destroyed,1.5559825897216797
31,430915,8954,B2,0,1271.0,2,128,1,9,leading_edge_preserved,1.5559825897216797
31,395840,9044,B2,0,7486.5,6,129,0,5,leading_edge_destroyed,3.558814287185669
31,395840,9044,B2,0,7486.5,6,129,1,9,leading_edge_preserved,3.558814287185669
31,411789,7556,B2,0,7868.0,6,130,0,5,leading_edge_destroyed,3.6240718364715576
31,411789,7556,B2,0,7868.0,6,130,1,15,leading_edge_preserved,3.6240718364715576
31,405554,1728,B2,0,8029.0,5,131,0,5,leading_edge_destroyed,3.4751944541931152
31,405554,1728,B2,0,8029.0,5,131,1,15,leading_edge_preserved,3.4751944541931152
31,400471,13385,B2,0,5325.5,5,132,0,4,leading_edge_destroyed,3.3136777877807617
31,400471,13385,B2,0,5325.5,5,132,1,12,leading_edge_preserved,3.3136777877807617
31,427929,6189,B2,0,6668.0,6,133,0,6,leading_edge_destroyed,4.264556407928467
31,427929,6189,B2,0,6668.0,6,133,1,8,leading_edge_preserved,4.264556407928467
31,428481,6693,B2,0,7425.0,5,134,0,5,leading_edge_destroyed,3.21234393119812
31,428481,6693,B2,0,7425.0,5,134,1,9,leading_edge_preserved,3.21234393119812
31,404576,835,B2,0,7427.5,6,135,0,6,leading_edge_destroyed,3.677830219268799
31,404576,835,B2,0,7427.5,6,135,1,8,leading_edge_preserved,3.677830219268799
31,415147,10690,B2,0,7127.5,6,136,0,4,leading_edge_destroyed,4.180383682250977
31,415147,10690,B2,0,7127.5,6,136,1,8,leading_edge_preserved,4.180383682250977
31,415241,10774,B2,0,5759.5,6,137,0,4,leading_edge_destroyed,4.092268466949463
31,415241,10774,B2,0,5759.5,6,137,1,15,leading_edge_preserved,4.092268466949463
31,391593,5103,B2,0,7075.5,6,138,0,5,leading_edge_destroyed,4.220260143280029
31,391593,5103,B2,0,7075.5,6,138,1,10,leading_edge_preserved,4.220260143280029
31,420271,15463,B2,0,6702.0,6,139,0,6,leading_edge_destroyed,4.069018363952637
31,420271,15463,B2,0,6702.0,6,139,1,10,leading_edge_preserved,4.069018363952637
31,409303,5240,B2,0,6866.0,5,140,0,4,leading_edge_destroyed,3.4288382530212402
31,409303,5240,B2,0,6866.0,5,140,1,16,leading_edge_preserved,3.4288382530212402
31,399517,12481,B4,2,2435.5,10,141,0,8,leading_edge_destroyed,6.86365270614624
31,399517,12481,B4,2,2435.5,10,141,1,13,leading_edge_preserved,6.86365270614624
31,391597,5107,B2,0,8029.5,6,142,0,4,leading_edge_destroyed,4.090756416320801
31,391597,5107,B2,0,8029.5,6,142,1,13,leading_edge_preserved,4.090756416320801
31,418373,13682,B2,0,7205.5,6,143,0,4,leading_edge_destroyed,4.164430141448975
31,418373,13682,B2,0,7205.5,6,143,1,9,leading_edge_preserved,4.164430141448975
31,394586,7881,B2,0,6653.0,5,144,0,5,leading_edge_destroyed,3.2408480644226074
31,394586,7881,B2,0,6653.0,5,144,1,10,leading_edge_preserved,3.2408480644226074
31,413029,8691,B2,0,6847.5,5,145,0,3,leading_edge_destroyed,3.2318661212921143
31,413029,8691,B2,0,6847.5,5,145,1,10,leading_edge_preserved,3.2318661212921143
31,404086,378,B2,0,5602.0,6,146,0,4,leading_edge_destroyed,3.6298024654388428
31,404086,378,B2,0,5602.0,6,146,1,15,leading_edge_preserved,3.6298024654388428
31,393476,6864,B2,0,1494.5,7,147,0,5,leading_edge_destroyed,4.202239990234375
31,393476,6864,B2,0,1494.5,7,147,1,15,leading_edge_preserved,4.202239990234375
31,408888,4849,B2,0,6451.5,6,148,0,5,leading_edge_destroyed,3.5693962574005127
31,408888,4849,B2,0,6451.5,6,148,1,16,leading_edge_preserved,3.5693962574005127
31,411908,7663,B2,0,5689.5,6,149,0,5,leading_edge_destroyed,3.714829444885254
31,411908,7663,B2,0,5689.5,6,149,1,11,leading_edge_preserved,3.714829444885254
31,391607,5117,B2,0,6579.5,5,150,0,5,leading_edge_destroyed,3.2365150451660156
31,391607,5117,B2,0,6579.5,5,150,1,14,leading_edge_preserved,3.2365150451660156
31,430403,8475,B2,0,7369.5,5,151,0,4,leading_edge_destroyed,3.3460617065429688
31,430403,8475,B2,0,7369.5,5,151,1,14,leading_edge_preserved,3.3460617065429688
31,410858,6687,B2,0,9392.5,6,152,0,4,leading_edge_destroyed,3.8257408142089844
31,410858,6687,B2,0,9392.5,6,152,1,14,leading_edge_preserved,3.8257408142089844
31,408725,4699,B2,0,8029.5,7,153,0,5,leading_edge_destroyed,3.939788818359375
31,408725,4699,B2,0,8029.5,7,153,1,10,leading_edge_preserved,3.939788818359375
31,418309,13622,B2,0,3937.5,7,154,0,5,leading_edge_destroyed,4.723697185516357
31,418309,13622,B2,0,3937.5,7,154,1,10,leading_edge_preserved,4.723697185516357
