task,primary_metric,direction,top_model,second_model,top_value,second_value,top_ci_low,top_ci_high,second_ci_low,second_ci_high,selected
timing,sigma68_ns,lower,gradient_boosted_trees,extra_trees,1.1266331867345378,1.262757648031107,0.8344677662812305,1.4061653658765398,0.9585917146762608,1.4631811464961533,True
anomaly,roc_auc,higher,hist_gradient_boosting,random_forest,0.8681292517006803,0.8582426303854875,0.8608843537414965,0.8757596371882087,0.8477551020408163,0.8686167800453516,True
two_pulse,time_rms_ns,lower,gradient_boosted_trees,ridge,6.99597074762998,9.485535565466202,6.800591529262874,7.1791326168853145,8.792111956290478,10.207278848194058,False
amplitude,res68_abs_frac,lower,random_forest,extra_trees,0.0034956116049037,0.0051168712550704,0.0033123805046862,0.0037662942261741,0.0046175637755261,0.0057751542962639,False
charge,res68_abs_frac,lower,random_forest,extra_trees,0.0071002426488213,0.0089268802349986,0.0067398385864294,0.0075220848124363,0.0087840070366573,0.009082851914755,False
