n_estimators,max_depth,min_samples_leaf,roc_auc,average_precision,brier
500,7,8,0.8597877918400527,0.8741142516806946,0.15596580537965274
400,5,15,0.8258674318075376,0.8454670715138302,0.1718001083188362
300,4,20,0.8039128772993255,0.8240318976217987,0.18021295380934682
