comparison,delta_pp,ci_low_pp,ci_high_pp,p_two_sided
ml_minus_traditional_rmse_pp,-8.12875216747622,-18.044161976697406,0.0018197545597547623,0.052
ml_shuffled_minus_ml_rmse_pp,0.88854050712956,0.4356890484104266,1.2874293949302196,0.0
