method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_derivative,sample_i_analysis,1350,0.08391070468333339,0.8664688577740385,0.8721421000722679,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.5865759182288881,3.7975795384675815,7.7290644328049805,0.2525925925925926,0.1511111111111111
mlp,sample_i_analysis,1350,0.2525555595928226,4.794784237207778,7.65206036685265,0.29703703703703704,0.14296296296296296
ridge,sample_i_analysis,1350,0.451313333508887,5.627113993161704,8.21697117916173,0.337037037037037,0.14074074074074075
1d_cnn,sample_i_analysis,1350,-0.4617733246452769,6.501692605925525,9.157236917927351,0.4066666666666667,0.17925925925925926
compact_waveform_transformer,sample_i_analysis,1350,1.5974285465503257,6.9804022482002415,8.96717127757654,0.4474074074074074,0.21555555555555556
derivative_gate_transformer_new,sample_i_analysis,1350,-0.48873288051522756,8.367423063352259,9.571903589828798,0.4748148148148148,0.22518518518518518
traditional_cfd_template_derivative,sample_i_calib,657,-0.42515167764099715,1.2500215128963916,1.0647615811660733,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,0.802495733966218,2.815536648869204,3.471103974479827,0.1050228310502283,0.0167427701674277
mlp,sample_i_calib,657,0.7768434859203666,3.436911369565866,3.6493877015225893,0.1476407914764079,0.0076103500761035
ridge,sample_i_calib,657,0.752932381532446,4.052971065260049,3.984937160046094,0.2389649923896499,0.0060882800608828
compact_waveform_transformer,sample_i_calib,657,1.8076114353761454,4.885161241124761,6.426127956985351,0.3607305936073059,0.106544901065449
1d_cnn,sample_i_calib,657,0.04444726823950873,5.087495924093927,6.785562953588167,0.3242009132420091,0.0745814307458143
derivative_gate_transformer_new,sample_i_calib,657,0.320388620076713,7.002268623754567,7.702189732239066,0.4490106544901065,0.1308980213089802
traditional_cfd_template_derivative,sample_ii_analysis,2739,0.29740993773619806,0.8513568098467645,0.8084402176202306,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.59934718681067,3.689538925411119,3.655839500616019,0.1551661190215407,0.008397225264695144
ridge,sample_ii_analysis,2739,-1.060932219757003,3.8140173855338104,3.877979486460224,0.18619934282584885,0.013143483023001095
mlp,sample_ii_analysis,2739,-1.817470087547779,3.940246960281792,3.9702021619820087,0.2252646951442132,0.013143483023001095
1d_cnn,sample_ii_analysis,2739,-1.218275287771677,4.807328310690163,5.981161939298395,0.30010952902519167,0.058415480102227094
compact_waveform_transformer,sample_ii_analysis,2739,0.998200847628663,5.545398326361636,5.694324489444159,0.3818912011683096,0.0529390288426433
derivative_gate_transformer_new,sample_ii_analysis,2739,-0.6198214749403217,5.90355805462737,6.551423579213957,0.389193136181088,0.11792625045637094
traditional_cfd_template_derivative,sample_ii_calib,720,0.8959259629260399,0.6401331869221208,0.678847936107145,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-1.8266628121933692,2.779591268617028,3.0534531279970114,0.08888888888888889,0.005555555555555556
ridge,sample_ii_calib,720,-1.6156364737648055,3.202543701664773,3.2832315906191876,0.15555555555555556,0.005555555555555556
mlp,sample_ii_calib,720,-2.406170808146838,3.5424819571584205,3.7471446077721304,0.16527777777777777,0.004166666666666667
1d_cnn,sample_ii_calib,720,-1.6793407685762514,4.072971427374871,5.7908987259609646,0.24166666666666667,0.0625
compact_waveform_transformer,sample_ii_calib,720,0.7040508876671376,4.713764378367012,5.434053239362641,0.30833333333333335,0.034722222222222224
derivative_gate_transformer_new,sample_ii_calib,720,-0.9055872547450514,5.47330931571296,6.1413167365715635,0.32916666666666666,0.10694444444444444
