ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_derivative_features,33,3.5944901815544137,3.1402040845848793,3.9406699439504993,-0.9128302986195482,0.16520307354555433,-0.008034548240145156
full_derivative_gradient_boosted_trees,76,3.602524729794559,3.1806850093632426,3.9478922444469045,-0.907048999118498,0.16337358214416392,0.0
derivative_only,43,4.015213604909672,3.517995405798401,4.575684910092395,-0.5399327206729208,0.22795462861324553,0.412688875115113
amplitude_cfd_no_derivative,5,4.049505968104106,3.6172565299818613,4.645941864111886,-0.4530057366944078,0.22630808635199415,0.4469812383095473
late_tail_curvature_window_only,17,4.422353224962861,3.9549967801159966,5.034703198359613,-0.3138732137597322,0.2663739480424442,0.8198284951683021
onset_derivative_window_only,14,4.8926306707737925,4.18227469600718,6.0608002231652485,-0.7407695864448502,0.3177826564215148,1.2901059409792337
pretrigger_derivative_only,7,17.770527032453447,16.80502048693578,19.085845538241063,-3.9854746824591825,0.5830589096231248,14.168002302658888
