axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
energy_bin,1d_cnn,4,q2,4.555018539754212,q1_low,5.986081358666322,1.4310628189121104
energy_bin,derivative_gate_transformer_new,4,q2,5.932213252778521,q1_low,6.829032344965705,0.8968190921871839
energy_bin,compact_waveform_transformer,4,q2,4.94742171407988,q3,5.668290270393468,0.7208685563135884
energy_bin,ridge,4,q4_high,3.9252948509240886,q3,4.284359494150511,0.3590646432264224
energy_bin,gradient_boosted_trees,4,q4_high,3.3885559813456805,q1_low,3.743502355629426,0.3549463742837457
energy_bin,mlp,4,q4_high,3.896686519047053,q2,4.246070509755453,0.3493839907084002
energy_bin,traditional_cfd_template_derivative,4,q2,0.7997235729568264,q1_low,1.027784988027921,0.2280614150710946
late_tail_morphology,derivative_gate_transformer_new,4,diffuse_tail,4.076815188479032,late_derivative_bump,6.4316271798526685,2.3548119913736363
late_tail_morphology,1d_cnn,4,diffuse_tail,3.843987247319556,late_derivative_bump,6.032679069624857,2.1886918223053007
late_tail_morphology,gradient_boosted_trees,4,late_derivative_bump,3.138057158892539,late_rising_tail,4.671182797274749,1.5331256383822105
late_tail_morphology,compact_waveform_transformer,4,diffuse_tail,4.866385393060595,late_derivative_bump,6.210997088489481,1.3446116954288865
late_tail_morphology,mlp,4,compact,3.761657233807882,late_rising_tail,4.359676515055398,0.5980192812475158
late_tail_morphology,ridge,4,late_derivative_bump,3.595352009914329,late_rising_tail,4.131187198115763,0.5358351882014336
late_tail_morphology,traditional_cfd_template_derivative,4,late_rising_tail,0.8054371146816931,compact,0.8889821812588223,0.0835450665771292
pedestal_drift_bin,derivative_gate_transformer_new,3,mid,5.31139478526595,high,8.408314482731495,3.0969196974655446
pedestal_drift_bin,1d_cnn,3,mid,4.52754566117476,high,6.137804563894026,1.6102589027192655
pedestal_drift_bin,compact_waveform_transformer,3,mid,4.871366760519875,high,6.276114065358344,1.4047473048384695
pedestal_drift_bin,gradient_boosted_trees,3,mid,3.3744375455819524,high,3.838101566929703,0.4636640213477507
pedestal_drift_bin,ridge,3,mid,3.9636706785477367,high,4.192257122357181,0.2285864438094442
pedestal_drift_bin,mlp,3,low,3.9402630745687928,high,4.1563267918576345,0.2160637172888417
pedestal_drift_bin,traditional_cfd_template_derivative,3,mid,0.8510476956204758,high,0.902731802391978,0.0516841067715023
pid_sideband,derivative_gate_transformer_new,3,low_duplicate,4.999061671151377,high_duplicate,9.509969663341618,4.510907992190241
pid_sideband,1d_cnn,3,low_duplicate,4.63140477183626,high_duplicate,8.012968972383524,3.381564200547264
pid_sideband,compact_waveform_transformer,3,central,4.948943007599052,high_duplicate,5.714523484809588,0.7655804772105359
pid_sideband,gradient_boosted_trees,3,central,3.46347126904909,high_duplicate,4.118412722548888,0.6549414534997977
pid_sideband,ridge,3,low_duplicate,3.670066126718323,high_duplicate,4.20682006841403,0.5367539416957063
pid_sideband,mlp,3,low_duplicate,3.8387183640148703,high_duplicate,4.265986163244743,0.4272677992298725
pid_sideband,traditional_cfd_template_derivative,3,central,0.8628612265314022,high_duplicate,0.894909855874735,0.0320486293433328
pileup_separation_bin,derivative_gate_transformer_new,4,late,0.7475100313281051,mid,7.508514265401083,6.761004234072978
pileup_separation_bin,compact_waveform_transformer,4,late,0.1526766954516403,mid,5.924046018140729,5.771369322689088
pileup_separation_bin,1d_cnn,4,late,1.1936100660418505,mid,5.087808204489734,3.894198138447884
pileup_separation_bin,mlp,4,late,0.6036082855802871,none,4.019245005627205,3.415636720046918
pileup_separation_bin,gradient_boosted_trees,4,late,0.6196646036576401,none,3.844944344773898,3.225279741116258
pileup_separation_bin,ridge,4,late,0.7745976256122886,close,3.9541027666953568,3.179505141083068
pileup_separation_bin,traditional_cfd_template_derivative,4,late,0.4092112413511691,mid,0.8656784873702357,0.4564672460190665
saturation_onset_bin,derivative_gate_transformer_new,2,near_saturation,5.632896068403275,linear,6.631866566927467,0.9989704985241924
saturation_onset_bin,1d_cnn,2,near_saturation,4.328132700541094,linear,5.312481552266394,0.9843488517253008
saturation_onset_bin,compact_waveform_transformer,2,near_saturation,5.071354377115304,linear,5.7225006056752425,0.6511462285599388
saturation_onset_bin,ridge,2,near_saturation,3.8950709419757943,linear,4.191421637476774,0.2963506955009789
saturation_onset_bin,mlp,2,near_saturation,3.843099231549156,linear,4.111110078348423,0.2680108467992665
saturation_onset_bin,gradient_boosted_trees,2,near_saturation,3.3733145822781,linear,3.630510213691093,0.2571956314129928
saturation_onset_bin,traditional_cfd_template_derivative,2,near_saturation,0.8423480752481922,linear,0.8817844952193845,0.0394364199711922
