method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,657,0.04444726823950873,5.087495924093927,6.785562953588167,0.3242009132420091,0.0745814307458143
1d_cnn,50,680,-0.9718960927733566,11.553573269736464,11.014880701605586,0.3897058823529412,0.27941176470588236
1d_cnn,57,670,0.37834075565069014,5.657692587541478,6.338834939252732,0.42388059701492536,0.07761194029850746
1d_cnn,58,654,-3.3581906471716465,5.024941397099489,5.333279373632542,0.40978593272171254,0.09174311926605505
1d_cnn,60,720,0.057387019332480804,4.699057282524992,6.891492212064701,0.28888888888888886,0.05555555555555555
1d_cnn,62,720,-0.45806036490167035,4.495244909242976,5.558773467458772,0.25,0.04027777777777778
1d_cnn,64,720,-1.6793407685762514,4.072971427374871,5.7908987259609646,0.24166666666666667,0.0625
1d_cnn,65,645,-1.8735254831584207,4.119707961609662,5.24589901722959,0.25736434108527134,0.04806201550387597
compact_waveform_transformer,42,657,1.8076114353761454,4.885161241124761,6.426127956985351,0.3607305936073059,0.106544901065449
compact_waveform_transformer,50,680,1.3151974468343721,11.459578692171238,11.252479256620676,0.47058823529411764,0.31470588235294117
compact_waveform_transformer,57,670,1.910503090892056,5.689825263348588,5.520893992517886,0.42388059701492536,0.11492537313432835
compact_waveform_transformer,58,654,-1.3821149840141729,5.52044964345588,5.481072213260606,0.38685015290519875,0.06116207951070336
compact_waveform_transformer,60,720,2.3155483478637464,5.635014486454015,5.59047237491831,0.39305555555555555,0.06805555555555555
compact_waveform_transformer,62,720,2.130991424822856,5.7599863022759505,5.801303999232729,0.43194444444444446,0.05
compact_waveform_transformer,64,720,0.7040508876671376,4.713764378367012,5.434053239362641,0.30833333333333335,0.034722222222222224
compact_waveform_transformer,65,645,0.6858156456683417,4.781500376275844,5.383803239459608,0.3085271317829457,0.031007751937984496
derivative_gate_transformer_new,42,657,0.320388620076713,7.002268623754567,7.702189732239066,0.4490106544901065,0.1308980213089802
derivative_gate_transformer_new,50,680,-1.0892819561030223,11.550373486189713,11.491565403515292,0.4764705882352941,0.31470588235294117
derivative_gate_transformer_new,57,670,0.13660065746356675,6.627752105912113,6.708373574490469,0.47313432835820896,0.13432835820895522
derivative_gate_transformer_new,58,654,-2.206454532092347,6.184797596623576,6.364180745714244,0.4327217125382263,0.12691131498470948
derivative_gate_transformer_new,60,720,0.5633253142043735,5.803482358322768,6.044327024900259,0.37777777777777777,0.10277777777777777
derivative_gate_transformer_new,62,720,0.09223196809783918,5.950558034999725,6.791755217832714,0.38472222222222224,0.11944444444444445
derivative_gate_transformer_new,64,720,-0.9055872547450514,5.47330931571296,6.1413167365715635,0.32916666666666666,0.10694444444444444
derivative_gate_transformer_new,65,645,-1.0046773611397057,5.5832079697399655,6.710002828006066,0.3627906976744186,0.12403100775193798
gradient_boosted_trees,42,657,0.802495733966218,2.815536648869204,3.471103974479827,0.1050228310502283,0.0167427701674277
gradient_boosted_trees,50,680,0.9827092362965257,10.503579973947161,10.25216917269881,0.3058823529411765,0.2661764705882353
gradient_boosted_trees,57,670,-0.16728859333733226,4.061510108497865,4.301616064463488,0.19850746268656716,0.034328358208955224
gradient_boosted_trees,58,654,-4.0594913450499615,3.0435448296732344,3.748768331090905,0.3058103975535168,0.012232415902140673
gradient_boosted_trees,60,720,-0.6640566493657363,3.222934643903195,3.433517737895321,0.10138888888888889,0.006944444444444444
