method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_derivative,-1.1133234718555602,-2.1844925125934767,-0.14815010653374044,2.699872284503433,2.198239956198505,3.1359611694241445,3.98019652037979,2.5565430777400127,5.788923634608639,0.16447127698499817,0.10708026221535213,0.22912153945418062,0.04427369191364801,0.008281462280424373,0.10911898963983019
mlp,traditional_cfd_template_derivative,-1.3288623012116763,-2.368598784549323,-0.3049252202518853,3.1777742546022263,2.822086151322511,3.7761533696417393,4.1359580306870445,2.9153420458327832,5.95506079968225,0.225759238931577,0.17764067300721303,0.2807182705538245,0.0433589462129528,0.006962522226611685,0.1121557934531485
ridge,traditional_cfd_template_derivative,-0.7369464237566121,-1.626768663030475,0.037138002305068106,3.2244071993539403,2.7119637323677677,3.881017432186023,4.320317790214444,2.812773039220724,6.207921015894806,0.225759238931577,0.17134625687850658,0.28288713128570026,0.042810098792535674,0.005160163874484078,0.10682123080165389
1d_cnn,traditional_cfd_template_derivative,-1.1103667686505148,-1.996116302571396,-0.47493927816316406,4.142708332681494,3.6296259249609695,4.825540141181874,6.081384421251207,4.914526116680908,7.529141497129809,0.3216245883644347,0.2730302251058275,0.37350024461090087,0.09074277350896451,0.05497009276577583,0.14805169341501714
compact_waveform_transformer,traditional_cfd_template_derivative,1.0178136282864045,0.22615852260613445,1.601967683250488,4.67910094324783,4.219532524735717,5.480694421570638,5.802243621137344,4.676673593172204,7.426858171539626,0.3858397365532382,0.3490141842169773,0.4209523100177883,0.09714599341383096,0.05195774393830022,0.16202134325680914
derivative_gate_transformer_new,traditional_cfd_template_derivative,-0.6793897595213494,-1.4903380940646893,-0.04751518817645541,5.443531230405815,4.953215049189934,6.446099995975029,6.615224104599418,5.534973105172304,8.045501130167708,0.4096231247713136,0.37715948890835627,0.44397750245427214,0.14452982070984266,0.11563829778438746,0.1938053052108321
