method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,energy_bin,q1_low,1404,-1.1923572247520244,5.986081358666322,8.914509764356742,0.4031339031339031,0.1481481481481481
compact_waveform_transformer,energy_bin,q1_low,1404,0.9301051773710434,5.092938434219847,6.526001678624437,0.3739316239316239,0.0733618233618233
derivative_gate_transformer_new,energy_bin,q1_low,1404,-0.6964158084362664,6.829032344965705,8.391562459077244,0.4358974358974359,0.1816239316239316
gradient_boosted_trees,energy_bin,q1_low,1404,-1.0734556648553857,3.743502355629426,5.095269116435215,0.183048433048433,0.0498575498575498
mlp,energy_bin,q1_low,1404,-1.1733204451564778,3.97588708013386,5.031159656617511,0.2058404558404558,0.0434472934472934
ridge,energy_bin,q1_low,1404,0.176839848818556,4.0521906892107,5.08052124217537,0.2186609686609686,0.037037037037037
traditional_cfd_template_derivative,energy_bin,q1_low,1404,-0.0820038354333899,1.027784988027921,1.0519756437218184,0.0,0.0
1d_cnn,energy_bin,q2,1509,-1.041640974722695,4.555018539754212,6.300719017159667,0.2770046388336646,0.0689198144466534
compact_waveform_transformer,energy_bin,q2,1509,2.259593054266489,4.94742171407988,6.188747125629182,0.3658051689860835,0.076209410205434
derivative_gate_transformer_new,energy_bin,q2,1509,-0.967539659129315,5.932213252778521,7.048787240862807,0.3797216699801193,0.1312127236580517
gradient_boosted_trees,energy_bin,q2,1509,-0.95461670153915,3.581640162859774,5.106936415005841,0.1530815109343936,0.050364479787939
mlp,energy_bin,q2,1509,-1.5593767375380452,4.246070509755453,5.217903376017546,0.243870112657389,0.0450629555997349
ridge,energy_bin,q2,1509,-0.6205050095807536,4.141769193784164,5.278337824356669,0.2345924453280318,0.0437375745526839
traditional_cfd_template_derivative,energy_bin,q2,1509,0.2111091733611942,0.7997235729568264,0.7390144188012315,0.0,0.0
1d_cnn,energy_bin,q3,1437,-0.2971769236743959,4.603693778006575,6.275635094800491,0.2713987473903966,0.0702853166318719
