method,matched_rows,support_collapse_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,purity_at_fixed_efficiency,purity_ci_low,purity_ci_high,bootstrap_valid
traditional_deltae_depth_ridge,3734,0.7620746782209762,0.8506785919143758,0.767046483792524,0.9250281434801522,0.9532531359417025,0.9064142998432198,0.9832874564599147,0.8577895133911732,0.7471682985962517,0.9813748284020213,500
ridge,3734,0.7620746782209762,0.7862906234344855,0.6945634579484475,0.8687145767576328,0.9074157982630342,0.8496598418378114,0.951665053571303,0.8004223864836325,0.6886501398116103,0.9663084186248905,500
gradient_boosted_trees,3734,0.7620746782209762,0.9104299729226449,0.868111347817802,0.9548900090865912,0.9711570288694112,0.9351847605042086,0.9898126002493189,0.9558638083228247,0.8807924471229408,0.9910074068040652,500
mlp,3734,0.7620746782209762,0.9027698330078444,0.8476737469979204,0.9503561196865415,0.9689119333936804,0.93266635935935,0.9875972434320625,0.9396694214876034,0.8399902405828902,0.9892076834248226,500
cnn_1d,3734,0.7620746782209762,0.646884090840006,0.5455340813612745,0.7935143887860713,0.8340744991360769,0.7229294158693929,0.9274682754568092,0.8144699140401146,0.6974334565957603,0.922515077557295,500
support_residual_hybrid_mlp_new,3734,0.7620746782209762,0.9681664418444815,0.9386781651990198,0.9872984539760916,0.9892072712381483,0.9749497420240893,0.9955560837333607,0.994750656167979,0.9821865038358725,0.9987790869371537,500
