method,secondary_fraction_delta,secondary_fraction_ci_low,secondary_fraction_ci_high,overlap_score_delta,overlap_score_ci_low,overlap_score_ci_high,timing_tail_proxy_delta,charge_log_proxy_delta,support_accept_fraction,synthetic_auc,synthetic_ap,synthetic_brier,secondary_fraction_mae
traditional,0.019723517329155435,-0.007388216364754267,0.048125536643192204,0.015396337361634213,-0.019110517019885448,0.04909744946323454,0.01578528851847092,0.13978674642637495,1.0,,,,
ridge,0.023437306000388437,0.01466991913267874,0.031791708100742146,0.051776036993033944,0.02967233803981582,0.07556597210799539,-0.0036999095083795983,-0.07031221772437543,0.5583243040487263,0.8178017337701146,0.8267303290872402,0.16957099610875043,0.1191191627782084
gradient_boosted_trees,0.011333335821925233,0.007887409645920175,0.014401306002973971,0.026269817888565927,0.01862693933581806,0.03437583726213773,-0.0019566282157196966,-0.04453445917354305,0.5583243040487263,0.9216374466276801,0.9273667579490729,0.11298895024556699,0.07564830281511836
mlp,-0.0023907338571360808,-0.008453654438837659,0.005179008195508952,0.039195027684382294,0.021841261148593513,0.05575544162461471,0.0005795231454345052,0.08679822345295335,0.5583243040487263,0.9019441370298471,0.9052760499484682,0.12098050590237097,0.09330295380046448
cnn1d,0.009735964620974362,0.0004334617733934606,0.01980789307137167,0.0044393847422392885,-0.02738691039099747,0.03512852747090019,-0.006756265840527121,-0.0903711607864036,0.5583243040487263,0.7410825455571722,0.785925459532801,0.2134986970041219,0.13875364516530495
residual_tcn,0.0009410700722321496,-0.019912771508000283,0.025510565636867447,-0.00694727606319721,-0.06232190155191308,0.04496447556356941,-0.0022522532138261656,0.03296293210117854,0.5583243040487263,0.7401725091057426,0.7782625190107727,0.21309448450618124,0.13947250613424397
