method,run,n,positives,roc_auc,average_precision
ML_gradient_boosted_trees,42,1124,238,0.9187619743156856,0.8682576854109655
ML_gradient_boosted_trees,50,1170,205,0.8844989258182737,0.8224854286165926
ML_gradient_boosted_trees,57,1103,232,0.9360475474088444,0.9062678485521584
ML_gradient_boosted_trees,58,1099,180,0.9628279530891064,0.9193652353357284
ML_gradient_boosted_trees,60,1400,374,0.9574642190741262,0.952779977313256
ML_gradient_boosted_trees,62,1400,338,0.9718990628377852,0.9555174363847452
ML_gradient_boosted_trees,64,1321,277,0.9754070016736516,0.9487528620261166
ML_gradient_boosted_trees,65,1128,216,0.9530640838206628,0.9218514881671986
ML_mlp,42,1124,238,0.870269552516266,0.8196777518640941
ML_mlp,50,1170,205,0.8529205105522558,0.7513546997440715
ML_mlp,57,1103,232,0.8993675521596263,0.8625940185472463
ML_mlp,58,1099,180,0.9219139160923708,0.864988519864862
ML_mlp,60,1400,374,0.9438085707435552,0.933494657141111
ML_mlp,62,1400,338,0.9614493141220652,0.9453999368101256
ML_mlp,64,1321,277,0.9281194240424911,0.8904859092626649
ML_mlp,65,1128,216,0.9259106968810916,0.8809836982540223
ML_ridge_classifier,42,1124,238,0.855004078380788,0.7953556565661782
ML_ridge_classifier,50,1170,205,0.8307797295589536,0.7108773735248961
ML_ridge_classifier,57,1103,232,0.8766281325468149,0.8171650584913214
ML_ridge_classifier,58,1099,180,0.8865796155241203,0.8231697651741033
ML_ridge_classifier,60,1400,374,0.9199085801252984,0.907192098638625
ML_ridge_classifier,62,1400,338,0.9269158336954948,0.9001224434962489
ML_ridge_classifier,64,1321,277,0.8846770958684316,0.8257297732248803
ML_ridge_classifier,65,1128,216,0.908128248862898,0.850238517031321
NN_1d_cnn,42,1124,238,0.6591327275831327,0.5013716651476247
NN_1d_cnn,50,1170,205,0.6479919120434727,0.460029188763105
NN_1d_cnn,57,1103,232,0.6872006017657073,0.5392458455495568
NN_1d_cnn,58,1099,180,0.6901583847176882,0.529657100741714
NN_1d_cnn,60,1400,374,0.7534842751561017,0.6807817840111393
NN_1d_cnn,62,1400,338,0.7607394778190084,0.678780039597709
NN_1d_cnn,64,1321,277,0.7221668948919043,0.6046699030953162
NN_1d_cnn,65,1128,216,0.7140137670565302,0.5563586635544926
NN_residual_squeeze_cnn_new,42,1124,238,0.878317241117666,0.8183309155907614
NN_residual_squeeze_cnn_new,50,1170,205,0.8268975104258813,0.7105871048026666
NN_residual_squeeze_cnn_new,57,1103,232,0.8886387030365415,0.8415198286744641
NN_residual_squeeze_cnn_new,58,1099,180,0.9218595091282796,0.8523730000932035
NN_residual_squeeze_cnn_new,60,1400,374,0.9303822539116656,0.9222623745878706
NN_residual_squeeze_cnn_new,62,1400,338,0.9390705267497966,0.9171345441811491
NN_residual_squeeze_cnn_new,64,1321,277,0.906147557989958,0.8668976488145328
NN_residual_squeeze_cnn_new,65,1128,216,0.9081079434697856,0.859931483735404
traditional_fisher_gatti_all_features,42,1124,238,0.8476772198721475,0.7966837319597136
traditional_fisher_gatti_all_features,50,1170,205,0.8132035890307089,0.7074478679452497
traditional_fisher_gatti_all_features,57,1103,232,0.8825567124589255,0.8236079571624593
traditional_fisher_gatti_all_features,58,1099,180,0.8814774513359932,0.8213603829990165
traditional_fisher_gatti_all_features,60,1400,374,0.9190954957208826,0.9062014821978904
traditional_fisher_gatti_all_features,62,1400,338,0.9194525234290556,0.8975794290511583
traditional_fisher_gatti_all_features,64,1321,277,0.8850332655573538,0.8405266360411906
traditional_fisher_gatti_all_features,65,1128,216,0.9040316358024691,0.8474556656213043
