method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.8695392008543162,0.8385416666666667,0.8299595141700404,0.6410256410256411,0.7352941176470589,0.7415654520917678,0.7059268207528424,11.256502799424126,0.203125,0.3333333333333333,0.14583333333333334,-0.09910004393565333,0.0876513949502716,96,48
1d_cnn,60,0.7908411723311723,0.7786458333333334,0.7960069444444444,0.625,0.75,0.7083333333333333,0.6584820719334639,11.763105754892788,0.21428571428571427,0.2708333333333333,0.2708333333333333,-0.0383912353515625,0.1220258876184116,96,48
1d_cnn,62,0.7220290094544626,0.7213541666666667,0.790273556231003,0.6326530612244898,0.775,0.7205818497611811,-2.5995820655614255,12.434444388261737,0.23214285714285715,0.4166666666666667,0.25,-0.058670662946083973,0.07112162597656249,96,48
1d_cnn,64,0.8068551873299044,0.7660590277777777,0.7089947089947088,0.5740740740740741,0.775,0.6798941798941799,-3.757861499847368,11.829828564492637,0.19696969696969696,0.3125,0.2916666666666667,-0.0397341249280884,0.12276539222264225,96,48
1d_cnn,65,0.7735562027759134,0.7473958333333333,0.825272331154684,0.5777777777777777,0.8666666666666667,0.7496732026143791,-6.143188892739264,14.401512436229869,0.3103448275862069,0.3958333333333333,0.22916666666666666,-0.053956322165795094,0.10800960108936189,96,48
deltaE_over_E_likelihood_template,58,0.6958733588744241,0.6671006944444444,0.7917228969860549,0.717948717948718,0.717948717948718,0.7624831309041835,-1.3190078151037943,13.381892589801566,0.2,0.5833333333333334,0.10416666666666667,-0.07395018631890231,0.09467586888204998,96,48
deltaE_over_E_likelihood_template,60,0.6823394910078536,0.6529947916666667,0.7178819444444445,0.6875,0.7674418604651163,0.7395833333333333,1.224833292776908,8.76226427835903,0.1,0.5833333333333334,0.125,0.03988885988187276,0.12130531705917187,96,48
deltaE_over_E_likelihood_template,62,0.7017150887866613,0.6716579861111112,0.7416413373860182,0.6122448979591837,0.7142857142857143,0.6784628745115067,-1.8114026586904286,10.361044837790214,0.23684210526315788,0.6041666666666666,0.10416666666666667,-0.009664949929173758,0.05007480291908242,96,48
deltaE_over_E_likelihood_template,64,0.6587087928500174,0.6386718749999999,0.7094356261022927,0.6481481481481481,0.7608695652173914,0.6931216931216931,2.2071055376347104,9.31263946441306,0.21875,0.6666666666666666,0.08333333333333333,-0.002301049220325523,0.07113275059337211,96,48
deltaE_over_E_likelihood_template,65,0.6697726984428419,0.6438802083333334,0.7734204793028323,0.6,0.8709677419354839,0.7607843137254902,-1.9887166723953875,13.663197475324015,0.3684210526315789,0.6041666666666666,0.1875,-0.024896922938947,0.08074652518821113,96,48
gradient_boosted_trees,58,0.8762404820746382,0.8506944444444444,0.9361223571749888,0.9487179487179487,0.7708333333333334,0.8778677462887989,-0.6918724584711677,6.483175620916424,0.08064516129032258,0.3541666666666667,0.125,-0.016801925623410416,0.06447108974331306,96,48
gradient_boosted_trees,60,0.774120636672454,0.75390625,0.9205729166666666,0.8958333333333334,0.8269230769230769,0.8541666666666667,1.6398920309448783,5.746755174180748,0.06060606060606061,0.3125,0.3541666666666667,-0.003995120269529241,0.08453732225985322,96,48
gradient_boosted_trees,62,0.7416605924013785,0.7573784722222222,0.841511072514112,0.7755102040816326,0.76,0.7600955275727312,-1.1700460796029244,9.11747744975347,0.13793103448275862,0.3958333333333333,0.25,-0.012055332802112389,0.04977410756473768,96,48
gradient_boosted_trees,64,0.8337495514505481,0.7964409722222222,0.900352733686067,0.8148148148148148,0.8148148148148148,0.7883597883597884,-3.517100703166829,6.273296653719203,0.1,0.375,0.20833333333333334,0.008834613586735672,0.09577301783798743,96,48
gradient_boosted_trees,65,0.8218895895660697,0.7795138888888888,0.922875816993464,0.7777777777777778,0.8333333333333334,0.8202614379084967,-1.7000001548316002,11.291458757695741,0.2,0.375,0.1875,-0.012345485385330902,0.09214777303847865,96,48
joint_sequence_transformer,58,0.8615885885920055,0.8376736111111112,0.5290148448043185,0.15384615384615385,0.46153846153846156,0.5155195681511471,0.07334772536860434,11.439078949347953,0.20689655172413793,0.3958333333333333,0.125,-0.04866530858588805,0.1464070465342442,96,48
