stratum,value,method,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
spacing_bin,"(-0.001, 10.0]",1d_cnn,,,0.8037940379403794,0.6888888888888889,0.8157894736842105,0.7590785907859079,-1.5738468814403994,13.979960409290245,0.30434782608695654,0.46511627906976744,,0.006266470849134015,0.1008365048001023,86,86
spacing_bin,"(10.0, 25.0]",1d_cnn,,,0.7305194805194806,0.5454545454545454,0.7058823529411765,0.6834415584415584,-1.8281853681575377,11.67483519082252,0.23076923076923078,0.48,,-0.04283498155696425,0.09771844501052236,50,50
spacing_bin,"(25.0, 45.0]",1d_cnn,,,0.736842105263158,0.6666666666666666,0.782608695652174,0.7017543859649122,-2.253761748706342,8.777271055975389,0.12121212121212122,0.2826086956521739,,-0.05639700317382813,0.09245222260672728,46,46
spacing_bin,"(45.0, 70.0]",1d_cnn,,,0.7729988052568698,0.7407407407407407,0.7142857142857143,0.7413381123058542,-2.645213724903801,12.892544117243927,0.23076923076923078,0.10344827586206896,,-0.12220672423989808,0.08170481245995675,58,58
spacing_bin,"(-0.001, 10.0]",deltaE_over_E_likelihood_template,,,0.7550135501355013,0.6444444444444445,0.8055555555555556,0.7368563685636856,2.6682548417958696,14.778101637108744,0.3,0.7093023255813954,,0.01279289158742813,0.0824959861165346,86,86
spacing_bin,"(10.0, 25.0]",deltaE_over_E_likelihood_template,,,0.7792207792207793,0.6363636363636364,0.7368421052631579,0.7288961038961039,1.0899982012991138,12.560465001693323,0.3,0.8,,0.03364897912052084,0.09173018206273628,50,50
spacing_bin,"(25.0, 45.0]",deltaE_over_E_likelihood_template,,,0.7173489278752436,0.8148148148148148,0.7857142857142857,0.7495126705653021,-1.34663628894506,9.635853134660293,0.15,0.5652173913043478,,0.020511512006435452,0.10119763207404739,46,46
spacing_bin,"(45.0, 70.0]",deltaE_over_E_likelihood_template,,,0.7072879330943846,0.7407407407407407,0.6451612903225806,0.6929510155316607,-1.9641606163087477,10.711483305487754,0.19230769230769232,0.3275862068965517,,-0.05000845372782487,0.06995012941775869,58,58
spacing_bin,"(-0.001, 10.0]",gradient_boosted_trees,,,0.9186991869918699,0.8888888888888888,0.8333333333333334,0.8468834688346883,0.4948504419686728,7.589048977670013,0.09302325581395349,0.5,,0.03232369316459137,0.07024656013273389,86,86
spacing_bin,"(10.0, 25.0]",gradient_boosted_trees,,,0.7727272727272727,0.8181818181818182,0.6923076923076923,0.7662337662337663,-1.6340760157335232,5.365998098194003,0.08333333333333333,0.52,,0.020171249862595744,0.11534789747404714,50,50
spacing_bin,"(25.0, 45.0]",gradient_boosted_trees,,,0.9610136452241715,0.8518518518518519,0.8518518518518519,0.8206627680311891,-1.914571044578004,8.080567172817865,0.12121212121212122,0.2826086956521739,,-0.021398504148952724,0.057619720035774966,46,46
spacing_bin,"(45.0, 70.0]",gradient_boosted_trees,,,0.8673835125448028,0.9259259259259259,0.6756756756756757,0.7694145758661888,-0.35874484925446204,8.63534181191065,0.14150943396226415,0.08620689655172414,,-0.05557375384773794,0.07337121221303394,58,58
spacing_bin,"(-0.001, 10.0]",joint_sequence_transformer,,,0.43306233062330624,0.022222222222222223,0.3333333333333333,0.4867208672086721,5.474732270909595,11.82223341228088,0.24390243902439024,0.5232558139534884,,0.0859930347478659,0.11756664862863142,86,86
spacing_bin,"(10.0, 25.0]",joint_sequence_transformer,,,0.6396103896103896,0.09090909090909091,1.0,0.5454545454545454,0.658936554903562,15.611567078921228,0.35714285714285715,0.58,,0.08828035754138268,0.09552545072351015,50,50
spacing_bin,"(25.0, 45.0]",joint_sequence_transformer,,,0.5107212475633528,0.2222222222222222,0.5454545454545454,0.47953216374269003,0.6132739976925139,10.005824483083796,0.14516129032258066,0.32608695652173914,,0.03674087550259219,0.0960851301312526,46,46
spacing_bin,"(45.0, 70.0]",joint_sequence_transformer,,,0.46117084826762245,0.6666666666666666,0.4864864864864865,0.5268817204301075,-2.722410823462287,11.268532353606536,0.21428571428571427,0.15517241379310345,,-0.12746851316671587,0.10046065223659102,58,58
spacing_bin,"(-0.001, 10.0]",mlp,,,0.7615176151761518,0.4666666666666667,0.84,0.6845528455284553,-0.5338146660769816,11.306358928026548,0.2222222222222222,0.47674418604651164,,0.04292757805937708,0.14437503694385598,86,86
spacing_bin,"(10.0, 25.0]",mlp,,,0.7711038961038962,0.5,0.7333333333333333,0.6785714285714286,-2.8879173116763956,8.779931408693312,0.13636363636363635,0.56,,0.0001531885794549305,0.11043492045847231,50,50
spacing_bin,"(25.0, 45.0]",mlp,,,0.6900584795321638,0.7037037037037037,0.7916666666666666,0.7202729044834308,-4.2559634082366005,12.955552771259606,0.2833333333333333,0.34782608695652173,,-0.013175695788399736,0.13073193982697412,46,46
spacing_bin,"(45.0, 70.0]",mlp,,,0.7359617682198327,0.7407407407407407,0.6666666666666666,0.7090800477897252,-4.698424355989214,16.32066973284037,0.33,0.13793103448275862,,-0.01708787926246447,0.1348191869825023,58,58
spacing_bin,"(-0.001, 10.0]",ridge,,,0.8742547425474254,0.7111111111111111,0.8888888888888888,0.8067750677506775,0.8828314264936976,9.913027107800506,0.17777777777777778,0.47674418604651164,,0.01969504978708922,0.059097392126097256,86,86
spacing_bin,"(10.0, 25.0]",ridge,,,0.7548701298701299,0.45454545454545453,0.6666666666666666,0.637987012987013,0.718778532584059,8.15081523622872,0.06521739130434782,0.54,,0.02500847016327083,0.05892901572800823,50,50
spacing_bin,"(25.0, 45.0]",ridge,,,0.7446393762183237,0.7407407407407407,0.8,0.7387914230019492,-2.104530986129438,10.094809063271782,0.15151515151515152,0.2826086956521739,,-0.03649727458213879,0.1065169886199858,46,46
spacing_bin,"(45.0, 70.0]",ridge,,,0.7741935483870968,0.7037037037037037,0.7037037037037037,0.7228195937873357,-4.134806687493606,11.486484010939245,0.20588235294117646,0.1206896551724138,,-0.05563943066526027,0.06259425151780329,58,58
spacing_bin,"(-0.001, 10.0]",template_residual_boosted_stack_new,,,0.9170731707317074,0.8888888888888888,0.8163265306122449,0.8346883468834688,1.1067888401874582,7.44903502564751,0.04807692307692308,0.3953488372093023,,0.03494698952301665,0.08819527080869152,86,86
spacing_bin,"(10.0, 25.0]",template_residual_boosted_stack_new,,,0.7987012987012987,0.8181818181818182,0.6923076923076923,0.7662337662337663,-3.097140521699391,6.054694103930661,0.09259259259259259,0.46,,-0.006100724013064744,0.09225308611685942,50,50
spacing_bin,"(25.0, 45.0]",template_residual_boosted_stack_new,,,0.939571150097466,0.9629629629629629,0.8666666666666667,0.8762183235867447,-1.659933103768183,7.352065318232403,0.06060606060606061,0.2826086956521739,,-0.03331562531555483,0.06885124434935332,46,46
spacing_bin,"(45.0, 70.0]",template_residual_boosted_stack_new,,,0.8004778972520907,0.9259259259259259,0.6756756756756757,0.7694145758661888,-1.5331493263859253,9.324306402340394,0.1509433962264151,0.08620689655172414,,-0.04823031586397087,0.08976266220713533,58,58
energy_bin,"(599.999, 13031.767]",1d_cnn,0.7994014936375724,0.7566740823136818,0.8370535714285714,0.46875,0.9090909090909091,0.7075892857142857,-1.240710266878029,12.643354722931463,0.22972972972972974,0.4032258064516129,0.1896551724137931,-0.03628634847037896,0.11775234471727664,120,62
energy_bin,"(13031.767, 15771.635]",1d_cnn,0.7861721060087781,0.7777777777777778,0.8313748531139835,0.5434782608695652,0.8064516129032258,0.7311985898942421,-1.3230606394557531,12.712324592861354,0.23863636363636365,0.30158730158730157,0.2807017543859649,-0.04403941524727267,0.07648170124692169,120,63
energy_bin,"(15771.635, 16000.0]",1d_cnn,0.7764960245439869,0.7668869565217391,0.7499826086956521,0.704,0.7333333333333333,0.7128695652173913,-3.383944996557622,12.145570427193885,0.2236842105263158,0.3391304347826087,0.24,-0.0815936279296875,0.12394703674316407,240,115
energy_bin,"(599.999, 13031.767]",deltaE_over_E_likelihood_template,0.6832375317009388,0.6320912124582869,0.7681361607142856,0.28125,0.8181818181818182,0.6049107142857143,-0.6837922226117632,10.493483427095528,0.2608695652173913,0.6290322580645161,0.1724137931034483,0.011289450169101581,0.09077390853052276,120,62
energy_bin,"(13031.767, 15771.635]",deltaE_over_E_likelihood_template,0.6670197589424047,0.6505151768309665,0.8666274970622797,0.717391304347826,0.8461538461538461,0.8181551116333725,-0.8239935865662673,10.897377220461486,0.1875,0.6190476190476191,0.12280701754385964,0.028656685542227354,0.08264910131259354,120,63
energy_bin,"(15771.635, 16000.0]",deltaE_over_E_likelihood_template,0.6884007231256134,0.6671304347826087,0.7444869565217391,0.816,0.7285714285714285,0.7427826086956522,0.14753157550691842,10.680563069911702,0.22340425531914893,0.591304347826087,0.096,-0.03891437026301891,0.09673305221316941,240,115
energy_bin,"(599.999, 13031.767]",gradient_boosted_trees,0.8260991879287545,0.7886540600667409,0.8635602678571429,0.75,0.8275862068965517,0.7857142857142857,-0.238233230671403,6.276764554761578,0.13636363636363635,0.46774193548387094,0.1206896551724138,0.03232369316459137,0.09185194976564277,120,62
energy_bin,"(13031.767, 15771.635]",gradient_boosted_trees,0.8484752119048866,0.8017265385686438,0.9341950646298474,0.9782608695652174,0.8333333333333334,0.9283196239717979,-0.10159864393176399,6.7575493217813944,0.06818181818181818,0.30158730158730157,0.2631578947368421,0.011600803948338883,0.06375811162461967,120,63
energy_bin,"(15771.635, 16000.0]",gradient_boosted_trees,0.7816471402011184,0.7866434782608696,0.8899478260869566,0.832,0.7761194029850746,0.7855652173913044,-1.7829758841400034,8.616263826641006,0.13157894736842105,0.3391304347826087,0.256,-0.03879102573405657,0.0886611849376249,240,115
energy_bin,"(599.999, 13031.767]",joint_sequence_transformer,0.8649493723376829,0.825083426028921,0.49023437500000006,0.109375,0.5384615384615384,0.5011160714285714,0.9706025245880312,11.350147032936963,0.22857142857142856,0.43548387096774194,0.08620689655172414,0.051120078735321525,0.15711934444931636,120,62
energy_bin,"(13031.767, 15771.635]",joint_sequence_transformer,0.7792619487438435,0.7635756056808688,0.5038190364277321,0.06521739130434782,0.21428571428571427,0.45828437132784955,-0.9053534885602854,11.509492488584154,0.175,0.36507936507936506,0.15789473684210525,0.06193959057996462,0.10484544603954556,120,63
energy_bin,"(15771.635, 16000.0]",joint_sequence_transformer,0.7961325500804264,0.7872695652173911,0.5267478260869565,0.152,0.5757575757575758,0.5151304347826087,0.23014606500241008,12.504473310990516,0.26119402985074625,0.41739130434782606,0.192,-0.033711973863288336,0.17092964109458295,240,115
energy_bin,"(599.999, 13031.767]",mlp,0.7695678577480323,0.7277530589543937,0.7061941964285714,0.21875,0.7777777777777778,0.5736607142857143,-3.8387227615032327,17.788903156577724,0.390625,0.4838709677419355,0.2413793103448276,0.059622676852053996,0.17664622705883765,120,62
energy_bin,"(13031.767, 15771.635]",mlp,0.7967041645659478,0.7744360902255639,0.7978848413631022,0.43478260869565216,0.8333333333333334,0.6903642773207991,-2.0951222160326077,11.102770442904388,0.2073170731707317,0.3492063492063492,0.19298245614035087,0.0004204282299797491,0.14595494600225367,120,63
energy_bin,"(15771.635, 16000.0]",mlp,0.7231244055365388,0.7341913043478261,0.7223652173913043,0.648,0.7297297297297297,0.6935652173913043,-3.6929932625044604,11.487145995599667,0.22972972972972974,0.3565217391304348,0.328,-0.004925728162828421,0.12609013948371925,240,115
energy_bin,"(599.999, 13031.767]",ridge,0.8169702203664129,0.7864293659621803,0.8191964285714286,0.53125,0.8947368421052632,0.7299107142857143,-0.08517402441720723,12.04460270028466,0.171875,0.4838709677419355,0.15517241379310345,0.010947141669634512,0.07960662516751621,120,62
