g4_entry,primary_pdg,primary_ekin_mev,primary_time_ns,truth_stave,truth_layer,pid_label,pid_name,dominant_pdg,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_track_length_sum_mm
11163,2212,102.49216176832168,0.0,B4,2,1,deuteron,1000010020,82.1430592303658,48.17096095102824,8.695327425606598,11.672679580910781,8,2,225.54955324420473
26415,2212,72.93968898546503,0.0,B2,0,1,deuteron,1000010020,59.088758530215344,32.41747247205703,10.030358383280449,10.527267751320307,2,1,220.16631218188448
23534,2212,164.89210136009453,0.0,B8,6,0,proton,2212,54.31162888940517,18.18573213196287,6.995901806480069,7.474420580846185,4,4,469.72943062540696
18964,2212,148.88983139865599,0.0,B4,2,1,deuteron,1000010020,50.225211409775596,13.88232755585033,7.239731860293739,7.52422784654169,6,2,224.9132412621997
12339,2212,151.84434487289138,0.0,B8,6,0,proton,2212,81.29505823866512,35.17364788263679,7.207898798365062,7.822585210617528,4,4,464.75266361305916
8774,2212,64.99300515377189,0.0,B4,2,1,deuteron,1000010020,83.22108416372551,58.57846171608451,10.698933977339044,11.004040947639437,2,2,225.7361617076047
18268,2212,167.50882334611782,0.0,B8,6,0,proton,2212,56.02682762122559,17.99383876196372,7.028509251428349,7.499854448773712,4,4,474.2243194884421
27203,2212,148.25135374150193,0.0,B8,6,0,proton,2212,77.32073521242096,31.37439235198404,7.281574956551431,7.892212191840588,4,4,464.6864446742727
3474,2212,62.569842072364644,0.0,B4,2,1,deuteron,1000010020,96.6248255092662,38.50516187998027,10.563989928248745,10.930136054707074,4,2,225.7219163010608
9399,2212,152.04329984026953,0.0,B6,4,0,proton,2212,73.6607780959583,20.780953736461043,7.204399878411525,7.703973074533067,10,3,228.25891464628182
13572,2212,73.45494779067621,0.0,B2,0,0,proton,2212,72.59782818531582,37.923222809392655,10.7291875123007,10.89780464468437,2,1,220.0114785557205
26291,2212,158.75273195694012,0.0,B8,6,0,proton,2212,72.82878307304975,31.027559620370365,7.059692333191393,7.633992949509414,4,4,464.4273226624071
20923,2212,61.673956907842374,0.0,B4,2,1,deuteron,1000010020,65.12646839974015,41.862465684044984,10.512841327138801,10.783687130892117,2,2,226.1318658948443
1690,2212,82.70453491701512,0.0,B2,0,1,deuteron,1000010020,82.52424341020225,38.72028071293397,9.494712961475729,10.42747596436817,6,1,218.52475429037747
2075,2212,153.83218963404323,0.0,B8,6,0,proton,2212,87.86540194669057,42.65896858565573,7.186852659623684,7.8204079984277355,4,4,465.6491908804558
22716,2212,112.82923309617279,0.0,B2,0,1,deuteron,1000010020,41.81339179994064,41.81339179994064,13.29807893396072,13.298078933960719,1,1,110.41936279956671
