method,family,winner_score,pid_balanced_accuracy,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,time_sigma68_ns,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,pileup_miss_rate,false_split_rate,late_tail_rate_abs_gt_15ns,n_events
causal_state_space_residual_stack_new,new_architecture,0.22296518124014075,0.8550282397884219,0.8167824722395589,0.8799402771141901,0.08085691557537107,0.07090265081540481,0.091484977078622,7.731948438227868,7.142248018154728,8.617215370573321,0.3143939393939394,0.23548484848484838,0.1082660550458715,660
template_residual_boosted_stack_new,new_architecture,0.23346518124014076,0.8488282397884219,0.8127824722395589,0.8749402771141901,0.0829301698208934,0.0727206675029793,0.0938307457216636,8.0962810871496,7.478793736287673,9.023262168139604,0.3393939393939394,0.2484848484848484,0.1192660550458715,660
gradient_boosted_trees,gradient_boosted_trees,0.23734434508403168,0.8442734352042316,0.8000555512067001,0.8799514509544302,0.0862166670270182,0.0838702498520636,0.093311063594827,8.221853255742298,7.239131914394544,9.548511096921589,0.306060606060606,0.2454545454545454,0.1200873362445414,660
ridge,ridge,0.2855559318472755,0.752681457537467,0.7264161292595406,0.780101819410319,0.0887211442308918,0.0764260300617586,0.1049812729947798,10.340910680301032,9.310368369703186,11.030589303073445,0.2848484848484848,0.2818181818181818,0.163135593220339,660
1d_cnn,1d_cnn,0.2976596564405259,0.7771451660299735,0.740506329113924,0.8205015467578134,0.102996932125142,0.0861478917509339,0.1321539645208548,10.780910608722284,9.385025972071286,12.09602459369014,0.2878787878787879,0.2515151515151515,0.2085106382978723,660
deltaE_over_E_likelihood_template,traditional,0.31807305711624706,0.7678886276814576,0.7423635811028052,0.7989507626650912,0.100276518948,0.0917315452590472,0.1205574217352713,11.601759182294511,9.603006708653185,14.555953109981363,0.6878787878787879,0.0939393939393939,0.233009708737864,660
joint_sequence_transformer,new_transformer,0.4003294629347082,0.5147112841610344,0.4848835926293722,0.5533352923890684,0.1224235755039077,0.1102140050527046,0.1339332044527215,12.381098119833188,11.424199503813735,14.252410322758765,0.3333333333333333,0.2212121212121212,0.2522727272727272,660
mlp,mlp,0.42028897613780186,0.7025969732588893,0.6791988116003733,0.7249825116895549,0.1614118896316854,0.1393684995833788,0.1849408077683931,14.853756284069256,13.765389504293156,16.571503294745703,0.296969696969697,0.2909090909090909,0.3297413793103448,660
