method,spacing_time_sigma68_span_ns,pedestal_pid_balanced_accuracy_span,late_pileup_boundary_displacement_span,heldout_run_time_sigma68_span_ns,n_spacing_bins,n_pedestal_bins,n_pileup_bins
1d_cnn,6.886381130427373,0.01800344020428435,0.11315381139216846,4.200522335728497,4,3,2
causal_state_space_residual_stack_new,2.4187353042307533,0.015775484308254928,0.06862244829141335,1.6078659774978048,4,3,2
deltaE_over_E_likelihood_template,11.91574580589298,0.0633068520357497,0.022426126634587984,8.025909787536344,4,3,2
gradient_boosted_trees,2.8440893992381353,0.013754413549597277,0.2621150141333179,3.0504940403382346,4,3,2
joint_sequence_transformer,11.447675534031887,0.03561133572926023,0.010006976127624467,4.851456194411094,4,3,2
mlp,2.3223224776214497,0.015871866511141475,0.03011034062014284,3.4913298947498212,4,3,2
ridge,7.219180765861775,0.028881165177093715,0.0044078885846323135,3.1145209612021674,4,3,2
template_residual_boosted_stack_new,2.532707124848957,0.015775484308254928,0.07798005487660609,1.6836292958092205,4,3,2
