method,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high,f1,f1_ci_low,f1_ci_high,artifact_fraction,artifact_fraction_ci_low,artifact_fraction_ci_high,coverage,coverage_ci_low,coverage_ci_high,accepted_high_minus_control,accepted_high_minus_control_ci_low,accepted_high_minus_control_ci_high,topology_excess_coverage,topology_excess_coverage_ci_low,topology_excess_coverage_ci_high,n_bootstrap,selection_score
traditional_template_fit,0.5185185185185185,0.5,0.5263157894736842,0.7368421052631579,0.42105263157894735,1.0,0.6086956521739131,0.45714285714285713,0.6896551724137931,0.5925925925925926,0.5,0.631578947368421,0.04455445544554455,0.035398230088495575,0.050002319109461964,-0.0891089108910891,-0.14035087719298245,-0.07723577235772358,-4.400806604835664,-6.931484866875666,-3.8144299343629813,800,0.3272141706924316
cnn_1d_dual_head,0.04,0.0,0.3333333333333333,0.05263157894736842,0.0,0.15789473684210525,0.04545454545454545,0.0258991008991009,0.2077132486388384,0.72,0.3628787878787879,0.8181818181818182,0.041254125412541254,0.0077273304458416745,0.12157104007981895,0.08250825082508251,0.01547631483978803,0.21905731523378572,4.074820930403393,0.7643261250123325,10.818546316839962,512,-0.030545454545454515
mlp,0.035381750465549346,0.029849634094801698,0.045921303303930266,1.0,1.0,1.0,0.06834532374100719,0.057968917133329134,0.087810245095116,0.9199255121042831,0.8759875199815111,0.9444465267366317,0.8861386138613861,0.8184150717703349,1.0,0.2277227722772277,0.0,0.2804878048780488,11.246505767913364,0.0,13.85240344584451,800,-0.08901035596104129
ridge_linear,0.010101010101010102,0.0,0.0297029702970297,0.05263157894736842,0.0,0.15789473684210525,0.016949152542372885,0.01515151515151515,0.05172135706340378,0.9191919191919192,0.8529244652406417,0.9756242740998838,0.16336633663366337,0.11372326203208556,0.27018531589974565,0.2211221122112211,0.11869814344709063,0.3305365562066411,10.920520093481093,5.862124993336939,16.324152603230655,522,-0.14769731210409182
gradient_boosted_trees,0.0032258064516129032,0.0,0.010310167081407749,0.05263157894736842,0.0,0.15789473684210525,0.006079027355623099,0.005333333333333333,0.021164021164021166,0.932258064516129,0.8984914617051103,0.9602470306936611,0.5115511551155115,0.36576858400943074,0.7533907551249198,0.976897689768977,0.9649122807017544,0.9796747967479675,48.245879815976174,47.65395845977021,48.38303232534097,521,-0.16585645651534464
consensus_abstention_ensemble,0.003076923076923077,0.0,0.009585432538707297,0.05263157894736842,0.0,0.14285714285714285,0.005813953488372094,0.00516795865633075,0.018518518518518517,0.9353846153846154,0.9010591661742182,0.9615384615384616,0.5363036303630363,0.36937231398765435,0.8149779735682819,0.9273927392739274,0.736842105263158,0.9715447154471545,45.800987257734135,36.39029555109725,47.98151338488171,504,-0.16741681574239714
