scenario,mask,samples,method,family,joint_score,energy_res68,energy_mae,energy_bias,timing_res68_samples,timing_mae_samples,pid_auc,stress_auc,n_events,n_runs,energy_res68_ci_low,energy_res68_ci_high,timing_res68_samples_ci_low,timing_res68_samples_ci_high,pid_auc_ci_low,pid_auc_ci_high,stress_auc_ci_low,stress_auc_ci_high
stress_fixed_eff90,rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.21429140878319364,0.11092959229146833,0.14955408748923493,-0.008380809699079173,1.4249351149946488,1.3761965248539476,0.8853813423249839,0.964666147280413,2450,7,0.05188559332772822,0.17718617835196382,1.3701376413327355,1.5051874201460103,0.8734255273063485,0.8960580040640795,0.9533816588601509,0.9771240007633792
pid_strict_distal_q60,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",attention_transformer_small,attention,0.21508125817849993,0.21329688337172278,0.22331695432191262,0.009410464139510744,1.2497098956927792,1.3013227334372706,0.9459414254818239,0.9381512969079981,2450,7,0.12264223072219674,0.3534779489372651,1.1035345713857145,1.3307529756711025,0.9383491261030297,0.952597709346252,0.9092096631352659,0.9591151287647985
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.2156690087105219,0.13590163101549912,0.1508461578366865,0.03243488404698969,1.5064557992598617,1.3594039704026706,0.9463586881122054,0.9552257179473295,2450,7,0.10212362492489736,0.1682562807539864,1.4449574218442736,1.5880452947117165,0.9394698207515922,0.9519989281793537,0.9304861376553978,0.9722729029169951
nominal_s27d,peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.21572225769536263,0.13590163101549912,0.1508461578366865,0.03243488404698969,1.5064557992598617,1.3594039704026706,0.9461685131663455,0.9552257179473295,2450,7,0.1017174906641921,0.1662405752492741,1.4248920101865161,1.5669191330531367,0.9427433879770016,0.9492586461810147,0.9376921752278371,0.972822429569189
pid_charge_balanced_q50,peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.21572225769536263,0.13590163101549912,0.1508461578366865,0.03243488404698969,1.5064557992598617,1.3594039704026706,0.9461685131663455,0.9552257179473295,2450,7,0.09346866921682721,0.16869206556455402,1.4400327118982383,1.5945821889113967,0.9416727678252307,0.9498796788114657,0.9368621923785843,0.9734795553968414
pid_charge_balanced_q50,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",attention_transformer_small,attention,0.21604654324790004,0.21329688337172278,0.22331695432191262,0.009410464139510744,1.2497098956927792,1.3013227334372706,0.942493978805395,0.9381512969079981,2450,7,0.11717514135289747,0.3249387991902953,1.0751936285200918,1.3319370071659593,0.939178381750625,0.9458673046709957,0.912637377618047,0.9675520760304119
nominal_s27d,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",attention_transformer_small,attention,0.21604654324790004,0.21329688337172278,0.22331695432191262,0.009410464139510744,1.2497098956927792,1.3013227334372706,0.942493978805395,0.9381512969079981,2450,7,0.11718202622767336,0.33967665368109756,1.095978336069973,1.3631911591198478,0.9389696837670729,0.9453749235635499,0.9132492061558597,0.9609292577103762
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.2161707372138731,0.13590163101549912,0.1508461578366865,0.03243488404698969,1.5064557992598617,1.3594039704026706,0.9461685131663455,0.9525876031325622,2450,7,0.09530706989316169,0.16408783649601605,1.4516239642880777,1.5734992006458368,0.9431125209947827,0.9495007650196401,0.9341092045572118,0.9684778992060855
stress_fixed_eff90,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",attention_transformer_small,attention,0.21768286691322067,0.21329688337172278,0.22331695432191262,0.009410464139510744,1.2497098956927792,1.3013227334372706,0.942493978805395,0.9285258635825826,2450,7,0.10513309940984962,0.3313339653889005,1.109535168311656,1.3314972064361963,0.9401497782274774,0.9451691534742638,0.9151674348375932,0.944981544032072
stress_fixed_eff90,peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.2177612307315955,0.13590163101549912,0.1508461578366865,0.03243488404698969,1.5064557992598617,1.3594039704026706,0.9461685131663455,0.9432317589106655,2450,7,0.10583514351345599,0.17385794814944916,1.4461566077050563,1.5775530742470567,0.942312162298971,0.9501095386986604,0.9240226346981699,0.9562932841126306
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.22558736435409296,0.12892307263108377,0.15122211836990251,-0.0019589960694448294,1.520210550609561,1.4072972937479393,0.8986639849179805,0.9622508618977997,2450,7,0.09621722547478194,0.1763853259068695,1.4426642511855852,1.5800232550011544,0.8838549411966617,0.9152104708973131,0.9507751312887615,0.9724257621348402
pid_charge_balanced_q50,rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.22615976375347818,0.12892307263108377,0.15122211836990251,-0.0019589960694448294,1.520210550609561,1.4072972937479393,0.8966197013487476,0.9622508618977997,2450,7,0.08993014055326562,0.16789111000694798,1.4354058803302023,1.5872990257535498,0.8856431920256872,0.9068237394421684,0.9489954249002525,0.9734123091888018
nominal_s27d,rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.22615976375347818,0.12892307263108377,0.15122211836990251,-0.0019589960694448294,1.520210550609561,1.4072972937479393,0.8966197013487476,0.9622508618977997,2450,7,0.08904134793039858,0.1737737969016803,1.4270020946117592,1.579470889531538,0.8864446388030236,0.907105742938825,0.9472890995025673,0.9737542853421767
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.22619692079737214,0.12892307263108377,0.15122211836990251,-0.0019589960694448294,1.520210550609561,1.4072972937479393,0.8966197013487476,0.9620322910513647,2450,7,0.08609778205589144,0.1648895367340268,1.433132205247716,1.5574910572214666,0.885194692244219,0.9064164076499502,0.9506684589146946,0.9752788358795103
stress_fixed_eff90,rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.22643418159204243,0.12892307263108377,0.15122211836990251,-0.0019589960694448294,1.520210550609561,1.4072972937479393,0.8966197013487476,0.9606366393180101,2450,7,0.09632996343535263,0.17374315146759559,1.436058700787024,1.5895620997349218,0.8878364408409648,0.9079866222813961,0.9451210648998526,0.9723301675243845
nominal_s27d,late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.2278607943752418,0.19258570847964696,0.18784883853911388,0.027110177339571884,1.4785017286607025,1.281238605126225,0.9455109987154784,0.9669265897727481,2450,7,0.15185181662918235,0.2413697929489561,1.3988135857949882,1.5666789647987218,0.9419720572536109,0.9490232555264133,0.9491631583127143,0.9775823200063154
pid_charge_balanced_q50,late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.2278607943752418,0.19258570847964696,0.18784883853911388,0.027110177339571884,1.4785017286607025,1.281238605126225,0.9455109987154784,0.9669265897727481,2450,7,0.15698315868907878,0.2309075310419532,1.3983404571684834,1.5445851203165022,0.9412487218130408,0.9487872237786963,0.9493933791115914,0.9764707091073028
stress_tail_only_eff85,late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.228208352205761,0.19258570847964696,0.18784883853911388,0.027110177339571884,1.4785017286607025,1.281238605126225,0.9455109987154784,0.9648821319461647,2450,7,0.14269964057519877,0.22285773219377394,1.3995987496279887,1.6103873065781864,0.9406843371457483,0.9493330416957447,0.953515482581761,0.9784550650600505
pid_strict_distal_q60,late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.2283718661337135,0.19258570847964696,0.18784883853911388,0.027110177339571884,1.4785017286607025,1.281238605126225,0.9436857424352223,0.9669265897727481,2450,7,0.14047826881046327,0.23123189574581984,1.4060731894096055,1.5942815254253595,0.9385084419414247,0.9495875965173325,0.9505443065531614,0.9806385035268139
stress_fixed_eff90,late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.22904535529078862,0.19258570847964696,0.18784883853911388,0.027110177339571884,1.4785017286607025,1.281238605126225,0.9455109987154784,0.9599585843871785,2450,7,0.13459363881697448,0.23402634820257087,1.3996839064217823,1.6051374610870857,0.9422642850470857,0.9495277614985976,0.9509668027876521,0.9693174982124053
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.23105425405212374,0.1411731719970704,0.14279794692993164,0.0070953369140625,1.842074866294861,1.732286928405567,0.9889932562620424,0.993775525110675,2450,7,0.08250572872161868,0.17799539279937743,1.669450272321701,1.8624560523033145,0.9862983569183952,0.9903344138559712,0.9894923987235998,0.9974247743642238
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.23252300777292473,0.1411731719970704,0.14279794692993164,0.0070953369140625,1.842074866294861,1.732286928405567,0.9893096257735203,0.984614718145882,2450,7,0.08096043109893798,0.18146653175354002,1.6824653361439705,1.875077543854714,0.986022316206566,0.9927971194941672,0.9799721122463475,0.9894968050051706
pid_charge_balanced_q50,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.23261159123613856,0.1411731719970704,0.14279794692993164,0.0070953369140625,1.842074866294861,1.732286928405567,0.9889932562620424,0.984614718145882,2450,7,0.08497568368911743,0.1797230839729308,1.6895632212162022,1.8712993409633636,0.9875109018048317,0.991408738996818,0.9797029328633915,0.9908976396867376
nominal_s27d,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.23261159123613856,0.1411731719970704,0.14279794692993164,0.0070953369140625,1.842074866294861,1.732286928405567,0.9889932562620424,0.984614718145882,2450,7,0.08152388334274292,0.17795536994934083,1.6784634679555892,1.8640144068002702,0.986282182274335,0.9907124070221122,0.9797080366898581,0.9898279333796134
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.23743407798463295,0.1411731719970704,0.14279794692993164,0.0070953369140625,1.842074866294861,1.732286928405567,0.9889932562620424,0.9562471490370913,2450,7,0.08746763420104983,0.17642743539810177,1.674765678644182,1.8630495429039002,0.9871511238943127,0.990751426779926,0.9512601198348721,0.9620178499568968
pid_strict_distal_q60,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.2565160422782748,0.15040708541870118,0.16550953686237335,-0.007057666778564453,1.8354260516166692,1.7548797574821784,0.9581800729452544,0.9071244201368206,2450,7,0.10221097898483276,0.1919413924217223,1.7438032977581024,1.9032357603311538,0.9524171872079822,0.9629047449940313,0.8982516436300462,0.913811374589963
nominal_s27d,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.25716301376267625,0.15040708541870118,0.16550953686237335,-0.007057666778564453,1.8354260516166692,1.7548797574821784,0.9558694605009634,0.9071244201368206,2450,7,0.0914589958190918,0.19189298772811889,1.6854196846485139,1.9015826566219336,0.948653529850608,0.9615721092219319,0.8993575915020284,0.9156553037772237
pid_charge_balanced_q50,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.25716301376267625,0.15040708541870118,0.16550953686237335,-0.007057666778564453,1.8354260516166692,1.7548797574821784,0.9558694605009634,0.9071244201368206,2450,7,0.10253939628601075,0.19362365007400512,1.7667133851647387,1.8878782879710196,0.9508629235449476,0.9610288192678532,0.8996594659098329,0.9142530547372525
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.2609321877718875,0.15040708541870118,0.16550953686237335,-0.007057666778564453,1.8354260516166692,1.7548797574821784,0.9558694605009634,0.884952808317931,2450,7,0.10157655477523804,0.1928713641166687,1.7101821089386968,1.9025414975285533,0.949819095916524,0.960932225938271,0.8739765281949325,0.8990183328538468
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.26398404620327237,0.2509611018229007,0.2573836863983024,0.04483206682573737,1.556577767476357,1.505678002031896,0.9326999392240252,0.9296922438223139,2450,7,0.15813712063573362,0.3656700615163593,1.4949100863208464,1.6284154337875139,0.9273538056498386,0.9388734154083929,0.9066991516559494,0.9562327382520248
nominal_s27d,peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.2642713393979454,0.2509611018229007,0.2573836863983024,0.04483206682573737,1.556577767476357,1.505678002031896,0.9316738921001929,0.9296922438223139,2450,7,0.16126460687116193,0.3569225385465681,1.4938289788149477,1.6392839348842134,0.9268754863788836,0.9372192073453305,0.9060274214421642,0.952422472583446
pid_charge_balanced_q50,peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.2642713393979454,0.2509611018229007,0.2573836863983024,0.04483206682573737,1.556577767476357,1.505678002031896,0.9316738921001929,0.9296922438223139,2450,7,0.1579711631343788,0.37208171501083853,1.483922142416353,1.6393733648549647,0.9271417171863559,0.9371916527131193,0.9049403596492952,0.9577175679114988
stress_fixed_eff90,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.2656198742937531,0.15040708541870118,0.16550953686237335,-0.007057666778564453,1.8354260516166692,1.7548797574821784,0.9558694605009634,0.8573781817187215,2450,7,0.10743221044540406,0.2049706735610962,1.7778836354613303,1.8836810982823393,0.9502149008745585,0.9606649457112882,0.8390757722022798,0.8719349718348939
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.26652219675902095,0.2509611018229007,0.2573836863983024,0.04483206682573737,1.556577767476357,1.505678002031896,0.9316738921001929,0.9164519064042225,2450,7,0.15350389438425738,0.38363869828984176,1.499654819653529,1.6370010429416715,0.9260370480444675,0.937448218801612,0.8866432738769678,0.9465860068841792
stress_fixed_eff90,peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.2695314254149262,0.2509611018229007,0.2573836863983024,0.04483206682573737,1.556577767476357,1.505678002031896,0.9316738921001929,0.8987505613694857,2450,7,0.16132728116536388,0.38004054017944483,1.48823739110344,1.6776900349337152,0.9271413327133743,0.937421915338071,0.8786091799984469,0.9178734967590738
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",ridge,linear,0.2772764745543194,0.19171972274780277,0.2162783294916153,0.08522748947143555,1.8053163886070254,1.7182842193817607,0.9382835581245986,0.8959591725259299,2450,7,0.12190961837768555,0.24600530338287346,1.5810727440714838,1.8601746764779092,0.9307863636363636,0.9450902958499279,0.8851243188950294,0.9079660375759646
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",ridge,linear,0.27795840123054066,0.19171972274780277,0.2162783294916153,0.08522748947143555,1.8053163886070254,1.7182842193817607,0.9402001029599941,0.8887911770545658,2450,7,0.12324003505706796,0.23506340265274062,1.5817805920839314,1.8555579721331603,0.9365414403511333,0.944215603832155,0.8729716818620139,0.9014707244852502
pid_charge_balanced_q50,peak_charge_8_11,"8,9,10,11",ridge,linear,0.27849503378445134,0.19171972274780277,0.2162783294916153,0.08522748947143555,1.8053163886070254,1.7182842193817607,0.9382835581245986,0.8887911770545658,2450,7,0.12247268676757822,0.23900491857528675,1.6597396585941315,1.8598042572140694,0.9282493161427331,0.9446408250886201,0.8706550177670622,0.9075580371751321
nominal_s27d,peak_charge_8_11,"8,9,10,11",ridge,linear,0.27849503378445134,0.19171972274780277,0.2162783294916153,0.08522748947143555,1.8053163886070254,1.7182842193817607,0.9382835581245986,0.8887911770545658,2450,7,0.1349291338920594,0.24955548429489133,1.6178518641591073,1.898662610054016,0.9309184091948267,0.943551358035574,0.8766478243301532,0.9061015569602883
stress_tail_only_eff85,late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.27888587255111,0.2987455110174227,0.2901171369289414,0.06338053564985202,1.5946740149052647,1.4615313195092132,0.9317140333975594,0.955848703975407,2450,7,0.1878704573965088,0.406148494249308,1.5423747949075297,1.7833810536335972,0.9250093162870386,0.937582497338524,0.9419937651241636,0.9699955441606432
stress_fixed_eff90,late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.2810891003462422,0.2987455110174227,0.2901171369289414,0.06338053564985202,1.5946740149052647,1.4615313195092132,0.9317140333975594,0.9428885404746297,2450,7,0.19331011898098985,0.3803083006024066,1.5539373385865614,1.71414652637343,0.9264745777871635,0.937525323681381,0.9374810859802729,0.9472491671893912
nominal_s27d,late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.28228916830967143,0.2987455110174227,0.2901171369289414,0.06338053564985202,1.5946740149052647,1.4615313195092132,0.9317140333975594,0.9358293171603401,2450,7,0.20274139540153102,0.41685852477594026,1.5576513721467993,1.785739948280598,0.9259172329256532,0.9389024930954515,0.9102724425486848,0.95481966435838
pid_charge_balanced_q50,late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.28228916830967143,0.2987455110174227,0.2901171369289414,0.06338053564985202,1.5946740149052647,1.4615313195092132,0.9317140333975594,0.9358293171603401,2450,7,0.20391091671319414,0.4031741916439619,1.5537944923628582,1.794822525499862,0.9261370431114729,0.9383882751766855,0.9083153091944189,0.9536066856107739
pid_strict_distal_q60,late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.2824540257122342,0.2987455110174227,0.2901171369289414,0.06338053564985202,1.5946740149052647,1.4615313195092132,0.9311252569598352,0.9358293171603401,2450,7,0.1944664964285548,0.4039897362096386,1.5486329961703107,1.7398560494409243,0.9227937676512474,0.9378269411751199,0.9099701950082835,0.9558081773702001
stress_fixed_eff90,peak_charge_8_11,"8,9,10,11",ridge,linear,0.287748100801176,0.19171972274780277,0.2162783294916153,0.08522748947143555,1.8053163886070254,1.7182842193817607,0.9382835581245986,0.8343613710738325,2450,7,0.11747678375244142,0.2490866413116455,1.5798877081871037,1.8954925618767742,0.9299242210241692,0.9448837732444224,0.8111415595767872,0.8599461400818739
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.29009554071035015,0.2831717174520494,0.25446289454138665,-0.00650970166490783,1.6054207126207434,1.5618307496467418,0.8724538375080282,0.9496262139313912,2450,7,0.11895997054241894,0.3921054966237282,1.4928106022842869,1.6812756444285273,0.8634939227939997,0.8807330364629591,0.9316105783876264,0.9603284971646583
pid_strict_distal_q60,late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.2915826769970487,0.2615538597106934,0.258881539106369,0.07741117477416992,1.846816382408142,1.6940658951048948,0.9497165078955949,0.9383238569700908,2450,7,0.16353414058685303,0.3220558671951294,1.7423973273634916,1.855520987570286,0.9389128947145569,0.9566348011839405,0.9235365269085267,0.9538542110902545
pid_charge_balanced_q50,late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.29253643986292127,0.2615538597106934,0.258881539106369,0.07741117477416992,1.846816382408142,1.6940658951048948,0.9463102119460501,0.9383238569700908,2450,7,0.19934243869781496,0.34040572643280026,1.7097490206062802,1.8577338719367982,0.9414065098215231,0.9522797171905728,0.9250964092402466,0.9510530143150699
nominal_s27d,late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.29253643986292127,0.2615538597106934,0.258881539106369,0.07741117477416992,1.846816382408142,1.6940658951048948,0.9463102119460501,0.9383238569700908,2450,7,0.18218749046325688,0.32452836418151865,1.672808618724348,1.8565846211314203,0.9398332646937794,0.951218133002053,0.923398879657632,0.9529298143765971
stress_tail_only_eff85,late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.29505067620369313,0.2615538597106934,0.258881539106369,0.07741117477416992,1.846816382408142,1.6940658951048948,0.9463102119460501,0.9235342314361388,2450,7,0.203299442768097,0.333698569774628,1.740944911360743,1.8621563389897346,0.941320863632847,0.9517192964802398,0.9124818247242277,0.9362308741394324
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.2961132894499221,0.2831717174520494,0.25446289454138665,-0.00650970166490783,1.6054207126207434,1.5618307496467418,0.8779413494238254,0.9051894370137723,2450,7,0.14383298644927034,0.3961467827487162,1.492226977171692,1.709010689316849,0.8680815242857486,0.8879439307190599,0.8818374621615295,0.9320807079704958
stress_fixed_eff90,rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.2963306452039111,0.2831717174520494,0.25446289454138665,-0.00650970166490783,1.6054207126207434,1.5618307496467418,0.8724538375080282,0.9129491286751503,2450,7,0.11958539155125908,0.4080298656584162,1.4930260347355895,1.6993265046329427,0.865688822220129,0.8803054880308336,0.8995259983571973,0.927643065647328
stress_fixed_eff90,late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.2964366139846664,0.2615538597106934,0.258881539106369,0.07741117477416992,1.846816382408142,1.6940658951048948,0.9463102119460501,0.915381656253943,2450,7,0.20051288604736328,0.31839987039566037,1.739697139859202,1.8576835922002795,0.9413036839045279,0.9523786726946243,0.9079259432568989,0.9214220182876525
pid_charge_balanced_q50,rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.29764979278634535,0.2831717174520494,0.25446289454138665,-0.00650970166490783,1.6054207126207434,1.5618307496467418,0.8724538375080282,0.9051894370137723,2450,7,0.11846313634504929,0.4071084435148779,1.499608540752432,1.6759412760755057,0.8644182884108328,0.8807546173572078,0.8775091394792037,0.9314186311993135
nominal_s27d,rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.29764979278634535,0.2831717174520494,0.25446289454138665,-0.00650970166490783,1.6054207126207434,1.5618307496467418,0.8724538375080282,0.9051894370137723,2450,7,0.136451482581534,0.4188818563645691,1.5061037619093276,1.6974289474869007,0.8634671009656957,0.8799843365263267,0.877620074541325,0.9290219840063084
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",ridge,linear,0.30634131665775644,0.23009008407592782,0.24219776690006256,-0.04066038131713867,1.8245215988159182,1.7546823643178355,0.9009569927230805,0.8523701738235772,2450,7,0.2010822415351869,0.25622511243820195,1.7035714248418834,1.9088325990438462,0.8838729512414143,0.9144982552168459,0.8278392486320686,0.884289923838898
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.30753992123187374,0.43895566940307623,0.5826014876365662,0.008817195892333984,1.7202495217323306,1.5189808760674632,0.9935780288161222,0.9906514322846158,2450,7,0.34930679941177367,0.5741085443496704,1.5917572684884072,1.854463028907776,0.9920539204014271,0.9952901546632216,0.9855204300285024,0.9956116793580928
pid_charge_balanced_q50,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.30870463057206426,0.43895566940307623,0.5826014876365662,0.008817195892333984,1.7202495217323306,1.5189808760674632,0.9894183526011561,0.9906514322846158,2450,7,0.35970883846282964,0.5845951476097104,1.6100016779080033,1.8576545106470586,0.9861940344201745,0.9927426129991146,0.9853588491091172,0.9950538538836065
nominal_s27d,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.30870463057206426,0.43895566940307623,0.5826014876365662,0.008817195892333984,1.7202495217323306,1.5189808760674632,0.9894183526011561,0.9906514322846158,2450,7,0.34211034774780275,0.5913443865776071,1.5730308167636395,1.8753586324751377,0.9856076171551661,0.9925667077455713,0.9858126781523674,0.9956397287640733
pid_charge_balanced_q50,rising_edge_4_7,"4,5,6,7",ridge,linear,0.3088093067332569,0.23009008407592782,0.24219776690006256,-0.04066038131713867,1.8245215988159182,1.7546823643178355,0.892142742453436,0.8523701738235772,2450,7,0.20753774166107178,0.25389211797714234,1.7443066012859345,1.894786362349987,0.8775752039733614,0.9059390084741873,0.832212348683811,0.8726861817962169
nominal_s27d,rising_edge_4_7,"4,5,6,7",ridge,linear,0.3088093067332569,0.23009008407592782,0.24219776690006256,-0.04066038131713867,1.8245215988159182,1.7546823643178355,0.892142742453436,0.8523701738235772,2450,7,0.20651549291610719,0.2518688402175903,1.7386592282056816,1.8949271807074546,0.8783376978235775,0.9046111074951562,0.8328622960577953,0.8748620639489126
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",mlp,neural_tabular,0.30882373057661483,0.3552060127258301,0.4812958240509033,0.1186070442199707,1.7056637382507331,1.5772068753230328,0.9570977842003854,0.9191024688299891,2450,7,0.27830086183547975,0.45341824436187766,1.6366467739939699,1.7607164165079594,0.9505290415187815,0.96152743351258,0.8964679629394967,0.937891086579497
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.3089086859771872,0.43895566940307623,0.5826014876365662,0.008817195892333984,1.7202495217323306,1.5189808760674632,0.9894183526011561,0.9894511063721282,2450,7,0.3634881844520569,0.5900742411613465,1.6094404894635082,1.85541043163836,0.9867868552525211,0.9930802892497519,0.9851318613978685,0.9947238074516089
nominal_s27d,peak_charge_8_11,"8,9,10,11",mlp,neural_tabular,0.3121507481189072,0.3552060127258301,0.4812958240509033,0.1186070442199707,1.7056637382507331,1.5772068753230328,0.9570977842003854,0.8995317774047399,2450,7,0.2855809440612793,0.5137213373184203,1.6495373405516147,1.7698477238714694,0.9526735958190677,0.9636245913805078,0.8693557854501672,0.9263446498611965
pid_charge_balanced_q50,peak_charge_8_11,"8,9,10,11",mlp,neural_tabular,0.3121507481189072,0.3552060127258301,0.4812958240509033,0.1186070442199707,1.7056637382507331,1.5772068753230328,0.9570977842003854,0.8995317774047399,2450,7,0.26858252239227304,0.4680530428886413,1.6359091304838658,1.7647531395256522,0.9512594527972026,0.9621113205609865,0.8746896199905124,0.9259000503452853
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",mlp,neural_tabular,0.31261161127106507,0.3552060127258301,0.4812958240509033,0.1186070442199707,1.7056637382507331,1.5772068753230328,0.9554518443712502,0.8995317774047399,2450,7,0.2767016558647156,0.45731745958328246,1.6344992434382442,1.7804201811552047,0.9524895969876574,0.9579879840286358,0.8706911660973742,0.925065446943125
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",mlp,neural_tabular,0.31300375905275485,0.37619398117065433,0.5923381447792053,-0.00908517837524414,1.6248649787902836,1.585122641452721,0.9113836287975301,0.9271045648995505,2450,7,0.24703669357299807,0.6812492609024048,1.5593320860266686,1.71897688806057,0.9028616002425888,0.9226601425050781,0.9108456508165853,0.9417065479481341
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",ridge,linear,0.3133118532875142,0.23009008407592782,0.24219776690006256,-0.04066038131713867,1.8245215988159182,1.7546823643178355,0.892142742453436,0.8258846058573579,2450,7,0.2071840343475343,0.25354930782318125,1.7188393316864976,1.8879903705716135,0.876054635138954,0.9031795178637577,0.8031821808392534,0.8469335735903806
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.31358419134670495,0.43895566940307623,0.5826014876365662,0.008817195892333984,1.7202495217323306,1.5189808760674632,0.9894183526011561,0.961948133610259,2450,7,0.33595717906951905,0.5743357911109923,1.5429098980277778,1.8575398194938901,0.9850245254411718,0.9930921094105268,0.9436485447040008,0.9895994953499193
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",mlp,neural_tabular,0.31488462957116337,0.37619398117065433,0.5923381447792053,-0.00908517837524414,1.6248649787902836,1.585122641452721,0.9027713551701991,0.9302255419421632,2450,7,0.2409466862678528,0.6755598344802853,1.5600034677982328,1.724495480954647,0.8887477415537681,0.9137427961173672,0.9076470387971373,0.950208338672425
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",mlp,neural_tabular,0.3151778064271396,0.41024366378784183,0.7390732765197754,-0.020511150360107422,1.7357383847236634,1.6429698200980012,0.9592477520873474,0.9641489300889846,2450,7,0.28108775281906156,0.6061306037902832,1.5432938993871212,1.9111034184694287,0.9556918187543407,0.9624825225096486,0.9559237258389849,0.9754042372826234
