scenario,pid_rule,pid_positive_train_fraction,pid_positive_heldout_fraction,stress_rule,stress_positive_train_fraction,stress_positive_heldout_fraction,pid_threshold,stress_late_threshold,stress_peak_threshold
nominal_s27d,distal_median,0.5,0.7061224489795919,late_or_peak,0.2978021978021978,0.36122448979591837,0.005419119028374553,0.3461867645382881,8905.525
pid_strict_distal_q60,distal_quantile,0.4,0.6159183673469387,late_or_peak,0.2978021978021978,0.36122448979591837,0.007159600872546434,0.3461867645382881,8905.525
pid_charge_balanced_q50,distal_charge_balance,0.5,0.7061224489795919,late_or_peak,0.2978021978021978,0.36122448979591837,-0.48916175961494446,0.3461867645382881,8905.525
stress_fixed_eff90,distal_median,0.5,0.7061224489795919,late_or_peak,0.19725274725274725,0.25265306122448977,0.005419119028374553,0.3677029371261597,8470.0
stress_tail_only_eff85,distal_median,0.5,0.7061224489795919,late_only,0.15,0.29959183673469386,0.005419119028374553,0.35772582441568374,inf
