scenario,mask,method,run,energy_res68,energy_mae,energy_bias,timing_res68_samples,timing_mae_samples,pid_auc,stress_auc,n_events,n_runs
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,58,0.11223003387451172,0.6912844181060791,-0.6819753646850586,0.0,0.0,0.895530021480446,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,59,0.15696102142333987,0.8027404546737671,-0.6607503890991211,0.0,0.0,0.9252190765082575,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,60,0.17050558090209963,0.8305107951164246,-0.665891170501709,0.0,0.0,0.9097007423445717,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,61,0.17811983108520507,0.8391463756561279,-0.6610665321350098,0.0,0.0,0.9254718570947086,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,62,0.13696632385253907,0.7731526494026184,-0.6353225708007812,0.0,0.0,0.9271494009866104,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,63,0.12964492797851565,0.7938985824584961,-0.6531963348388672,0.0,0.0,0.9296995740510385,1.0,350,1
nominal_s27d,pretrigger_0_3,traditional_charge_depth_timewalk,65,0.12749065399169923,0.7508637309074402,-0.6486024856567383,0.0,0.0,0.9015749667553191,1.0,350,1
nominal_s27d,pretrigger_0_3,ridge,58,0.45410972595214855,0.4535665512084961,0.025999069213867188,1.1360854363441468,1.7571576396056583,0.5778921886187733,0.5197327583390505,350,1
nominal_s27d,pretrigger_0_3,ridge,59,0.707938175201416,0.5842651128768921,0.16587209701538086,1.593531720638275,1.7850835296085903,0.624241658240647,0.6717804255967109,350,1
nominal_s27d,pretrigger_0_3,ridge,60,0.7546670722961429,0.5908317565917969,-0.018824100494384766,1.8107513713836674,2.064421784537179,0.6788586452211566,0.719269285792891,350,1
nominal_s27d,pretrigger_0_3,ridge,61,0.6452555656433107,0.5237805843353271,-0.046819210052490234,2.0083228754997253,1.9728997128350394,0.6773677114930906,0.7359088457389429,350,1
nominal_s27d,pretrigger_0_3,ridge,62,0.7915596008300783,0.6294493079185486,0.07237434387207031,1.9771248602867126,2.050311074597495,0.638477801268499,0.6518292469044864,350,1
nominal_s27d,pretrigger_0_3,ridge,63,0.6536341857910157,0.5681166648864746,0.20979595184326172,1.8871437144279481,1.796859940631049,0.6179652455803083,0.6027075881696857,350,1
nominal_s27d,pretrigger_0_3,ridge,65,0.7086074829101563,0.649641215801239,0.45168399810791016,1.1652986478805545,1.6972011155741555,0.6141123670212766,0.6006274869911233,350,1
nominal_s27d,pretrigger_0_3,gradient_boosted_trees,58,0.48525416282859674,0.4441893334109464,-0.012251508803672984,1.3336780241064627,1.3931041507690625,0.6210235602986804,0.5293214414061225,350,1
