method,comparison,delta_ns,ci_low_ns,ci_high_ns,p_two_sided
ridge_no_saturation,ridge_no_saturation_minus_raw_pair_median_sigma68,3.078748821087675,2.7984355395457228,3.6248052300891995,0.0
ridge_no_saturation,ridge_no_saturation_minus_ridge_duplicate_safe_sigma68,0.25573764717745995,0.11661917205107367,0.3900623651645336,0.006666666666666667
ridge_duplicate_safe,ridge_duplicate_safe_minus_raw_pair_median_sigma68,2.823011173910215,2.497285514672832,3.2342923001878665,0.0
gbt_duplicate_safe,gbt_duplicate_safe_minus_raw_pair_median_sigma68,2.105891517508495,1.9868948832186044,2.183677590883591,0.0
gbt_duplicate_safe,gbt_duplicate_safe_minus_ridge_duplicate_safe_sigma68,-0.7171196564017199,-1.1022184920892208,-0.44972994663731847,0.0
extra_trees_duplicate_safe,extra_trees_duplicate_safe_minus_raw_pair_median_sigma68,1.2155331085686618,0.9748478135927636,1.5257103327002424,0.0
extra_trees_duplicate_safe,extra_trees_duplicate_safe_minus_ridge_duplicate_safe_sigma68,-1.607478065341553,-1.8901154059748828,-1.3404013806835509,0.0
mlp_duplicate_safe,mlp_duplicate_safe_minus_raw_pair_median_sigma68,1.8310587636196183,1.6691309713038143,1.9791135195966805,0.0
mlp_duplicate_safe,mlp_duplicate_safe_minus_ridge_duplicate_safe_sigma68,-0.9919524102905966,-1.4001556692255703,-0.6785366213689934,0.0
cnn_waveform_only,cnn_waveform_only_minus_raw_pair_median_sigma68,2.909637846646826,1.664481397533112,3.7313994009536358,0.0
cnn_waveform_only,cnn_waveform_only_minus_ridge_duplicate_safe_sigma68,0.08662667273661118,-1.5815926856122275,0.9131865291387904,0.8466666666666667
hybrid_cnn_tabular_duplicate_safe,hybrid_cnn_tabular_duplicate_safe_minus_raw_pair_median_sigma68,2.3059784148499847,1.51746212737113,3.116671053024452,0.0
hybrid_cnn_tabular_duplicate_safe,hybrid_cnn_tabular_duplicate_safe_minus_ridge_duplicate_safe_sigma68,-0.5170327590602302,-1.5836901191198338,0.42879315033992244,0.16666666666666666
