run,event,pair,subset,B2_amp,b2_sat_count,b2_sat_excess,b2_recovery_tail,target_residual_ns,resid_raw_pair_median,resid_ridge_no_saturation,resid_ridge_duplicate_safe,resid_gbt_duplicate_safe,resid_extra_trees_duplicate_safe,resid_mlp_duplicate_safe,resid_cnn_waveform_only,resid_hybrid_cnn_tabular_duplicate_safe,resid_gbt_shuffled_target
58,7570,B2-B4,B2_containing,3082.0,0.0,0.0,0.4517754868270332,-2.8500537492786946,-1.9587752780970273,-7.052682781603684,-7.814899020775366,-9.587372430364853,-14.523016039192864,-4.887433098430064,-7.407277590851132,-5.306269209223936,-6.065370643687396
58,7723,B2-B4,B2_containing,8835.0,8.0,5035.0,0.7687284762288117,10.740568900381119,11.631847371562786,3.9337128814681197,8.26830479656768,8.670843137966838,8.31287535198258,4.676279999399588,6.160913213128309,9.032814434560448,7.114142309725425
58,7727,B2-B4,B2_containing,9011.5,8.0,5211.5,0.7603338757118718,0.10191288408340307,0.9931913552650702,-9.109514272838398,-2.03270646833398,-1.7860742741426245,-6.632455031067451,-8.242288109283288,-4.47395441752088,-0.8872919260621627,-3.6754716570304513
58,7823,B2-B4,B2_containing,3516.5,0.0,0.0,0.6900384853274689,-0.4019144637868036,0.4893640073948635,-13.857353992045633,-9.477274232392938,-2.5351608691186835,-6.960426676044101,-1.8789011558724722,-5.0003068195783635,-3.1545781981425107,-5.649097056427046
58,7938,B2-B4,B2_containing,2944.0,0.0,0.0,0.7837691169215589,-0.9509960125894329,-0.05971754140776575,1.9389072221249761,2.892092824782113,-0.8324608741250229,0.20642537044853249,-3.152280406095003,-5.539761713392484,-3.274089625806544,-4.788914717405367
58,7989,B2-B4,B2_containing,2550.5,0.0,0.0,0.6018518518518519,-1.5434061543537763,-0.6521276831721091,3.9758524480479487,5.04116374839468,-1.7151060495848132,-0.08761143958544171,-3.874875711381568,-6.145181451350624,-4.071899158595941,-4.948725879677357
58,8028,B2-B4,B2_containing,3901.5,1.0,101.5,0.18530919744689756,81.84370618268693,82.7349846538686,68.69066562123113,67.65767990748895,58.19800517967005,66.56770216467163,74.894368845347,77.15853695820374,79.48963116721279,76.79853753671975
58,8060,B2-B4,B2_containing,4450.0,2.0,650.0,0.7776076914813621,2.108015717292416,2.9992941884740834,-5.5673783740459015,-4.555166014918857,-0.02523068803946371,-4.840137888701689,-3.9238427085845857,-2.5130008303598017,-0.040902902487873316,-0.9255386108374846
58,8101,B2-B4,B2_containing,3945.5,2.0,145.5,0.8289995656580281,89.38240267311579,90.27368114429746,44.71243142296491,39.79012674635422,65.724728781182,75.14801477018901,79.2892870409161,84.67648508425428,86.77048820593619,83.08300894064799
58,8260,B2-B4,B2_containing,4067.5,2.0,267.5,0.804118689105403,-1.261277482526496,-0.36999901134482893,-4.833223843037974,-6.981819307428953,-2.4025147206335244,-4.568073295214645,-4.908358626155182,-5.894754324271447,-3.749245136370761,-4.188650266937444
58,8294,B2-B4,B2_containing,3171.5,0.0,0.0,0.6345588523497825,0.8398599275487287,1.7311383987303959,-0.0636377630044821,-0.3225863456053263,-0.30137731055829986,-0.42888303083885126,-0.21163019749547163,-3.7624985381441447,-1.7920999460514664,-3.0054082828324153
58,8371,B2-B4,B2_containing,2377.0,0.0,0.0,0.692855447424638,-0.92743444730077,-0.03615597611910282,1.3255086466925792,0.7839131276895449,-1.2781615508001454,-0.21348716138349388,-1.6829668869415229,-5.5197359914581705,-3.484067677619707,-4.62322538096965
58,8586,B2-B4,B2_containing,4277.0,1.0,477.0,0.7603623169213656,-1.325247856419652,-0.4339693852379848,-2.4909815023788555,1.816423298272429,-2.6194528938341364,-1.4387483721920218,-5.179743635891231,-5.934763931487965,-4.022738787315178,-4.106687280677354
58,8635,B2-B4,B2_containing,3516.5,0.0,0.0,0.7558272831486434,-2.755001508624042,-1.8637230374423748,-3.4722419266002578,-1.3346572763426905,-3.620619776770957,-2.853943022169374,-5.232722791537782,-7.347714627379853,-5.233454357688084,-6.4508602202646035
58,8721,B2-B4,B2_containing,1989.0,0.0,0.0,0.6844280442804428,68.55426243564676,69.44554090682843,38.22900612591682,35.2359520289714,44.21149299984983,54.82229679492868,60.72335576253654,63.92242566164593,65.51333438502262,62.78913802743794
58,8735,B2-B4,B2_containing,3333.0,0.0,0.0,0.3590864386405857,-2.2992945499081485,-1.4080160787264813,-11.860295416546483,-12.747192456451124,-8.857586022725968,-16.789716956717026,-6.46506073850658,-6.834286429056528,-4.884396120347029,-7.281285127459874
58,8847,B2-B4,B2_containing,3558.5,0.0,0.0,0.5581929555895865,-1.6014358303782015,-0.7101573591965343,-9.04649277220497,-7.743883330964718,-8.159727303196021,-14.43455056517049,-6.151600591735998,-6.159938663505749,-4.0561414632531205,-4.849049551530487
58,8867,B2-B4,B2_containing,3488.0,0.0,0.0,0.7390173613551697,-1.1079752905745306,-0.21669681939286345,-1.7977615169510888,-0.5408936688764847,-2.882760318544011,-1.1561327563387442,-3.3523369831737515,-5.692357930430291,-3.6938029326709634,-4.803834002215091
58,8885,B2-B4,B2_containing,5083.5,11.0,1283.5,0.7750945537065053,72.96653518452347,73.85781365570513,40.8016542829058,18.203978432842277,48.623765748726534,60.22056830376168,59.86682116016297,68.25152084736553,71.73510342294959,70.2584528319793
58,8897,B2-B4,B2_containing,4418.5,2.0,618.5,0.7953616043919108,-0.9741692902739997,-0.08289081909233253,-4.592494441402742,-6.890919331577083,-2.1154065283810284,-5.616380456960089,-5.0237128143925585,-5.567108672052229,-3.347180455565814,-3.8117183284484057
58,8991,B2-B4,B2_containing,4550.0,2.0,750.0,0.4434109179679279,-8.796994054406253,-7.905715583224587,1.3528800177785438,4.303091590344257,-10.862131415526818,-7.426590414077213,-11.052282494215257,-13.368347049445978,-11.424792155611398,-11.985170429163823
58,9118,B2-B4,B2_containing,4028.0,2.0,228.0,0.8471384062649114,-0.10931845174521135,0.7819600194364558,-2.7825872470225366,-5.3216221245669315,-1.365442603956548,-1.0866423376175807,-2.9276487574369146,-4.707461933286262,-2.0193230167425766,-3.730703278592405
58,9159,B2-B4,B2_containing,5497.0,7.0,1697.0,0.7870879120879121,-0.10157809858238784,0.7897003725992793,-1.7277310044344107,-12.088148000661704,-0.5185372409192766,0.06877942923191455,-6.84426496253046,-4.697596777896245,-2.1523038928330265,-2.990717139058148
58,9224,B2-B4,B2_containing,3985.0,2.0,185.0,0.8499181669394436,90.7464162723411,91.63769474352276,48.08418532059828,41.68541640199493,66.40364683654417,76.51202836941431,81.74360539168565,85.99882433096451,88.34497183945646,85.57536090132587
