method,pileup_ap_proxy,timing_bias_ns,saturated_sigma68_ns,saturated_sigma68_ci_low_ns,saturated_sigma68_ci_high_ns,saturation_failure_rate_abs_gt5ns
raw_pair_median,0.33212052867734637,0.0,13.291540026947844,5.930291456888266,17.04468931924198,0.3907976388678674
ridge_no_saturation,0.2297098925858358,-0.9560265803363022,10.23207747725199,7.132107922691695,12.477238850661292,0.5215680339034358
ridge_duplicate_safe,0.27009216297908734,-0.714669854620899,9.963534343015718,7.870155158950961,11.615102526692493,0.6163160284546693
gbt_duplicate_safe,0.25223652609196734,-1.5667820220217796,10.25026918738405,4.8601653664610245,12.886097045869043,0.454669290146814
mlp_duplicate_safe,0.40439561619913633,-0.6407816544880398,12.868364074846966,5.1774937096613645,16.796789174804275,0.6287271076131375
cnn_waveform_only,0.30446145129740043,-3.644059321519472,14.590575271198016,8.232454809508013,17.22409913107325,0.6962312698652944
hybrid_cnn_tabular_duplicate_safe,0.3166273112451228,-3.3919461230825454,13.78069877207538,6.467289938361745,17.39655680650595,0.7496594520962615
extra_trees_duplicate_safe,0.3851794174510764,-1.283223195491181,12.02461510517532,5.642795448217619,15.129958550871972,0.7045557741789011
