method,subset,n_covariances,n_runs,mean_abs_cov_ns2,mean_abs_cov_ci_low_ns2,mean_abs_cov_ci_high_ns2,median_abs_cov_ns2,signed_mean_cov_ns2
cnn_waveform_only,all_pair_covariances,105,7,72.05825912720871,40.821168108778,112.58982485586303,19.374025813048696,68.26392187493674
cnn_waveform_only,both_B2_containing,21,7,282.6473812973381,146.69571111871795,467.53628449997774,166.10583384198273,282.6473812973381
cnn_waveform_only,both_downstream_only,21,7,13.187957842615399,7.365170152454127,17.731133571800132,3.15195672305459,12.707010271984386
cnn_waveform_only,mixed_B2_downstream,63,7,21.485318832030057,11.94878547070548,31.941091529271322,5.297453999335678,15.32173926845375
extra_trees_duplicate_safe,all_pair_covariances,105,7,61.606305233367216,30.487363968801542,92.37264407838346,20.029503831974875,48.34778151163764
extra_trees_duplicate_safe,both_B2_containing,21,7,227.55755109368,90.37403194633696,381.156330818985,130.52603865777812,227.55755109368
extra_trees_duplicate_safe,both_downstream_only,21,7,15.282872095225695,11.695332868580838,19.223413096758645,12.81088976396519,14.894535197142503
extra_trees_duplicate_safe,mixed_B2_downstream,63,7,21.730367659310097,12.743343080668948,30.803531826550604,18.512579542462543,-0.23772624421141902
gbt_duplicate_safe,all_pair_covariances,105,7,43.96686879651882,24.61579423970393,69.4819345290567,14.074691323515856,40.26113441128844
gbt_duplicate_safe,both_B2_containing,21,7,159.17475325725627,59.875084192007634,272.6190634238454,87.46026338713129,159.17475325725627
gbt_duplicate_safe,both_downstream_only,21,7,11.890217111110951,7.746285669791483,14.634585596013414,11.455410594601117,11.859710894502067
gbt_duplicate_safe,mixed_B2_downstream,63,7,16.25645787140895,9.902473803783401,24.25752738393793,6.453573149227838,10.090402634894618
hybrid_cnn_tabular_duplicate_safe,all_pair_covariances,105,7,71.5161402744856,39.8766444219844,107.8604691080004,17.51918989858557,66.99462737497537
hybrid_cnn_tabular_duplicate_safe,both_B2_containing,21,7,280.4724720070006,117.52193112665958,440.2486992276697,166.16960721795613,280.4724720070006
hybrid_cnn_tabular_duplicate_safe,both_downstream_only,21,7,13.214264682300424,8.018931547475775,17.94577936474022,3.291830050274825,12.661714392702462
hybrid_cnn_tabular_duplicate_safe,mixed_B2_downstream,63,7,21.297988227708984,12.407727912902223,32.47087619467366,5.696928912801434,13.946316825057906
mlp_duplicate_safe,all_pair_covariances,105,7,64.11755291519854,33.78940468710831,98.01943642557372,14.302191017086814,57.986693217495926
mlp_duplicate_safe,both_B2_containing,21,7,250.74469969151107,105.04229905998257,417.61805875634826,152.15651038272878,250.74469969151107
mlp_duplicate_safe,both_downstream_only,21,7,12.54581897570024,7.241723037757593,17.64699025368903,4.502411952665348,12.266334501088139
mlp_duplicate_safe,mixed_B2_downstream,63,7,19.099081969593822,10.630281952678072,28.779051571024187,7.365834963856443,8.974143964960195
raw_pair_median,all_pair_covariances,105,7,72.08582726651778,38.47784840574875,108.72388862748818,19.418707842716227,68.30085832943402
raw_pair_median,both_B2_containing,21,7,282.8822144355172,152.8757561951083,462.9105182316513,166.06535996341333,282.8822144355172
raw_pair_median,both_downstream_only,21,7,13.20312567557453,8.090123509871075,18.70817932712888,3.1469743293516674,12.702647399095115
raw_pair_median,mixed_B2_downstream,63,7,21.447932073832387,11.433139544323883,33.78506324854726,5.26862936228898,15.30647660418594
ridge_duplicate_safe,all_pair_covariances,105,7,43.37087702453337,24.62116346163192,68.13413390114262,18.304334476388004,31.53854334315639
ridge_duplicate_safe,both_B2_containing,21,7,146.79336063751992,72.11598237591232,240.76366653764134,90.0267299671356,146.79336063751992
ridge_duplicate_safe,both_downstream_only,21,7,15.429265453762206,12.040512185296024,18.850397201016563,13.415656327219716,13.913541147331452
ridge_duplicate_safe,mixed_B2_downstream,63,7,18.210586343794898,13.021524294000152,23.15676116786876,14.961075096964187,-1.0047283563564822
ridge_no_saturation,all_pair_covariances,105,7,48.05484300858631,27.848091085784205,76.18310429600612,21.74591205488085,34.0688428393146
ridge_no_saturation,both_B2_containing,21,7,158.198041976671,69.92222862651022,267.97943877237765,93.59977716819358,158.198041976671
ridge_no_saturation,both_downstream_only,21,7,19.235855541249336,15.76084629609243,22.371771333650194,21.356957465141377,17.88519696138663
ridge_no_saturation,mixed_B2_downstream,63,7,20.946772508337112,14.472227094877539,27.32799195207725,16.835268767280557,-1.9130082471615442
