run,method,n_events,amp_ratio_median,amp_ratio_p16,amp_ratio_p84,timing_tail_frac_abs_gt5ns,timing_resid_mad_ns,q_template_median,q_template_p95,timing_tail_frac_abs_gt5ns_ci95,q_template_median_ci95,q_template_p95_ci95,amp_ratio_median_ci95
58,observed_saturated,16,1.0,1.0,1.0,0.6875,10.541076447961046,0.2013148219670276,0.48092548054867085,"[0.4375, 1.0]","[0.17634773572086326, 0.24861823038280678]","[0.29172248160332903, 0.6443074188671714]","[1.0, 1.0]"
58,traditional_template,16,1.0,1.0,1.0,0.6875,10.541076447961046,0.2013148219670276,0.48092548054867085,"[0.4375, 0.875]","[0.16839137136233803, 0.24547413059682935]","[0.2693670075852506, 0.6443074188671714]","[1.0, 1.0]"
58,ml_ratio_transfer,16,1.0536846248217833,1.0518139662266732,1.0568776940864184,0.6875,10.678517842218113,0.19964822578742475,0.4709394837298412,"[0.4375, 1.0]","[0.17638107631985414, 0.24601542875921806]","[0.323995042271871, 0.6263655502792594]","[1.052190618632107, 1.0554177914855833]"
59,observed_saturated,90,1.0,1.0,1.0,0.6111111111111112,6.153411695703877,0.21610125001410158,0.6124518861247179,"[0.455, 0.7222222222222222]","[0.19784068461709034, 0.22798439235549195]","[0.4492686359783751, 0.6862403556354568]","[1.0, 1.0]"
59,traditional_template,90,1.0,1.0,1.0,0.6111111111111112,6.153411695703877,0.21610125001410158,0.6124518861247179,"[0.49944444444444447, 0.7113888888888888]","[0.1957427440532875, 0.229362066354957]","[0.45859101477696684, 0.6857453931317254]","[1.0, 1.0]"
59,ml_ratio_transfer,90,1.0559591958050492,1.0539021726501663,1.0573958737389708,0.6111111111111112,6.26056329237942,0.217147623836914,0.5962338078579804,"[0.4663888888888889, 0.7111111111111111]","[0.20029917437003322, 0.23377449870740563]","[0.44188738357597024, 0.6685254100032472]","[1.055643881288957, 1.0563289957135948]"
60,observed_saturated,10,1.0,1.0,1.0,1.0,28.815887527855626,0.20313908717306856,0.5104383006534424,"[0.3, 1.0]","[0.1279026109509595, 0.24127932348394632]","[0.22619736531745174, 0.6472402589867634]","[1.0, 1.0]"
60,traditional_template,10,1.0,1.0,1.0,1.0,28.815887527855626,0.20313908717306856,0.5104383006534424,"[0.3, 1.0]","[0.13988853963514267, 0.2916713072685817]","[0.22619736531745174, 0.6472402589867634]","[1.0, 1.0]"
60,ml_ratio_transfer,10,1.0513398994312002,1.0505863018250063,1.053265996833,1.0,28.790483475800425,0.20178270897295983,0.49739291916758677,"[0.2975, 1.0]","[0.1378221253302737, 0.33764815695377914]","[0.23347637115446238, 0.6280931791607026]","[1.050600942969088, 1.053154393098923]"
61,observed_saturated,10,1.0,1.0,1.0,0.5,5.916815479898258,0.22597651743134112,0.5157130311300933,"[0.2, 1.0]","[0.16193077929003274, 0.42120329213453733]","[0.3187341068652055, 0.5780228235535274]","[1.0, 1.0]"
61,traditional_template,10,1.0,1.0,1.0,0.5,5.916815479898258,0.22597651743134112,0.5157130311300933,"[0.2, 1.0]","[0.16193077929003274, 0.40190876989410623]","[0.3644801715311008, 0.5780228235535274]","[1.0, 1.0]"
61,ml_ratio_transfer,10,1.0527236085958602,1.0515143670375005,1.0622899027589772,0.5,5.904473096343242,0.22776046978116898,0.5033644825721221,"[0.2975, 1.0]","[0.16863606532057196, 0.39668219488526907]","[0.3155035171826251, 0.5635136446285237]","[1.051972170579262, 1.0617705088029452]"
62,observed_saturated,36,1.0,1.0,1.0,0.8055555555555556,8.294865494058001,0.22671642636853068,0.5929369513625429,"[0.4722222222222222, 0.8618055555555554]","[0.19427614071079738, 0.33622860726942083]","[0.4407499952212531, 0.6119279055788337]","[1.0, 1.0]"
62,traditional_template,36,1.0,1.0,1.0,0.8055555555555556,8.294865494058001,0.22671642636853068,0.5929369513625429,"[0.5, 0.8618055555555554]","[0.19521870008015318, 0.33626443315616467]","[0.4386371236366681, 0.6119279055788337]","[1.0, 1.0]"
62,ml_ratio_transfer,36,1.0586688819826193,1.0559696974259312,1.0652913593266362,0.8055555555555556,8.69090539317018,0.22756855462323866,0.5788184443661701,"[0.44375, 0.8895833333333331]","[0.20212973049434996, 0.32755601268967116]","[0.42363271825133725, 0.595867621075605]","[1.0571741806003672, 1.0599338990869807]"
63,observed_saturated,74,1.0,1.0,1.0,0.7432432432432432,10.863257690737253,0.18942424308674669,0.5446563863869786,"[0.5675675675675675, 0.8652027027027026]","[0.17948110910519624, 0.21680827778826045]","[0.4352482918188364, 0.6382137453090004]","[1.0, 1.0]"
63,traditional_template,74,1.0,1.0,1.0,0.7432432432432432,10.863257690737253,0.18942424308674669,0.5446563863869786,"[0.5945945945945946, 0.8790540540540538]","[0.17293513967220414, 0.21226533182503182]","[0.4375150360255487, 0.6383320250368818]","[1.0, 1.0]"
63,ml_ratio_transfer,74,1.0532278838409181,1.0515567403708377,1.0554181181234479,0.7432432432432432,10.815421231590943,0.1933758890026125,0.5316297722622451,"[0.5945945945945946, 0.8652027027027026]","[0.17434098210308555, 0.21610803780773827]","[0.4229636150109282, 0.6230675518082196]","[1.0530227266204575, 1.0542011554328437]"
65,observed_saturated,13,1.0,1.0,1.0,0.5384615384615384,9.511671047564242,0.26627541471850713,0.47133072475438426,"[0.3057692307692308, 0.8461538461538461]","[0.17937875410717513, 0.44327134482443076]","[0.39897135807998474, 0.4852074240458336]","[1.0, 1.0]"
65,traditional_template,13,1.0,1.0,1.0,0.5384615384615384,9.511671047564242,0.26627541471850713,0.47133072475438426,"[0.3076923076923077, 0.8461538461538461]","[0.1767230456484088, 0.4295170984219656]","[0.4063065744368898, 0.4852074240458336]","[1.0, 1.0]"
65,ml_ratio_transfer,13,1.0556474922121197,1.0541944234552705,1.0585363210359808,0.6153846153846154,9.426949533080204,0.263280158413689,0.46075362040991474,"[0.38461538461538464, 0.8461538461538461]","[0.1824638837046088, 0.42309778273673226]","[0.3938498815913709, 0.4759843030501982]","[1.0546063744954874, 1.057405549814562]"
