method,n,timing_bias_ns,timing_sigma68_ns,saturation_mae,pileup_auc,pileup_one_minus_auc,energy_bias,energy_sigma68,pid_shift_bias,pid_shift_sigma68,timing_bias_ns_ci_low,timing_bias_ns_ci_high,timing_sigma68_ns_ci_low,timing_sigma68_ns_ci_high,saturation_mae_ci_low,saturation_mae_ci_high,pileup_auc_ci_low,pileup_auc_ci_high,pileup_one_minus_auc_ci_low,pileup_one_minus_auc_ci_high,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high,pid_shift_bias_ci_low,pid_shift_bias_ci_high,pid_shift_sigma68_ci_low,pid_shift_sigma68_ci_high,primary_composite_score
traditional_cfd_template_fit,4656,0.11253575870517096,1.056709848948604,0.2967073150760115,0.8381819627509284,0.16181803724907162,0.05545165220199899,0.2640555979514959,0.0,0.07562415519354224,-0.2370897070485567,0.6584377983230898,0.6737732504473216,1.2284884279637818,0.28406321706928606,0.3146069790821569,0.7942909298159785,0.8731112976756091,0.12688870232439084,0.2057090701840215,-0.00893413838703531,0.10237283957171972,0.22938280004809772,0.31434725184501155,0.0,2.168404344971009e-19,0.02656696784463643,0.1322404007466812,1.8549149544187251
gradient_boosted_trees,4656,-0.8529355310576765,3.0057633407378246,0.001014343784950988,1.0,0.0,-0.01420868921106247,0.1865925651734957,0.00029977468604809577,0.001727972201935362,-2.0781103676991215,-0.17040378838713433,2.349010071586227,3.4610333045830575,0.0009828560248360953,0.0010550040016456441,1.0,1.0,0.0,0.0,-0.06453937345514199,0.031212248999946964,0.13084723860743125,0.28152685544049694,-0.00016420306091355764,0.0007557108501089488,0.0013869723403877401,0.0019588632094248272,3.1950982218982062
mlp,4656,-1.5340800465783442,3.779515096337633,0.013991979414829605,1.0,0.0,0.006342239710547967,0.22257096199617177,0.0028175813920883093,0.018660498272655,-2.4486873850053685,-0.7351687739627443,3.2324055328026065,4.23241002575982,0.013565627041468168,0.014411562975878872,0.9999999999999999,1.0,0.0,1.1102230246251565e-16,-0.07250590174571456,0.062113874277565526,0.17797507723245812,0.283680065381047,0.00198129669643991,0.0035412247447334697,0.01787085353082532,0.019532478780628294,4.0347385360212895
ridge,4656,-0.8770202794903206,3.730202956755631,0.07099402237500485,0.9998920102368378,0.00010798976316217512,0.023207466675413513,0.26629829246305153,0.0004533568521138988,0.0018071506525208735,-1.6975836903077794,-0.3340163323056666,3.3370204174800873,4.111295080477612,0.06742549388969929,0.07581324033208973,0.9996721195121984,0.9999993533578584,6.466421415746161e-07,0.0003278804878016073,-0.03441151227854388,0.07866518111420356,0.23459219518075689,0.2872982819740159,-2.8233051802739695e-05,0.0009172381975435744,0.0016084868330211162,0.0019387936424765293,4.069410412009371
1d_cnn,4656,-2.6767030682262654,7.823886693745688,0.25699651749033514,0.9514613751682717,0.04853862483172833,0.07396205782318255,0.3405822118636397,-0.012045371037298181,0.09921233605110719,-3.940368817478368,-1.6067013120402691,6.917184978979701,8.605417956128637,0.24999334121704664,0.26380287019483195,0.9315480915814082,0.9671255995007199,0.03287440049928011,0.06845190841859189,0.020967357336209823,0.1261144745071622,0.30002583871143457,0.3779527573863716,-0.03650523413165836,0.004241180229316086,0.09746191548906932,0.10143270401497119,8.569216383982498
compact_waveform_transformer,4656,-3.071482781032632,7.96873326694034,0.2729114307823053,0.947591125608367,0.052408874391633,0.05173728820674217,0.39316435224660407,0.0036404774406329278,0.15230905500796668,-3.767595041828174,-2.461800974532631,6.6096017896742945,9.387626988619918,0.26444697371776127,0.28315375199019477,0.928314896459763,0.9627028250994432,0.03729717490055688,0.07168510354023702,0.000427455992267456,0.09394700073578158,0.35374429902968785,0.4222006521656942,-0.016946925858401726,0.01988119769490312,0.1416835938249467,0.15908565436090102,8.839526979368848
phase_gate_transformer_new,4656,0.4087482880420561,9.846647773988698,0.287898870162705,0.9503206408378821,0.04967935916211785,0.04224950467076205,0.35247361420087814,-0.01473400708988316,0.11148126877655033,-0.4879534159268158,1.4389733984509323,8.769025919403422,10.829679592901636,0.2784014672444248,0.29655132829386016,0.9297484093613231,0.9655692548574006,0.03443074514259933,0.07025159063867688,-0.009373095690110488,0.09031641814549517,0.3042443110004052,0.40427070229460393,-0.02617690383350978,-0.00554761134180965,0.10272554428916986,0.11919797586881525,10.64818088629095
