method,run,n,positives,roc_auc,average_precision
traditional_scalar__haar_l0_d02,42,1124,301,0.8794803066328116,0.7096383578378541
traditional_scalar__haar_l0_d02,50,1170,350,0.8856341463414634,0.7021063154244138
traditional_scalar__haar_l0_d02,57,1103,308,0.8843012333578372,0.6986894051851333
traditional_scalar__haar_l0_d02,58,1099,282,0.8912146149639315,0.6723313982610353
traditional_scalar__haar_l0_d02,60,1400,184,0.9003928596967964,0.602614009548498
traditional_scalar__haar_l0_d02,62,1400,209,0.926490143379975,0.7142874060483971
traditional_scalar__haar_l0_d02,64,1321,216,0.9071225071225071,0.6319345744874907
traditional_scalar__haar_l0_d02,65,1128,227,0.9259046482860455,0.6976692145733115
traditional_scalar__haar_l0_d03,42,1124,301,0.5396188484718819,0.29016688493992593
traditional_scalar__haar_l0_d03,50,1170,350,0.46178222996515683,0.2775587275258683
traditional_scalar__haar_l0_d03,57,1103,308,0.6154414767622315,0.35210894252170977
traditional_scalar__haar_l0_d03,58,1099,282,0.7577931716971796,0.45870803903224316
traditional_scalar__haar_l0_d03,60,1400,184,0.8013309854118993,0.34730021787953136
traditional_scalar__haar_l0_d03,62,1400,209,0.8135216676910962,0.390493261237465
traditional_scalar__haar_l0_d03,64,1321,216,0.7849882688117982,0.3540668382436003
traditional_scalar__haar_l0_d03,65,1128,227,0.7989947537488938,0.408375442031401
traditional_scalar__haar_l0_d04,42,1124,301,0.5768580228723212,0.29163696560950897
traditional_scalar__haar_l0_d04,50,1170,350,0.5732839721254355,0.31528817025757355
traditional_scalar__haar_l0_d04,57,1103,308,0.5707220452503471,0.30030295436890264
traditional_scalar__haar_l0_d04,58,1099,282,0.6618792156045731,0.3319807216748375
traditional_scalar__haar_l0_d04,60,1400,184,0.44608123569794056,0.13134341853863074
traditional_scalar__haar_l0_d04,62,1400,209,0.3872785926345518,0.1272371261925119
traditional_scalar__haar_l0_d04,64,1321,216,0.529868443103737,0.182832668251162
traditional_scalar__haar_l0_d04,65,1128,227,0.5834290827127958,0.24184349321759252
traditional_scalar__haar_l0_d05,42,1124,301,0.75814114959047,0.6041552570399268
traditional_scalar__haar_l0_d05,50,1170,350,0.819266550522648,0.7139653906747991
traditional_scalar__haar_l0_d05,57,1103,308,0.7383382340929512,0.5898265863965759
traditional_scalar__haar_l0_d05,58,1099,282,0.7634573817026484,0.6026361718001608
traditional_scalar__haar_l0_d05,60,1400,184,0.5004804598112128,0.28486803913322145
traditional_scalar__haar_l0_d05,62,1400,209,0.4519160851521981,0.26071664261611144
traditional_scalar__haar_l0_d05,64,1321,216,0.6150368694486341,0.38870583600391956
traditional_scalar__haar_l0_d05,65,1128,227,0.6999491509678427,0.4800495500732081
traditional_scalar__haar_l0_d06,42,1124,301,0.8194636751532962,0.7485202766482008
traditional_scalar__haar_l0_d06,50,1170,350,0.8470243902439025,0.8083523228618572
traditional_scalar__haar_l0_d06,57,1103,308,0.8281221922731358,0.7880448625092269
traditional_scalar__haar_l0_d06,58,1099,282,0.874245857096973,0.8130334098518149
traditional_scalar__haar_l0_d06,60,1400,184,0.6975918907322655,0.4887844443780015
traditional_scalar__haar_l0_d06,62,1400,209,0.7137703429629719,0.4988825083471979
traditional_scalar__haar_l0_d06,64,1321,216,0.841821685939333,0.6664390298934826
traditional_scalar__haar_l0_d06,65,1128,227,0.8540290523989499,0.741375282087736
traditional_scalar__haar_l0_d07,42,1124,301,0.703612502674358,0.6069869139417825
traditional_scalar__haar_l0_d07,50,1170,350,0.6985993031358885,0.6193906867585726
traditional_scalar__haar_l0_d07,57,1103,308,0.7031242342563098,0.642431357655277
traditional_scalar__haar_l0_d07,58,1099,282,0.7761226420826932,0.7205985821366584
traditional_scalar__haar_l0_d07,60,1400,184,0.6169595609267734,0.38022955951846493
traditional_scalar__haar_l0_d07,62,1400,209,0.6395212900582117,0.405546730257641
traditional_scalar__haar_l0_d07,64,1321,216,0.7374560080442434,0.5644444302708775
traditional_scalar__haar_l0_d07,65,1128,227,0.7918807785769115,0.6913481637888818
traditional_scalar__haar_l1_d00,42,1124,301,0.5785857590938267,0.3908497352006499
traditional_scalar__haar_l1_d00,50,1170,350,0.6119285714285714,0.4217134401680397
traditional_scalar__haar_l1_d00,57,1103,308,0.5869782732990281,0.4283855431682327
traditional_scalar__haar_l1_d00,58,1099,282,0.5501488754047414,0.37053696847919715
traditional_scalar__haar_l1_d00,60,1400,184,0.3158878003432494,0.12149183642208602
traditional_scalar__haar_l1_d00,62,1400,209,0.28196923497201903,0.13917533104502988
traditional_scalar__haar_l1_d00,64,1321,216,0.40980601642366343,0.19190481625493316
traditional_scalar__haar_l1_d00,65,1128,227,0.46441545615004376,0.24310671316642296
traditional_scalar__haar_l1_d01,42,1124,301,0.8778958756352861,0.6476965190860111
traditional_scalar__haar_l1_d01,50,1170,350,0.9000801393728223,0.6952459184007158
traditional_scalar__haar_l1_d01,57,1103,308,0.8828065016744262,0.6670036122909877
traditional_scalar__haar_l1_d01,58,1099,282,0.907111296301119,0.6728897278785099
traditional_scalar__haar_l1_d01,60,1400,184,0.8883545480549201,0.4834131549360828
traditional_scalar__haar_l1_d01,62,1400,209,0.9073594221413391,0.5897971773905167
traditional_scalar__haar_l1_d01,64,1321,216,0.8914948885537121,0.5376825871226381
traditional_scalar__haar_l1_d01,65,1128,227,0.9061150850498956,0.6048545750787024
traditional_scalar__haar_l1_d02,42,1124,301,0.6776480181493039,0.4050573584856395
traditional_scalar__haar_l1_d02,50,1170,350,0.722560975609756,0.4760992879383742
traditional_scalar__haar_l1_d02,57,1103,308,0.6650575839255085,0.4012393493701011
traditional_scalar__haar_l1_d02,58,1099,282,0.7009644348377129,0.406203766967671
traditional_scalar__haar_l1_d02,60,1400,184,0.4783994207665904,0.22106154562315591
traditional_scalar__haar_l1_d02,62,1400,209,0.41831278448009196,0.20352194979994476
traditional_scalar__haar_l1_d02,64,1321,216,0.5903971845148315,0.29892282903574446
traditional_scalar__haar_l1_d02,65,1128,227,0.6551262180543401,0.35266813090866905
traditional_scalar__haar_l1_d03,42,1124,301,0.8099288318000348,0.7535093695368323
traditional_scalar__haar_l1_d03,50,1170,350,0.8419616724738677,0.8211773009419696
traditional_scalar__haar_l1_d03,57,1103,308,0.8008943886302378,0.7692805885015344
traditional_scalar__haar_l1_d03,58,1099,282,0.8643671276161706,0.8140127398047021
traditional_scalar__haar_l1_d03,60,1400,184,0.6831155248855838,0.47291388376370136
traditional_scalar__haar_l1_d03,62,1400,209,0.7390837983440397,0.5137438799949495
traditional_scalar__haar_l1_d03,64,1321,216,0.839106753812636,0.6853948903013011
traditional_scalar__haar_l1_d03,65,1128,227,0.8479076112200346,0.7525004021146469
traditional_scalar__haar_l2_d00,42,1124,301,0.8761560291131627,0.7923288543257846
traditional_scalar__haar_l2_d00,50,1170,350,0.9195087108013937,0.8575237142467702
traditional_scalar__haar_l2_d00,57,1103,308,0.8814628767458956,0.8111172748241073
traditional_scalar__haar_l2_d00,58,1099,282,0.8837730149222637,0.8140436951380151
traditional_scalar__haar_l2_d00,60,1400,184,0.6272436355835241,0.5289505057845687
traditional_scalar__haar_l2_d00,62,1400,209,0.5777582265716961,0.45633153773055457
traditional_scalar__haar_l2_d00,64,1321,216,0.7126026478967655,0.6052429691252802
traditional_scalar__haar_l2_d00,65,1128,227,0.7938071746028642,0.7218821909363455
traditional_scalar__haar_l2_d01,42,1124,301,0.8041683654727255,0.7713155681429604
traditional_scalar__haar_l2_d01,50,1170,350,0.8702020905923344,0.8614145642634841
traditional_scalar__haar_l2_d01,57,1103,308,0.7766478804214654,0.7528831605698227
traditional_scalar__haar_l2_d01,58,1099,282,0.8538286587324324,0.8307838457969804
traditional_scalar__haar_l2_d01,60,1400,184,0.5465755506292908,0.504502112986536
traditional_scalar__haar_l2_d01,62,1400,209,0.4919230753779342,0.47568641531604033
traditional_scalar__haar_l2_d01,64,1321,216,0.6787330316742081,0.6492739745170215
traditional_scalar__haar_l2_d01,65,1128,227,0.7588973582949928,0.7179527405661182
traditional_scalar__haar_l3_d00,42,1124,301,0.6412363809577633,0.49507900543652994
traditional_scalar__haar_l3_d00,50,1170,350,0.558362369337979,0.44355680390276936
traditional_scalar__haar_l3_d00,57,1103,308,0.6782242914318386,0.5574655706104461
traditional_scalar__haar_l3_d00,58,1099,282,0.6925744594043248,0.5247878559975329
traditional_scalar__haar_l3_d00,60,1400,184,0.7987074513729978,0.5431031334837496
traditional_scalar__haar_l3_d00,62,1400,209,0.8240994058308124,0.6346368737688214
traditional_scalar__haar_l3_d00,64,1321,216,0.754730182671359,0.4800293934446242
traditional_scalar__haar_l3_d00,65,1128,227,0.7579146029619561,0.5344783851234413
traditional_scalar__late_minus_early_asym,42,1124,301,0.7551055009022174,0.7903882970247654
traditional_scalar__late_minus_early_asym,50,1170,350,0.8462926829268292,0.8783209221605138
traditional_scalar__late_minus_early_asym,57,1103,308,0.7411173731928449,0.7903109808592166
traditional_scalar__late_minus_early_asym,58,1099,282,0.8042136513971718,0.8370756696258477
traditional_scalar__late_minus_early_asym,60,1400,184,0.4813045266018307,0.5141557411775076
traditional_scalar__late_minus_early_asym,62,1400,209,0.4016366769913105,0.44759997832681886
traditional_scalar__late_minus_early_asym,64,1321,216,0.5999497234791353,0.6335429954581641
traditional_scalar__late_minus_early_asym,65,1128,227,0.6998146943924275,0.7412804163875376
traditional_scalar__le_ratio_s4_s7,42,1124,301,0.5312284285270241,0.5553014314226902
traditional_scalar__le_ratio_s4_s7,50,1170,350,0.5503414634146341,0.5907892981350717
traditional_scalar__le_ratio_s4_s7,57,1103,308,0.5866107163276975,0.6092922227018255
traditional_scalar__le_ratio_s4_s7,58,1099,282,0.5521237532227401,0.5830629030000911
traditional_scalar__le_ratio_s4_s7,60,1400,184,0.3335910683638444,0.3244818356389105
traditional_scalar__le_ratio_s4_s7,62,1400,209,0.3447426672933766,0.3374797858227456
traditional_scalar__le_ratio_s4_s7,64,1321,216,0.43326629797218036,0.41165434154960706
traditional_scalar__le_ratio_s4_s7,65,1128,227,0.5034347543356135,0.5309935890005509
traditional_scalar__le_ratio_s5_s7,42,1124,301,0.5713195787230092,0.5612889035090403
traditional_scalar__le_ratio_s5_s7,50,1170,350,0.6261707317073171,0.6305910929054472
traditional_scalar__le_ratio_s5_s7,57,1103,308,0.6594094584660624,0.653545999593121
traditional_scalar__le_ratio_s5_s7,58,1099,282,0.6190894728161324,0.6180558467314379
traditional_scalar__le_ratio_s5_s7,60,1400,184,0.4111484553775744,0.3465215365527432
traditional_scalar__le_ratio_s5_s7,62,1400,209,0.37720704325503474,0.3236297800079762
traditional_scalar__le_ratio_s5_s7,64,1321,216,0.4785193564605329,0.4297830724618399
traditional_scalar__le_ratio_s5_s7,65,1128,227,0.5442973299368787,0.5438029464541851
traditional_scalar__matched_template_delta_chi2,42,1124,301,0.9889634793701029,0.9661992596425256
traditional_scalar__matched_template_delta_chi2,50,1170,350,0.995418118466899,0.9852086813120026
traditional_scalar__matched_template_delta_chi2,57,1103,308,0.9929959977129789,0.985710913343808
traditional_scalar__matched_template_delta_chi2,58,1099,282,0.9918227037162426,0.9865193923215237
traditional_scalar__matched_template_delta_chi2,60,1400,184,0.9900868850114417,0.9282956353789057
traditional_scalar__matched_template_delta_chi2,62,1400,209,0.9862244344545815,0.9343481817835725
traditional_scalar__matched_template_delta_chi2,64,1321,216,0.9886752136752136,0.9275530816894816
traditional_scalar__matched_template_delta_chi2,65,1128,227,0.993795440210828,0.9713259848143342
traditional_scalar__matched_template_nominal_chi2,42,1124,301,0.9887051262902515,0.9571147963378352
traditional_scalar__matched_template_nominal_chi2,50,1170,350,0.9928745644599303,0.9770471000448187
traditional_scalar__matched_template_nominal_chi2,57,1103,308,0.9869558114841135,0.9541729015745993
traditional_scalar__matched_template_nominal_chi2,58,1099,282,0.9918704480151392,0.9746358798390727
traditional_scalar__matched_template_nominal_chi2,60,1400,184,0.9874901673340961,0.8904896628978877
traditional_scalar__matched_template_nominal_chi2,62,1400,209,0.9865337720302589,0.9112050935247222
traditional_scalar__matched_template_nominal_chi2,64,1321,216,0.9842508798391151,0.888679627694906
traditional_scalar__matched_template_nominal_chi2,65,1128,227,0.9916832496443013,0.9471068201900346
traditional_scalar__max_fall_step,42,1124,301,0.6932662691796887,0.7198424667459062
traditional_scalar__max_fall_step,50,1170,350,0.7702787456445992,0.7805019784812814
traditional_scalar__max_fall_step,57,1103,308,0.6967083231234174,0.7361760021503668
traditional_scalar__max_fall_step,58,1099,282,0.7246369263088448,0.7313148434852819
traditional_scalar__max_fall_step,60,1400,184,0.4314797268306636,0.39703132354781523
traditional_scalar__max_fall_step,62,1400,209,0.3850610037803462,0.39150420125000873
traditional_scalar__max_fall_step,64,1321,216,0.5469205630970337,0.540796182371749
traditional_scalar__max_fall_step,65,1128,227,0.6481931480929168,0.6572584889013504
traditional_scalar__max_rise_step,42,1124,301,0.5878541758334914,0.5175103671015309
traditional_scalar__max_rise_step,50,1170,350,0.4751376306620209,0.4197515017238114
traditional_scalar__max_rise_step,57,1103,308,0.543661684227722,0.4752571578978902
traditional_scalar__max_rise_step,58,1099,282,0.5006402076442963,0.3970269283381476
traditional_scalar__max_rise_step,60,1400,184,0.7581164187643021,0.6152041752837833
traditional_scalar__max_rise_step,62,1400,209,0.7626617494044247,0.63028498019055
traditional_scalar__max_rise_step,64,1321,216,0.6893539467068879,0.49385435403225286
traditional_scalar__max_rise_step,65,1128,227,0.6639367907415648,0.5149223334765283
traditional_scalar__mean_time,42,1124,301,0.7657585286792103,0.8033486752492376
traditional_scalar__mean_time,50,1170,350,0.8533623693379792,0.8842009720755502
traditional_scalar__mean_time,57,1103,308,0.7492853058890794,0.7995403318213412
traditional_scalar__mean_time,58,1099,282,0.8094611838849969,0.84471545543452
traditional_scalar__mean_time,60,1400,184,0.4844062857551487,0.520334913876266
traditional_scalar__mean_time,62,1400,209,0.4069637110867391,0.4542329292840912
traditional_scalar__mean_time,64,1321,216,0.6046966649907826,0.6437290735039648
traditional_scalar__mean_time,65,1128,227,0.7019024383088786,0.7496110072978214
traditional_scalar__middle_5_9_over_total,42,1124,301,0.916224977091348,0.890887597499755
traditional_scalar__middle_5_9_over_total,50,1170,350,0.9423658536585366,0.9396887137972177
traditional_scalar__middle_5_9_over_total,57,1103,308,0.9204279996732827,0.9062680008338376
traditional_scalar__middle_5_9_over_total,58,1099,282,0.9209831853260068,0.916075082893594
traditional_scalar__middle_5_9_over_total,60,1400,184,0.7131632580091533,0.6176406070695699
traditional_scalar__middle_5_9_over_total,62,1400,209,0.6724556984400548,0.5762857837227855
traditional_scalar__middle_5_9_over_total,64,1321,216,0.7816658287246523,0.7178994850810357
traditional_scalar__middle_5_9_over_total,65,1128,227,0.8646437878617492,0.8335545602928074
traditional_scalar__peak_sample,42,1124,301,0.7546715484634047,0.8038788168442643
traditional_scalar__peak_sample,50,1170,350,0.8469146341463414,0.883587184712989
traditional_scalar__peak_sample,57,1103,308,0.7502082822837539,0.8066344253896682
traditional_scalar__peak_sample,58,1099,282,0.8081720878147869,0.8502225242236985
traditional_scalar__peak_sample,60,1400,184,0.4811123426773456,0.5337666417074661
traditional_scalar__peak_sample,62,1400,209,0.40595133356634083,0.4784175285693545
traditional_scalar__peak_sample,64,1321,216,0.6051721970839619,0.6614196272228081
traditional_scalar__peak_sample,65,1128,227,0.7020197822292411,0.7563154188319478
traditional_scalar__positive_area,42,1124,301,0.9701481089765586,0.9491101265690138
traditional_scalar__positive_area,50,1170,350,0.9817770034843206,0.9652395580625539
traditional_scalar__positive_area,57,1103,308,0.9765702850608511,0.9610174376284862
traditional_scalar__positive_area,58,1099,282,0.9757068326432112,0.9646425132328461
traditional_scalar__positive_area,60,1400,184,0.9686695509153318,0.8992807091850348
traditional_scalar__positive_area,62,1400,209,0.9438250997312378,0.8610875879695645
traditional_scalar__positive_area,64,1321,216,0.9509007876654936,0.8893092645295775
traditional_scalar__positive_area,65,1128,227,0.9740034323096706,0.9496459459003108
traditional_scalar__rise_10_50,42,1124,301,0.5798694509593376,0.46468395288677544
traditional_scalar__rise_10_50,50,1170,350,0.44516027874564457,0.3788299106990309
traditional_scalar__rise_10_50,57,1103,308,0.5892060769419261,0.5075933199115383
traditional_scalar__rise_10_50,58,1099,282,0.5245535908053162,0.41413331264841574
traditional_scalar__rise_10_50,60,1400,184,0.737852188215103,0.5796295005646742
