method,n,positives,roc_auc,auc_ci_low,auc_ci_high,average_precision,role,family
ML_gradient_boosted_trees,9745,2077,0.9999994976905066,0.9999973505547276,1.0,0.9999981526574597,ml_panel,
ML_mlp,9745,2077,0.9996163611243596,0.9993213643437531,0.9998472912351798,0.9989889101347902,ml_panel,
traditional_fisher_gatti_all_features,9745,2077,0.9949637194410602,0.9923579506643366,0.9971993412470331,0.9803957887941274,traditional_multivariate,fisher_gatti_engineered_features
ML_ridge_classifier,9745,2077,0.993532576905467,0.990534538694415,0.9959791054048575,0.9625265592658703,ml_panel,
NN_residual_squeeze_cnn_new,9745,2077,0.9843890999844536,0.9784435967209161,0.989520345483503,0.9548204436304024,ml_panel,
NN_1d_cnn,9745,2077,0.9740968412518658,0.9662262605941689,0.9807138663201294,0.9192802401050391,ml_panel,
