heldout_run,method,threshold,train_positive_fraction,test_positive_fraction,test_accept_fraction,test_precision,test_recall,test_f1,test_average_precision,test_brier,note
31,ML_ridge_logistic,0.7,0.035257142857142855,0.020279663095919536,0.04832774552293728,0.34179357021996615,0.8145161290322581,0.48152562574493446,0.5133372170866313,0.04949523579634367,L2 logistic ridge surrogate
31,ML_gradient_boosted_trees,0.7,0.035257142857142855,0.020279663095919536,0.033281543871126015,0.5257985257985258,0.8629032258064516,0.6534351145038167,0.6830105603026363,0.020725057033012632,histogram GBT
31,ML_mlp,0.3,0.035257142857142855,0.020279663095919536,0.012511243764821326,0.7581699346405228,0.46774193548387094,0.5785536159600997,0.7359029325105401,0.010836993137478273,two-layer MLP
31,NN_1d_cnn,0.05,0.035257142857142855,0.020279663095919536,1.0,0.020279663095919536,1.0,0.039753145788250385,0.02687466596966958,0.7575056481631863,small 1D CNN
31,NN_residual_gated_cnn_new,0.7,0.035257142857142855,0.020279663095919536,0.9243601275656227,0.021496815286624203,0.9798387096774194,0.04207063711911357,0.03373297678756564,0.7316753756282999,new residual gated CNN
32,ML_ridge_logistic,0.7,0.03547142857142857,0.019439345903554145,0.05105956949774737,0.3431372549019608,0.9012875536480687,0.4970414201183431,0.5522256431337443,0.0515911735465242,L2 logistic ridge surrogate
32,ML_gradient_boosted_trees,0.7,0.03547142857142857,0.019439345903554145,0.03412314366761222,0.5232273838630807,0.9184549356223176,0.6666666666666666,0.7665225750757054,0.02064256475287607,histogram GBT
32,ML_mlp,0.3,0.03547142857142857,0.019439345903554145,0.013515768396462539,0.7654320987654321,0.5321888412017167,0.6278481012658228,0.7305867685205217,0.010226227383450576,two-layer MLP
32,NN_1d_cnn,0.05,0.03547142857142857,0.019439345903554145,1.0,0.019439345903554145,1.0,0.03813732711351174,0.05208669968212516,0.7516743281420687,small 1D CNN
32,NN_residual_gated_cnn_new,0.7,0.03547142857142857,0.019439345903554145,0.3925412981812114,0.04782146652497343,0.9656652360515021,0.09113001215066828,0.5606758957722039,0.36649987213623725,new residual gated CNN
33,ML_ridge_logistic,0.7,0.03608571428571428,0.011830635118306352,0.15884184308841842,0.0697765582124657,0.9368421052631579,0.12987960598321782,0.32185720510145227,0.1637537254602979,L2 logistic ridge surrogate
33,ML_gradient_boosted_trees,0.7,0.03608571428571428,0.011830635118306352,0.11108343711083438,0.10033632286995516,0.9421052631578948,0.18135764944275581,0.44528161400194743,0.09832076397027081,histogram GBT
33,ML_mlp,0.3,0.03608571428571428,0.011830635118306352,0.05211706102117061,0.20908004778972522,0.9210526315789473,0.34079844206426485,0.4973582844116069,0.01526348970579474,two-layer MLP
33,NN_1d_cnn,0.7,0.03608571428571428,0.011830635118306352,0.9999377334993773,0.011831371816426926,1.0,0.023386054526432398,0.12629393838041372,0.7582949336768767,small 1D CNN
33,NN_residual_gated_cnn_new,0.7,0.03608571428571428,0.011830635118306352,0.9915940224159402,0.011868131868131869,0.9947368421052631,0.023456407074154514,0.1372328780871486,0.7984156985974333,new residual gated CNN
