epoch,training_loss
1,0.1740558811813403
2,0.04966400746422209
3,0.0360991690711231
4,0.03167345969208107
5,0.028939131718532296
6,0.026752650761490415
7,0.025660896424654942
8,0.02479417744288399
9,0.02407534923523095
10,0.023583348982842863
11,0.02300981109499172
12,0.02281032408925758
13,0.02253669958300651
14,0.022187615774429528
15,0.02176438891299211
16,0.021705242348419633
17,0.02151983096056683
18,0.02083127971762305
19,0.020561818769023677
20,0.020117976032434755
21,0.02006286846556861
22,0.019878683516838747
23,0.019473077818324233
24,0.01928854098982492
25,0.018994600049392053
26,0.018845575713333052
27,0.018920172753322657
28,0.01868220109041709
29,0.018782985912766427
30,0.018440246534575322
31,0.018462512357409592
32,0.018234885487539373
33,0.018496951337452907
34,0.0182652094514127
35,0.01825320658979902
