method,joint_loss_score,shape_only_loss_score,shape_knockout_loss_score,timing_mediated_fraction,pid_auc,energy_res68_frac,timing_sigma68_ns,pileup_average_precision,saturation_hysteresis_res68,pedestal_mae_adc
gradient_boosted_trees,0.18028940672209598,0.05021510393232445,0.15042419669669224,0.7214750170556185,0.9280095148429632,0.0566846321762142,1.2194465886541082,0.983139,0.0313697380962435,48.879367
ridge,0.3213957562332666,0.16749259176061226,0.26475285895960465,0.47885873253706746,0.8513208514780879,0.0966729355403716,1.4428421669311344,0.940266,0.2284565216944896,260.701055
traditional_joint,0.381584327606816,0.2221560528047172,0.3715757205978711,0.41780613947639245,1.0,0.0402439783091376,1.494640076269676,0.266627,0.0403934804802994,260.701055
compact_sequence_residual,0.4048714670609658,0.2766822470450496,0.39123310962973207,0.3166170758993332,1.0,0.0586801621140033,1.201773937649214,0.053436,0.1257841765165329,260.701055
mlp,0.4135630994444265,0.28228068766567715,0.21994364629758573,0.3174422765355804,0.947092374470415,0.6923472493440915,1.2307726104257752,0.916238,0.0232743168115615,260.701055
1d_cnn,0.5314657248250174,0.38802759085471933,0.40128040605571047,0.2698915984046279,0.7267674024254375,0.2657039478238139,1.3447325059715445,0.043205,0.0710810673236847,260.701055
