scope,epoch,loss
prior_p01c_reproduction,1,0.17740660499204214
prior_p01c_reproduction,2,0.05462021139306082
prior_p01c_reproduction,3,0.04289951526992757
prior_p01c_reproduction,4,0.03721632501503951
prior_p01c_reproduction,5,0.03463041808613589
prior_p01c_reproduction,6,0.03212011089994454
prior_p01c_reproduction,7,0.029770560969244426
prior_p01c_reproduction,8,0.027450142388927266
prior_p01c_reproduction,9,0.02607762245592517
prior_p01c_reproduction,10,0.024862330656131387
prior_p01c_reproduction,11,0.024181110876231964
prior_p01c_reproduction,12,0.023623944771751552
prior_p01c_reproduction,13,0.023087066335892175
prior_p01c_reproduction,14,0.022780353137829775
prior_p01c_reproduction,15,0.022425227667349324
prior_p01c_reproduction,16,0.02247996427590998
prior_p01c_reproduction,17,0.022197112716524532
prior_p01c_reproduction,18,0.021879956086861416
prior_p01c_reproduction,19,0.021555338107364277
prior_p01c_reproduction,20,0.02137490460308085
prior_p01c_reproduction,21,0.021486193886105443
prior_p01c_reproduction,22,0.02122027739147905
prior_p01c_reproduction,23,0.021139309085695675
prior_p01c_reproduction,24,0.02092207002807671
prior_p01c_reproduction,25,0.02065199574219509
strict_fold_42,1,0.38891284640242413
strict_fold_42,2,0.19511321514118007
strict_fold_42,3,0.13052534130288335
strict_fold_42,4,0.08204492054334502
strict_fold_42,5,0.06607163297693903
strict_fold_42,6,0.058911601126920884
strict_fold_42,7,0.0524775711138074
strict_fold_42,8,0.047013049718083406
strict_fold_42,9,0.043890623875507496
strict_fold_42,10,0.041722044530438214
strict_fold_42,11,0.03920481263137445
strict_fold_42,12,0.03894023906166961
strict_fold_42,13,0.03719794641180736
strict_fold_42,14,0.03596745358734596
strict_fold_57,1,0.36690306663513184
strict_fold_57,2,0.17598540390410075
strict_fold_57,3,0.09381560199871296
strict_fold_57,4,0.06983857919893614
strict_fold_57,5,0.05533712475401599
strict_fold_57,6,0.04856394304008019
strict_fold_57,7,0.04395544892404138
strict_fold_57,8,0.04216996534931951
strict_fold_57,9,0.039456582287462745
strict_fold_57,10,0.03823158217639458
strict_fold_57,11,0.036965342556558006
strict_fold_57,12,0.03645299193335742
strict_fold_57,13,0.034949318392247686
strict_fold_57,14,0.03432583018410497
strict_fold_64,1,0.34237829223275185
strict_fold_64,2,0.15415112636983394
strict_fold_64,3,0.08528979625552893
strict_fold_64,4,0.0800870817154646
strict_fold_64,5,0.07610306665301322
strict_fold_64,6,0.07279737163335084
strict_fold_64,7,0.06907726153731346
strict_fold_64,8,0.06387871196493507
strict_fold_64,9,0.055176560021936896
strict_fold_64,10,0.04767584735527634
strict_fold_64,11,0.04370361063629389
strict_fold_64,12,0.040323934890329836
strict_fold_64,13,0.038611456472426656
strict_fold_64,14,0.03691662177443504
strict_fold_65,1,0.37941688299179077
strict_fold_65,2,0.2099180495957049
strict_fold_65,3,0.08516157727415968
strict_fold_65,4,0.06541692828986703
strict_fold_65,5,0.057209851901705674
strict_fold_65,6,0.05216371258947908
strict_fold_65,7,0.04654493119295051
strict_fold_65,8,0.041987080490443765
strict_fold_65,9,0.039434440252257556
strict_fold_65,10,0.03880603175337722
strict_fold_65,11,0.03727523164778221
strict_fold_65,12,0.03652390783152929
strict_fold_65,13,0.03565017788148508
strict_fold_65,14,0.03512133067337478
