method,family,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,coverage68,coverage90,mean_width68_frac,mean_width90_frac,full_cell_interval_fraction68,res68_ci95,full_rms_ci95,coverage68_ci95,coverage90_ci95,width68_ci95
topology_median,traditional,leave_one_run_out,4055,-0.001934061542065154,0.3814019572250541,0.6698995538012034,0.19482120838471023,0.47003699136868066,0.6700369913686807,0.8959309494451295,0.8592698453432148,1.7114088694589806,0.17977805178791614,"[0.36620244607189895, 0.39461711223871165]","[0.579862816192339, 0.7854678000698124]","[0.6483448949487701, 0.6885681776765249]","[0.8837310840337486, 0.9054155405405405]","[0.8426155207381069, 0.885525163718458]"
strong_huber_transfer,traditional,leave_one_run_out,4055,-0.014320360399836248,0.3542717727823608,0.5889118750955596,0.19580764488286068,0.49445129469790383,0.681134401972873,0.8991368680641184,0.8054748695605494,1.6204711420568958,0.17977805178791614,"[0.34421660813423216, 0.36485864053001665]","[0.5242590056053943, 0.6762506806851767]","[0.6646113894730619, 0.6955478818900607]","[0.8875372566782145, 0.9082520841181465]","[0.7876941593840042, 0.8285142711409522]"
ridge,ml,leave_one_run_out,4055,-0.039455957858353034,0.35906967510294197,0.5633544940362957,0.19753390875462393,0.475462392108508,0.6833538840937115,0.8986436498150432,0.7903876635427635,1.4630752198848969,0.17977805178791614,"[0.34945383016488496, 0.37010854024719286]","[0.4989808025878589, 0.6550745648908362]","[0.6661954598268327, 0.6987464740534489]","[0.8883230066658554, 0.9065682213527453]","[0.7737576556576181, 0.8112714855856746]"
gradient_boosted_trees,ml,leave_one_run_out,4055,-0.04631652697055652,0.36020281751752115,0.5705086870500705,0.19852034525277434,0.481134401972873,0.6806411837237978,0.8998766954377312,0.7942975664978633,1.4718054308643937,0.17977805178791614,"[0.34867887973866474, 0.37189984979433094]","[0.5099293959997716, 0.6532213978048922]","[0.6652483036471586, 0.6956470953989882]","[0.8881925582431327, 0.9095122557895572]","[0.7768827716114337, 0.8132924427045133]"
mlp,ml,leave_one_run_out,4055,-0.04222104887257965,0.3850883125035192,0.6000777540887082,0.18397040690505548,0.4562268803945746,0.6771886559802712,0.8959309494451295,0.8422854602908516,1.56130520037886,0.17977805178791614,"[0.3750353541318712, 0.3983913384365704]","[0.5423484294687272, 0.6817107041461871]","[0.6579488239033694, 0.6921494765180185]","[0.8854182939665483, 0.9033394633237578]","[0.8273132139293922, 0.864025566954852]"
1d_cnn,nn,leave_one_run_out,4055,-0.006973665081697532,0.3669547845276774,0.6450820893419349,0.1970406905055487,0.4942046855733662,0.6791615289765721,0.8956843403205919,0.8937937116730065,1.9847120505410016,0.17977805178791614,"[0.353332735248099, 0.38269945108521325]","[0.5834669286697588, 0.731348611674622]","[0.6519341392997406, 0.7023780161489594]","[0.8802002346018037, 0.907375145540929]","[0.8753975366511542, 0.9207467779333326]"
support_gated_residual_cnn,new_architecture,leave_one_run_out,4055,-0.004083483001584418,0.3638554199596054,0.6281301936015606,0.19482120838471023,0.5016029593094945,0.6801479654747226,0.8974106041923551,0.8529305087292255,1.8319704890869712,0.17977805178791614,"[0.34995694798063637, 0.3790038897118964]","[0.5569601555638557, 0.7201254973575033]","[0.6557343604579666, 0.7015935728017317]","[0.8861522592529002, 0.9067215081604941]","[0.8304925267568994, 0.8785572757232553]"
topology_only_sentinel,negative_control,leave_one_run_out,4055,-0.04266695032842228,0.3519246998901794,0.5597559944460273,0.19556103575832307,0.48532675709001233,0.6833538840937115,0.898150431565968,0.7791790186211894,1.4177646415615577,0.17977805178791614,"[0.3415394314019964, 0.3659253107552014]","[0.4954320537257431, 0.647122888888905]","[0.663802837222452, 0.6988994479785154]","[0.8884455594699139, 0.9060141528451002]","[0.7644779803308377, 0.7991742965653063]"
shuffled_target_hgb,negative_control,leave_one_run_out,4055,-0.04241557489088122,0.5264962100164489,0.8365951909971023,0.13612823674475955,0.3533908754623921,0.6794081381011098,0.8971639950678175,1.274134299987941,2.606403825943021,0.17977805178791614,"[0.5114309061249449, 0.5418553104062943]","[0.7339474794653628, 0.9733578671842731]","[0.6606531675364011, 0.6960387973606023]","[0.8841366675043085, 0.9092355526046603]","[1.235086375768414, 1.3298788942152813]"
