method,support_cell,n,n_runs,retained_fraction,a_topology,topology_pattern,b2_amp_bin,saturation_stratum,anomaly_stratum,baseline_bin,peak_phase_bin,q_template_bin,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,coverage68,coverage90,mean_width68_frac,mean_width90_frac,shuffled_res68_abs_frac,topology_only_res68_abs_frac,real_minus_shuffled_res68,real_minus_topology_res68,accepted_support_cell
support_gated_residual_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.07153364887572933,0.41631685281052744,0.6236222290598942,0.09722222222222222,0.5,0.6388888888888888,0.8611111111111112,0.9153874554121622,1.9700371511042374,0.4167999664238379,0.4178008390263377,-0.00048311361331043745,-0.0014839862158102513,False
ridge,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.03533741580009122,0.4163913297637174,0.5216325644944985,0.18867924528301888,0.37735849056603776,0.6037735849056604,0.8301886792452831,0.8507022838283255,1.5428199270625023,0.7089472439601081,0.41837859950162304,-0.2925559141963907,-0.001987269737905639,False
mlp,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.030910420438969497,0.4181157567799311,0.6135484488716397,0.2073170731707317,0.4146341463414634,0.6707317073170732,0.9024390243902439,0.9501891559180182,1.8160415408774109,0.5596520458532361,0.3708916374997986,-0.141536289073305,0.04722411928013254,False
support_gated_residual_cnn,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,0.00879872235287333,0.4189187192908301,0.6629948087617298,0.16,0.41,0.69,0.89,1.005518724140203,2.4958015311855632,0.4507782854003407,0.43222976543129443,-0.03185956610951063,-0.013311046140464355,False
support_gated_residual_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,0.0074830343546333465,0.4189800486004562,0.5318024488389242,0.13432835820895522,0.44029850746268656,0.7313432835820896,0.9104477611940298,1.0081306609704541,2.130427347562142,0.5560207330636405,0.3877758005277371,-0.13704068446318435,0.0312042480727191,False
gradient_boosted_trees,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.039460535424353016,0.4198379546511491,0.5907974954817312,0.15,0.46,0.68,0.88,0.9430297203493478,2.0007447172569135,0.4507782854003407,0.43222976543129443,-0.030940330749191614,-0.01239181078014534,False
mlp,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,18,0.020221948212083847,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,0.00523267728314995,0.42056418502503357,0.5384931728030566,0.13414634146341464,0.4268292682926829,0.6585365853658537,0.926829268292683,0.8874590731957768,1.6597497753449106,0.5086938631305147,0.36958594758587804,-0.08812967810548111,0.05097823743915553,False
topology_median,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,0.007705163066492574,0.42157472161686166,0.8471077170074975,0.1422924901185771,0.391304347826087,0.6798418972332015,0.8972332015810277,1.0067380765850085,1.8535519914734981,0.647255477551377,0.41358104320828226,-0.22568075593451536,0.007993678408579397,False
mlp,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.12019693536499429,0.4220407237465043,0.5329324020672991,0.09722222222222222,0.3888888888888889,0.6111111111111112,0.8611111111111112,0.8614366163977385,1.5116761486973822,0.4167999664238379,0.4178008390263377,0.005240757322666434,0.00423988472016662,False
1d_cnn,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,0.1107833834542149,0.4224960130156784,0.593217424222459,0.19540229885057472,0.47126436781609193,0.6206896551724138,0.8735632183908046,0.8803915705914884,2.149448520064147,0.5358891043043932,0.3550593939778727,-0.11339309128871478,0.06743661903780573,False
mlp,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,0.011835995693799409,0.4228501644311658,0.5246276597325379,0.20754716981132076,0.39622641509433965,0.6226415094339622,0.8867924528301887,0.9133396344850396,1.6005849369479028,0.7089472439601081,0.41837859950162304,-0.2860970795289423,0.0044715649295427595,False
ridge,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.06440618819781979,0.42303012452392663,0.5767017399704704,0.13,0.42,0.68,0.88,0.9148614901517088,1.7813684299594323,0.4507782854003407,0.43222976543129443,-0.027748160876414074,-0.009199640907367801,False
topology_median,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.004722893525601645,0.4240905228615408,0.5993547507831953,0.13846153846153847,0.4230769230769231,0.6615384615384615,0.8846153846153846,0.975486825362578,1.9722677882897455,0.5158474830271959,0.376138456125989,-0.09175696016565504,0.0479520667355518,False
topology_median,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,-0.009372669914332514,0.42506037923518575,0.49580726972438066,0.18867924528301888,0.4716981132075472,0.660377358490566,0.9245283018867925,0.9015361631787898,1.8115702386052832,0.5655262295422723,0.4010736338013822,-0.14046585030708653,0.023986745433803525,False
mlp,A1_A3_pair|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,60,15,0.014796547472256474,A1_A3_pair,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.14854962472750316,0.4253378523476943,0.42594768496182667,0.16666666666666666,0.45,0.6333333333333333,0.9333333333333333,0.7635371930763618,1.454641411513733,0.49833759544351364,0.2897581559352643,-0.07299974309581936,0.13557969641242995,False
topology_median,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,0.02354657220254169,0.42648372463124024,0.5284006648163068,0.16981132075471697,0.33962264150943394,0.6037735849056604,0.9056603773584906,0.9102829254649872,1.7065102330984419,0.7089472439601081,0.41837859950162304,-0.2824635193288679,0.008105125129617197,False
mlp,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.06038211975790278,0.42697617671564675,0.5670550479942486,0.16153846153846155,0.3923076923076923,0.6615384615384615,0.8923076923076924,0.8946349061663095,1.677834728908748,0.5158474830271959,0.376138456125989,-0.0888713063115491,0.05083772058965774,False
strong_huber_transfer,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,0.014048408891522245,0.43004245701704674,0.5637819241111122,0.18867924528301888,0.39622641509433965,0.6226415094339622,0.8301886792452831,0.8935787452814072,1.7311890177919365,0.7089472439601081,0.41837859950162304,-0.27890478694306137,0.011663857515423703,False
support_gated_residual_cnn,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.01985710983551748,0.4316318660704144,0.5980985534678386,0.15384615384615385,0.43846153846153846,0.6538461538461539,0.8923076923076924,0.9464314360526516,1.9075839973299944,0.5158474830271959,0.376138456125989,-0.08421561695678143,0.05549340994442542,False
gradient_boosted_trees,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.022840202003491235,0.4334066966165276,0.5111347123382781,0.1509433962264151,0.4339622641509434,0.5471698113207547,0.8679245283018868,0.8679736445709737,1.616987876860298,0.7089472439601081,0.41837859950162304,-0.2755405473435805,0.015028097114904548,False
strong_huber_transfer,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,0.017235745267990765,0.43379672710924533,0.804423299280106,0.1383399209486166,0.3952569169960474,0.6758893280632411,0.8972332015810277,1.027087848110735,1.8724239735529828,0.647255477551377,0.41358104320828226,-0.2134587504421317,0.020215683900963066,False
support_gated_residual_cnn,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,0.023936585143403192,0.44129119628451574,0.9109390241970464,0.17391304347826086,0.44664031620553357,0.6798418972332015,0.8932806324110671,1.0798036583968569,2.063367747139024,0.647255477551377,0.41358104320828226,-0.20596428126686128,0.02771015307623348,False
strong_huber_transfer,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.04257220395936505,0.4424102811508806,0.593513325383386,0.16,0.4,0.59,0.85,0.9438486243356223,2.0429686879951263,0.6525375348971258,0.45444727168550236,-0.21012725374624525,-0.012036990534621761,False
support_gated_residual_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.06805976832769461,0.4463683462297378,0.6434304838920056,0.1,0.37,0.61,0.87,1.003975036972884,2.173500100853227,0.6525375348971258,0.45444727168550236,-0.20616918866738804,-0.008078925455764552,False
topology_median,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.006708495213689726,0.4524669966784533,0.5341769873055391,0.15,0.39,0.59,0.88,0.945251655862141,1.901455792924213,0.6525375348971258,0.45444727168550236,-0.20007053821867254,-0.0019802750070490593,False
ridge,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.01583533286480583,0.45360000354781993,0.5499973605640395,0.12,0.38,0.6,0.85,0.9156525246068703,1.8205170613749322,0.6525375348971258,0.45444727168550236,-0.19893753134930592,-0.0008472681376824331,False
mlp,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.03397921665398436,0.45471357948675784,0.5800742454089863,0.12,0.44,0.63,0.87,0.946353089073911,1.807978246721706,0.6525375348971258,0.45444727168550236,-0.197823955410368,0.00026630780125547204,False
1d_cnn,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.048992506776910444,0.45942888032389584,0.659559956395676,0.18461538461538463,0.46153846153846156,0.6461538461538462,0.8923076923076924,1.0590080361931236,2.3088995444179616,0.5158474830271959,0.376138456125989,-0.056418602703300014,0.08329042419790683,False
strong_huber_transfer,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,-0.019601824255816466,0.4640500510066692,0.5461206291369992,0.12307692307692308,0.3076923076923077,0.5384615384615384,0.8615384615384616,0.9788568938029816,1.9105250871834012,0.7682028012764192,0.4637546993071178,-0.30415275026974997,0.00029535169955136054,False
gradient_boosted_trees,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.02113804241079481,0.4732622897519551,0.5529440141445575,0.16,0.39,0.58,0.86,0.9090704139649887,1.7381207563261496,0.6525375348971258,0.45444727168550236,-0.17927524514517074,0.01881501806645275,False
gradient_boosted_trees,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,-0.06934267823674668,0.473444467418579,0.5447166190533931,0.07692307692307693,0.35384615384615387,0.5846153846153846,0.8769230769230769,1.0002487660356953,1.8110960615771858,0.7682028012764192,0.4637546993071178,-0.29475833385784017,0.009689768111461161,False
ridge,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,-0.04996380349853364,0.47712905274978484,0.5317967705349977,0.09230769230769231,0.2923076923076923,0.5692307692307692,0.8769230769230769,0.9563921833763966,1.806831137564303,0.7682028012764192,0.4637546993071178,-0.2910737485266343,0.01337435344266702,False
1d_cnn,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,0.1111964894116224,0.48464215038939235,0.9174324221188352,0.16205533596837945,0.42292490118577075,0.6798418972332015,0.8972332015810277,1.2337764719726025,2.4939781869145516,0.647255477551377,0.41358104320828226,-0.16261332716198468,0.07106110718111008,False
1d_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,0.12127774541517311,0.49131674514025997,0.6437352341390524,0.1320754716981132,0.33962264150943394,0.5660377358490566,0.8490566037735849,0.9858167915575858,2.2698851914267033,0.7089472439601081,0.41837859950162304,-0.21763049881984814,0.07293814563863693,False
topology_median,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,0.07339284871414711,0.4942215130981206,0.5939693742952041,0.09230769230769231,0.3076923076923077,0.5538461538461539,0.8461538461538461,1.0097849754613495,1.8855496038415576,0.7682028012764192,0.4637546993071178,-0.27398128817829853,0.0304668137910028,False
1d_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,100,15,0.02466091245376079,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,0.1272871789064175,0.5068918616558508,0.6707372638400924,0.13,0.4,0.63,0.85,1.0768296500183319,2.612467409752946,0.6525375348971258,0.45444727168550236,-0.1456456732412751,0.0524445899703484,False
mlp,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,-0.09422878828878566,0.5197356011553346,0.5345565312481889,0.1076923076923077,0.3076923076923077,0.6307692307692307,0.9076923076923077,0.9436192546387544,1.7479855264701964,0.7682028012764192,0.4637546993071178,-0.24846720012108459,0.055980901848216746,False
support_gated_residual_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|quiet|rising_6_8|extreme,53,20,0.013070283600493218,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,quiet,rising_6_8,extreme,0.14082683579163255,0.5514823824758519,0.6031726094117422,0.09433962264150944,0.49056603773584906,0.6226415094339622,0.8679245283018868,0.9691650036386829,2.080243712870115,0.7089472439601081,0.41837859950162304,-0.1574648614842562,0.13310378297422887,False
1d_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,0.0015403876045224244,0.5599535341231806,0.6011005659814401,0.16923076923076924,0.3230769230769231,0.6153846153846154,0.9076923076923077,1.1151481324929244,2.436284522392098,0.7682028012764192,0.4637546993071178,-0.20824926715323855,0.09619883481606278,False
support_gated_residual_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|mild|rising_6_8|extreme,65,21,0.016029593094944512,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,mild,rising_6_8,extreme,0.04523759142872431,0.562302011097035,0.5983683941222935,0.16923076923076924,0.35384615384615387,0.5384615384615384,0.8615384615384616,1.0719072712073465,2.276141491081453,0.7682028012764192,0.4637546993071178,-0.20590079017938412,0.09854731178991721,False
