run_key,method,n,bias_frac,res68_frac,mae_mev
44,run_keyed_birks,1316,-0.9900453228475203,0.9915913169788243,64.04887329112161
45,run_keyed_birks,1316,-0.9896487651175333,0.9913243543609865,62.56975592831348
46,run_keyed_birks,1316,-0.9897927435665472,0.9914090585744326,62.817572313420314
47,run_keyed_birks,1316,-0.9897962991239244,0.9915725469450377,63.632299489316196
48,run_keyed_birks,1316,-0.9899208870757215,0.9916442556682603,63.20086164257311
49,run_keyed_birks,1316,-0.9898483800301745,0.9917162910700812,63.864390213302926
50,run_keyed_birks,1316,-0.9900312329911403,0.9917000254320982,63.70384056372483
51,run_keyed_birks,1316,-0.9898242079924358,0.9914243402178087,62.973446720027816
52,run_keyed_birks,1316,-0.9899068450196414,0.9916508739625626,63.887241027929385
53,run_keyed_birks,1316,-0.9898475094352489,0.9915738278581413,63.397368714077494
54,run_keyed_birks,1316,-0.9899476770834583,0.991661511742595,64.28546487809496
55,run_keyed_birks,1316,-0.9896309712735654,0.9914134071214286,62.73348876253608
56,run_keyed_birks,1316,-0.9899805550637133,0.991640640950941,64.08110940800611
57,run_keyed_birks,1316,-0.9898374777121823,0.9915534969124654,63.73628516669603
58,run_keyed_birks,1316,-0.9898701421696148,0.9916138489120494,63.174915333083156
59,run_keyed_birks,1316,-0.9897460859561337,0.9915368975396288,63.22335569950042
60,run_keyed_birks,1315,-0.9901080066927898,0.9917033794629431,63.65797068535035
61,run_keyed_birks,1315,-0.989823740191581,0.9914833463529408,63.00566352880046
62,run_keyed_birks,1315,-0.9896986132381131,0.9913671875665568,63.05862991678397
63,run_keyed_birks,1315,-0.98978733801648,0.9914627207629135,63.0036167213672
65,run_keyed_birks,1315,-0.9898110711803475,0.991578722975609,64.10621847950007
44,ridge,1316,-0.06217187282856579,0.3301676435907616,18.211440937082877
45,ridge,1316,-0.042781098657814216,0.34798261095582017,18.416452783152515
46,ridge,1316,-0.03909548491245737,0.320642750500636,17.97427226164153
47,ridge,1316,-0.04445432817139511,0.31966741917464847,17.607138209165864
48,ridge,1316,-0.05418474516760608,0.3438504319173487,18.918836556116897
49,ridge,1316,-0.061465349863269916,0.34754516530543955,18.97032113315105
50,ridge,1316,-0.05956882227790887,0.3551841737331216,19.440534624131388
51,ridge,1316,-0.05328137726672184,0.33501638052961297,18.276528299347127
52,ridge,1316,-0.04941509810234014,0.3405005833605203,18.870575101646658
53,ridge,1316,-0.053117903602227914,0.32871645126495835,18.393143949934867
54,ridge,1316,-0.05297153291954465,0.33461817434589447,18.79775525121222
55,ridge,1316,-0.03548457661455939,0.3238560894466907,18.09098290076752
56,ridge,1316,-0.04735968722633635,0.3336141441221777,18.321475059244676
57,ridge,1316,-0.049932772478327454,0.33101833055521057,18.227449026418054
58,ridge,1316,-0.03277523557542285,0.35616053319009866,19.02268309773898
59,ridge,1316,-0.027060544529425527,0.33570571938507937,18.56427230763919
60,ridge,1315,-0.05326955552920388,0.3420843096721195,18.945329122585306
61,ridge,1315,-0.03809291362463079,0.3332438208172833,18.221761634042906
62,ridge,1315,-0.023012400405169473,0.332483411906538,17.82786074580057
63,ridge,1315,-0.03266678064137884,0.33848845579982484,18.587345773793125
65,ridge,1315,-0.04403129893931018,0.3248250237563454,18.251332779951326
44,gradient_boosted_trees,1316,-0.04284856169087232,0.31587796660386336,17.337246828588167
45,gradient_boosted_trees,1316,-0.054267553311666786,0.33302586607473084,17.879357637316588
46,gradient_boosted_trees,1316,-0.030558548721223083,0.30183414457932495,16.865692562584105
