,count,mean,std,min,25%,50%,75%,max
digitized_charge_adc,43422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digitized_max_adc,43422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturated_count,43422.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0
early_fraction,43422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
late_fraction,43422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_pedestal_median_adc,43422.0,6921.878966883147,2.870981732876194,6914.0,6921.0,6922.5,6923.5,6928.0
run_noise_sigma_adc,43422.0,5.95281552439265,0.34065292125219776,5.1891,5.9304,5.9304,5.9304,6.6716999999999995
run_common_mode_sigma_adc,43422.0,267.06853606483355,59.35004846778291,152.76731872558594,220.20420837402344,274.1098937988281,326.6368408203125,343.063232421875
run_pulse_q95_adc,43422.0,5467.6381338952615,1827.485600330847,2632.625,4201.5,4896.625,7721.5,8253.0
