source_file,rows,columns,sha256
reports/1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication/blinded_gallery_adjudication.csv,986,"event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,adaptive_lowering_adc,downstream,one_sse_norm,resid_late_max_frac,event_key,blind_shape_score,blind_residual_score,blind_hybrid_score,blind_shape_review,blind_residual_review,blind_hybrid_review,blind_consensus_recoverable,blind_vote_count",ce2bd9f15371ede4af1b12a1c1bb8b163a226c543bee9e240a76efe284c36d6a
reports/1781191650.1263.35bb131f__p05g_blinded_handscan_validation/blinded_candidate_ledger.csv,549,"event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,adaptive_lowering_adc,downstream,one_sse_norm,resid_late_max_frac,trad_secondary_fraction,trad_secondary_primary_ratio,trad_score_sse_improvement,trad_failed,trad_t1_sample,trad_t2_sample,trad_amp1_adc,trad_amp2_adc,method",de6845eb54f5c3c30a7ae4c93ddfb432af934b5dd367e9eb747b5e5dd08d89c7
reports/1783605034.12126.04fe4a38__s01j_external_handscan_transfer/handscan_feature_table.csv,256,"gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,traditional_score,ml_score,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,normalized_waveform,review_peak_sample",a1c6149bde559e8c0c8b675f856accb148336298a85d23a4ac43f382ca52b955
