run,eventno,stave,event_key,label_mean,label_votes,label_min,label_max,reviewer_weight,reviewer_disagreement,sources,review_secondary_sep,handscan_label,label_interval_low,label_interval_high
42,780638,B4,42:780638:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,0.0,0,0.0,0.0
42,781612,B6,42:781612:B6,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,782234,B4,42:782234:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,782391,B2,42:782391:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,782887,B4,42:782887:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,783022,B2,42:783022:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,783552,B4,42:783552:B4,0.0,2,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,783673,B2,42:783673:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,4.0,0,0.0,0.0
42,783702,B4,42:783702:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,1.0,0,0.0,0.0
42,784966,B2,42:784966:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,786064,B8,42:786064:B8,0.0,1,0.0,0.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,786247,B8,42:786247:B8,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,17.0,1,1.0,1.0
42,786709,B6,42:786709:B6,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,9.0,1,1.0,1.0
42,788405,B4,42:788405:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,0.0,0,0.0,0.0
42,788658,B4,42:788658:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,0.0,0,0.0,0.0
42,788743,B4,42:788743:B4,0.0,1,0.0,0.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,789158,B6,42:789158:B6,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,790100,B8,42:790100:B8,0.0,2,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,790277,B4,42:790277:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,791141,B8,42:791141:B8,0.0,1,0.0,0.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,791847,B2,42:791847:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,792385,B8,42:792385:B8,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,16.0,1,1.0,1.0
42,792632,B2,42:792632:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,793666,B2,42:793666:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,7.0,0,0.0,0.0
42,794100,B8,42:794100:B8,0.0,1,0.0,0.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,795512,B4,42:795512:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,795525,B4,42:795525:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,796184,B8,42:796184:B8,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,6.0,1,1.0,1.0
42,796221,B6,42:796221:B6,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,0.0,0,0.0,0.0
42,796894,B8,42:796894:B8,1.0,1,1.0,1.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,4.0,1,1.0,1.0
42,797618,B4,42:797618:B4,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,3.0,0,0.0,0.0
42,798379,B6,42:798379:B6,1.0,1,1.0,1.0,0.6,1,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,4.0,1,1.0,1.0
42,798706,B2,42:798706:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
42,799290,B2,42:799290:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,5.0,0,0.0,0.0
42,800010,B6,42:800010:B6,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,15.0,1,1.0,1.0
42,800010,B8,42:800010:B8,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,1,1.0,1.0
42,800836,B6,42:800836:B6,1.0,1,1.0,1.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,8.0,1,1.0,1.0
42,800903,B2,42:800903:B2,0.0,1,0.0,0.0,1.0,0,1783605034.12126.04fe4a38__s01j_external_handscan_transfer,2.0,0,0.0,0.0
44,172,B2,44:172:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,282,B2,44:282:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,305,B2,44:305:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,325,B2,44:325:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,328,B2,44:328:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,436,B2,44:436:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,560,B2,44:560:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,1186,B2,44:1186:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,1304,B2,44:1304:B2,0.0,2,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,1340,B2,44:1340:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,1416,B2,44:1416:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,1574,B2,44:1574:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,1639,B2,44:1639:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,1888,B2,44:1888:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,2406,B2,44:2406:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,2526,B2,44:2526:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,2946,B2,44:2946:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,3081,B2,44:3081:B2,0.0,2,0.0,0.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,3180,B2,44:3180:B2,0.5,2,0.0,1.0,0.6000000000000001,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,3291,B2,44:3291:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,3361,B2,44:3361:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,3558,B2,44:3558:B2,0.0,2,0.0,0.0,0.6000000000000001,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,3579,B2,44:3579:B2,0.5,2,0.0,1.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,3609,B2,44:3609:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
44,3874,B2,44:3874:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,3885,B2,44:3885:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
44,4155,B2,44:4155:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,4318,B2,45:4318:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,5055,B2,45:5055:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,5271,B2,45:5271:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,5535,B2,45:5535:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,5771,B2,45:5771:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,6134,B2,45:6134:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,6344,B2,45:6344:B2,0.0,1,0.0,0.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,6361,B2,45:6361:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,6568,B2,45:6568:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,7018,B2,45:7018:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,7032,B2,45:7032:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,7290,B2,45:7290:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,7294,B2,45:7294:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,8072,B2,45:8072:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,8302,B2,45:8302:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
45,8526,B2,45:8526:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,10523,B2,45:10523:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,10655,B2,45:10655:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,10820,B2,45:10820:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
45,10910,B2,45:10910:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,11409,B2,45:11409:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,12092,B2,45:12092:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,13113,B2,45:13113:B2,0.0,2,0.0,0.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,13918,B2,45:13918:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,14680,B2,45:14680:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,14780,B2,45:14780:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,16874,B2,45:16874:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,17872,B2,45:17872:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,18322,B2,45:18322:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,18750,B2,45:18750:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,19344,B2,45:19344:B2,0.0,2,0.0,0.0,0.775,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,20069,B2,45:20069:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
45,20245,B2,45:20245:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,21151,B2,45:21151:B2,0.0,2,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,21995,B2,45:21995:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,22259,B2,45:22259:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,22265,B2,45:22265:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,22510,B2,45:22510:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,22553,B2,45:22553:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,22682,B2,45:22682:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,23184,B2,45:23184:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,23220,B2,45:23220:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,23409,B2,45:23409:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,25085,B2,45:25085:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,25419,B2,45:25419:B2,0.0,1,0.0,0.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,25424,B2,45:25424:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,26079,B2,45:26079:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,26277,B2,45:26277:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
45,26628,B2,45:26628:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,26676,B2,45:26676:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,26804,B2,45:26804:B2,0.0,1,0.0,0.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,27268,B2,45:27268:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,27427,B2,45:27427:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,27740,B2,45:27740:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,27869,B2,45:27869:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28020,B2,45:28020:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28100,B2,45:28100:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28337,B2,45:28337:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28341,B2,45:28341:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,28527,B2,45:28527:B2,1.0,1,1.0,1.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,1.0,1.0
45,28634,B2,45:28634:B2,0.0,1,0.0,0.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28837,B2,45:28837:B2,0.0,1,0.0,0.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,28906,B2,45:28906:B2,0.0,2,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,28936,B2,45:28936:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,29939,B2,45:29939:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,30029,B2,45:30029:B2,0.0,2,0.0,0.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,30033,B2,45:30033:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
45,30767,B2,45:30767:B2,0.0,1,0.0,0.0,0.55,1,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,31150,B2,45:31150:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,31400,B2,45:31400:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,31759,B2,45:31759:B2,0.0,1,0.0,0.0,1.0,0,1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,0,0.0,0.0
45,31970,B2,45:31970:B2,0.0,1,0.0,0.0,1.0,0,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,32172,B2,45:32172:B2,0.5,2,0.0,1.0,0.825,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication;1781191650.1263.35bb131f__p05g_blinded_handscan_validation,,1,0.0,1.0
45,32287,B2,45:32287:B2,0.0,1,0.0,0.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,0,0.0,0.0
45,32907,B2,45:32907:B2,1.0,1,1.0,1.0,0.65,1,1781146783.955.745c6984__s11h_blinded_real_current_waveform_adjudication,,1,1.0,1.0
